"Article","Year","Stem"
"Searching for Predictors of Learning Outcomes in Non Abstract Eye Movement Logs",2013,"eye track"
"Erroneous Examples as Desirable Difficulty",2013,"erroneous exampl"
"Repairing Disengagement in Collaborative Dialogue for Game-Based Learning",2013,"engag"
"A Learning Environment That Combines Problem-Posing and Problem-Solving Activities",2013,"problem pos"
"Impact of Different Pedagogical Agents’ Adaptive Self-regulated Prompting Strategies on Learning with MetaTutor",2013,"pedagogical ag"
"Class Distinctions: Leveraging Class-Level Features to Predict Student Retention Performance",2013,"educational data min"
"Estimating the Effect of Web-Based Homework",2013,"intelligent tutoring system"
"A Markov Decision Process Model of Tutorial Intervention in Task-Oriented Dialogue",2013,"tutorial dialogu"
"Didactic Galactic: Types of Knowledge Learned in a Serious Game",2013,"intelligent tutoring system"
"A Comparison of Two Different Methods to Individualize Students and Skills",2013,"student model"
"On the Benefits (or Not) of a Clustering Algorithm in Student Tracking",2013,"student track"
"Programming Pathways: A Technique for Analyzing Novice Programmers’ Learning Trajectories",2013,"machine learn"
"Knowledge Maximizer: Concept-Based Adaptive Problem Sequencing for Exam Preparation",2013,"problem sequenc"
"Worked Out Examples in Computer Science Tutoring",2013,"tutoring dialogu"
"ViewS in User Generated Content for Enriching Learning Environments: A Semantic Sensing Approach",2013,"social cont"
"Student Coding Styles as Predictors of Help-Seeking Behavior",2013,"computer science educ"
"Search-Based Estimation of Problem Difficulty for Humans",2013,"human problem solv"
"Towards Evaluating and Modelling the Impacts of Mobile-Based Augmented Reality Applications on Learning and Engagement",2013,"affective aspects of learn"
"An Intelligent Tutoring System to Teach Debugging",2013,"intelligent tutor system"
"Mobile Adaptive Communication Support for Vocabulary Acquisition",2013,"mobile assisted language learning (mall)"
"Utilizing Concept Mapping in Intelligent Tutoring Systems",2013,"concept map"
"Discrepancy-Detection in Virtual Learning Environments for Young Children with ASC",2013,"virtual environ"
"Towards an Integrative Computational Foundation for Applied Behavior Analysis in Early Autism Interventions",2013,"applied behavior analysi"
"Adaptive Scaffolds in Open-Ended Learning Environments",2013,"open-ended learning environ"
"Tangible Collaborative Learning with a Mixed-Reality Game: EarthShake",2013,"tangible interfac"
"Sorry, I Must Have Zoned Out: Tracking Mind Wandering Episodes in an Interactive Learning Environment",2013,"mind wand"
"Intelligent Tutoring Systems for Collaborative Learning: Enhancements to Authoring Tools",2013,"problem solv"
"Towards Automated Detection and Regulation of Affective States During Academic Writing",2013,"affect"
"Programming with Your Heart on Your Sleeve: Analyzing the Affective States of Computer Programming Students",2013,"computer program"
"Supporting Lifelong Learning: Recommending Personalized Sources of Assistance to Graduate Students",2013,"lifelong learn"
"Conceptual Scaffolding to Check One’s Procedures",2013,"graphical represent"
"A Computational Thinking Approach to Learning Middle School Science",2013,"computational think"
"AutoTutor 2013: Conversation-Based Online Intelligent Tutoring System with Rich Media (Interactive Event)",2013,"autotutor"
"From a Customizable ITS to an Adaptive ITS",2013,"person"
"Interactive Event: From a Virtual Village to an Open Learner Model with Next-TELL",2013,"interactive ev"
"AutoMentor: Artificial Intelligent Mentor in Educational Game",2013,"automentor"
"Practical Ultra-Portable Intelligent Tutoring Systems(PUPITS): An Interactive Event",2013,"practical ultra portable tutoring systems(pupits)"
"Formative Feedback in Interactive Learning Environments",2013,"educational technolog"
"The First Workshop on AI-supported Education for Computer Science (AIEDCS)",2013,"computer sci"
"Class vs. Student in a Bayesian Network Student Model",2013,"bayesian network"
"Workshop on Scaffolding in Open-Ended Learning Environments (OELEs)",2013,"learning context"
"AIED 2013 Simulated Learners Workshop",2013,"pedagogical strategi"
"Workshop on Self-Regulated Learning in Educational Technologies (SRL@ET): Supporting, Modeling, Evaluating, and Fostering Metacognition with Computer-Based Learning Environments",2013,"information system"
"Comparing Student Models in Different Formalisms by Predicting Their Impact on Help Success",2013,"student model"
"Individualized Bayesian Knowledge Tracing Models",2013,"bayesian knowledge trac"
"Extending Knowledge Tracing to Allow Partial Credit: Using Continuous versus Binary Nodes",2013,"knowledge trac"
"What Emotions Do Novices Experience during Their First Computer Programming Learning Session?",2013,"affective st"
"Using Learner Modeling to Determine Effective Conditions of Learning for Optimal Transfer",2013,"learner model"
"Visualising Multiple Data Sources in an Independent Open Learner Model",2013,"open learner model"
"Discovering Behavior Patterns of Self-Regulated Learners in an Inquiry-Based Learning Environment",2013,"self-regul"
"Supporting Students’ Self-Regulated Learning with an Open Learner Model in a Linear Equation Tutor",2013,"self-regulated learn"
"Inferring Learning from Gaze Data during Interaction with an Environment to Support Self-Regulated Learning",2013,"student model"
"Teammate Relationships Improve Help-Seeking Behavior in an Intelligent Tutoring System",2013,"help seek"
"Skill Diaries: Improve Student Learning in an Intelligent Tutoring System with Periodic Self-Assessment",2013,"skill diari"
"Feedback and Revising in an Intelligent Tutoring System for Writing Strategies",2013,"intelligent tutoring system"
"Using Automated Indices of Cohesion to Evaluate an Intelligent Tutoring System and an Automated Writing Evaluation System",2013,"cohes"
"Combining Semantic Interpretation and Statistical Classification for Improved Explanation Processing in a Tutorial Dialogue System",2013,"tutorial dialogu"
"Defining the Behavior of an Affective Learning Companion in the Affective Meta-tutor Project",2013,"affective comput"
"Can Preschoolers Profit from a Teachable Agent Based Play-and-Learn Game in Mathematics?",2013,"teachable ag"
"Designing a Tangible Learning Environment with a Teachable Agent",2013,"tangible learning environ"
"The Effects of a Pedagogical Agent for Informal Science Education on Learner Behaviors and Self-efficacy",2013,"pedagogical ag"
"Differential Impact of Learning Activities Designed to Support Robust Learning in the Genetics Cognitive Tutor",2013,"problem solv"
"Complementary Effects of Sense-Making and Fluency-Building Support for Connection Making: A Matter of Sequence?",2013,"multiple graphical represent"
"Examples and Tutored Problems: How Can Self-Explanation Make a Difference to Learning?",2013,"worked exampl"
"Improving the Efficiency of Automatic Knowledge Generation through Games and Simulations",2013,"expert knowledge bas"
"Expectations of Technology: A Factor to Consider in Game-Based Learning Environments",2013,"artificial intellig"
"Personalizing Embedded Assessment Sequences in Narrative-Centered Learning Environments: A Collaborative Filtering Approach",2013,"narrative-centered learning environ"
"ReaderBench, an Environment for Analyzing Text Complexity and Reading Strategies",2013,"text cohes"
"Exploring the Relationships between Design, Students’ Affective States, and Disengaged Behaviors within an ITS",2013,"educational data min"
"Cluster-Based Prediction of Mathematical Learning Patterns",2013,"feature process"
"Integrating Perceptual Learning with External World Knowledge in a Simulated Student",2013,"simulated stud"
"Using the Ecological Approach to Create Simulations of Learning Environments",2013,"simulated learning environ"
"Using Data-Driven Discovery of Better Student Models to Improve Student Learning",2013,"data min"
"Wheel-Spinning: Students Who Fail to Master a Skill",2013,"mastery learn"
"A Matrix Factorization Method for Mapping Items to Skills and for Enhancing Expert-Based Q-Matrices",2013,"student model"
"Maximum Clique Algorithm for Uniform Test Forms Assembly",2013,"test assembl"
"The Effect of Interaction Granularity on Learning with a Data Normalization Tutor",2013,"effectiveness of itss"
"Revealing the Learning in Learning Curves",2013,"knowledge trac"
"Deliberate System-Side Errors as a Potential Pedagogic Strategy for Exploratory Virtual Learning Environments",2013,"virtual environ"
"Towards an Understanding of Affect and Knowledge from Student Interaction with an Intelligent Tutoring System",2013,"affect model"
"The Effects of Culturally Congruent Educational Technologies on Student Achievement",2013,"cultur"
"ITS and the Digital Divide: Trends, Challenges, and Opportunities",2013,"intelligent tutoring system"
"A Hypergraph Based Framework for Intelligent Tutoring of Algebraic Reasoning",2013,"intelligent tutoring system"
"Learner Differences and Hint Content",2013,"deviance information criterion"
"Guided Skill Practice as an Adaptive Scaffolding Strategy in Open-Ended Learning Environments",2013,"open-ended learning environ"
"Intelligent Augmented Reality Training for Assembly Tasks",2013,"augmented r"
"Users at the Center of Designing Informal Learning Experiences",2013,"augmented r"
"Lessons from Project LISTEN: What Have We Learned from a Reading Tutor That Listens?",2013,"logistic regress"
"The AIED Industry and Innovation Track",2013,"innov"
"Who Benefits from Confusion Induction during Learning? An Individual Differences Cluster Analysis",2013,"confus"
"Drill Evaluation for Training Procedural Skills",2013,"procedural skil"
"Adaptive Assessment in an Instructor-Mediated System",2013,"assess"
"Development of an Affect-Sensitive Agent for Aplusix",2013,"affect"
"Assessment and Learning of Qualitative Physics in Newton’s Playground",2013,"stealth assess"
"The PHP Intelligent Tutoring System",2013,"intelligent tutoring system"
"The Interplay between Affect and Engagement in Classrooms Using AIED Software",2013,"affect"
"Towards Automated Analysis of Student Arguments",2013,"educational argumentation system"
"Educational Potentials in Visually Androgynous Pedagogical Agents",2013,"pedagogical ag"
"Aligning and Comparing Data on Emotions Experienced during Learning with MetaTutor",2013,"emot"
"ExploreIT! An Adaptive Tutor in an Informal Learning Environment",2013,"informal learn"
"Diagnosing Errors from Off-Path Steps in Model-Tracing Tutors",2013,"model-trac"
"Understanding the Difficulty Factors for Learning Materials: A Qualitative Study",2013,"learning material difficulti"
"Mobile Testing for Authentic Assessment in the Field",2013,"mobile devic"
"Field Observations of Engagement in Reasoning Mind",2013,"affect model"
"Analyzer of Sentence Card Set for Learning by Problem-Posing",2013,"learning by problem-pos"
"Modelling Domain-Specific Self-regulatory Activities in Clinical Reasoning",2013,"models of learn"
"Pilot Test of a Natural-Language Tutoring System for Physics That Simulates the Highly Interactive Nature of Human Tutoring",2013,"natural-language dialogu"
"Authoring Expert Knowledge Bases for Intelligent Tutors through Crowdsourcing",2013,"expert knowledge bas"
"Towards Providing Feedback to Students in Absence of Formalized Domain Models",2013,"intelligent tutoring system"
"What Makes Learning Fun? Exploring the Influence of Choice and Difficulty on Mind Wandering and Engagement during Learning",2013,"engag"
"Enhancing In-Museum Informal Learning by Augmenting Artworks with Gesture Interactions and AIED Paradigms",2013,"museum exhibit"
"Measuring Procedural Knowledge in Problem Solving Environments with Item Response Theory",2013,"problem solving environ"
"Analysis of Emotion and Engagement in a STEM Alternate Reality Game",2013,"positive word"
"Higher Automated Learning through Principal Component Analysis and Markov Models",2013,"hmm"
"Evaluation of a Meta-tutor for Constructing Models of Dynamic Systems",2013,"meta-tutor"
"Identification of Effective Learning Behaviors",2013,"learning strategi"
"Modeling the Process of Online Q&A Discussions Using a Dialogue State Model",2013,"online discuss"
"An Authoring Tool for Semi-automatic Generation of Self-assessment Exercises",2013,"semi-automatic generation of exercis"
"Open Learner Models to Support Reflection on Brainstorming at Interactive Tabletops",2013,"open learner model"
"Predicting Low vs. High Disparity between Peer and Expert Ratings in Peer Reviews of Physics Lab Reports",2013,"peer review"
"Automatically Generating Discussion Questions",2013,"question gener"
"Linguistic Content Analysis as a Tool for Improving Adaptive Instruction",2013,"natural language process"
"Situational Interest and Informational Text Comprehension: A Game-Based Learning Perspective",2013,"game-based learn"
"Learner-Created Scenario for Investigative Learning with Web Resources",2013,"learning scenario"
"Towards Identifying Students’ Causal Reasoning Using Machine Learning",2013,"virtual learning environ"
"Social Personalized Adaptive E-Learning Environment: Topolor - Implementation and Evaluation",2013,"adaptive educational hypermedia"
"Adaptive Testing Based on Bayesian Decision Theory",2013,"educational assess"
"Trust-Based Recommendations for Scientific Papers Based on the Researcher’s Current Interest",2013,"recommender system"
"Modelling Students’ Knowledge of Ethics",2013,"ethics educ"
"System Comparisons: Is There Life after Null?",2013,"intelligent tutoring system"
"Question Generation and Adaptation Using a Bayesian Network of the Learner’s Achievements",2013,"question gener"
"Towards the Identification of Propaedeutic Relations in Textbooks",2019,"knowledge structur"
"Autonomy and Types of Informational Text Presentations in Game-Based Learning Environments",2019,"proportional learning gain"
"Examining Gaze Behaviors and Metacognitive Judgments of Informational Text Within Game-Based Learning Environments",2019,"content evalu"
"Using “Idealized Peers” for Automated Evaluation of Student Understanding in an Introductory Psychology Course",2019,"natural language process"
"4D Affect Detection: Improving Frustration Detection in Game-Based Learning with Posture-Based Temporal Data Fusion",2019,"data fus"
"Designing for Complementarity: Teacher and Student Needs for Orchestration Support in AI-Enhanced Classrooms",2019,"classroom orchestr"
"The Case of Self-transitions in Affective Dynamics",2019,"l statist"
"How Many Times Should a Pedagogical Agent Simulation Model Be Run?",2019,"simulated learn"
"A Survey of the General Public’s Views on the Ethics of Using AI in Education",2019,"trust"
"Promoting Inclusivity Through Time-Dynamic Discourse Analysis in Digitally-Mediated Collaborative Learning",2019,"collaborative learn"
"Evaluating Machine Learning Approaches to Classify Pharmacy Students’ Reflective Statements",2019,"automated feedback"
"Investigating Help-Giving Behavior in a Cross-Platform Learning Environment",2019,"intelligent collaborative support"
"Comfort with Robots Influences Rapport with a Social, Entraining Teachable Robot",2019,"entrain"
"A Concept Map Based Assessment of Free Student Answers in Tutorial Dialogues",2019,"student answer assess"
"Deep (Un)Learning: Using Neural Networks to Model Retention and Forgetting in an Adaptive Learning System",2019,"neural network"
"Checking It Twice: Does Adding Spelling and Grammar Checkers Improve Essay Quality in an Automated Writing Tutor?",2019,"feedback"
"Reducing Mind-Wandering During Vicarious Learning from an Intelligent Tutoring System",2019,"vicarious learn"
"Annotated Examples and Parameterized Exercises: Analyzing Students’ Behavior Patterns",2019,"frequent pattern min"
"Investigating the Effect of Adding Nudges to Increase Engagement in Active Video Watching",2019,"intelligent support"
"Behavioural Cloning of Teachers for Automatic Homework Selection",2019,"behavioural clon"
"Integrating Students’ Behavioral Signals and Academic Profiles in Early Warning System",2019,"behavioral log"
"Predicting Academic Performance: A Bootstrapping Approach for Learning Dynamic Bayesian Networks",2019,"bayesian network"
"Predicting Multi-document Comprehension: Cohesion Network Analysis",2019,"natural language process"
"Student Network Analysis: A Novel Way to Predict Delayed Graduation in Higher Education",2019,"student data"
"Automatic Generation of Problems and Explanations for an Intelligent Algebra Tutor",2019,"problem gener"
"Generalizability of Methods for Imputing Mathematical Skills Needed to Solve Problems from Texts",2019,"knowledge compon"
"Using Machine Learning to Overcome the Expert Blind Spot for Perceptual Fluency Trainings",2019,"perceptual flu"
"Disentangling Conceptual and Embodied Mechanisms for Learning with Virtual and Physical Representations",2019,"conceptual sali"
"Adaptive Support for Representation Skills in a Chemistry ITS Is More Effective Than Static Support",2019,"sense-making skil"
"Confrustion in Learning from Erroneous Examples: Does Type of Prompted Self-explanation Make a Difference?",2019,"affect"
"Modeling Collaboration in Online Conversations Using Time Series Analysis and Dialogism",2019,"computer supported collaborative learn"
"Improving Short Answer Grading Using Transformer-Based Pre-training",2019,"transfer learn"
"The Impact of Student Model Updates on Contingent Scaffolding in a Natural-Language Tutoring System",2019,"student model"
"Uniform Adaptive Testing Using Maximum Clique Algorithm",2019,"e-test"
"Rater-Effect IRT Model Integrating Supervised LDA for Accurate Measurement of Essay Writing Ability",2019,"latent dirichlet alloc"
"Collaboration Detection that Preserves Privacy of Students’ Speech",2019,"machine learn"
"How Does Order of Gameplay Impact Learning and Enjoyment in a Digital Learning Game?",2019,"decimal numb"
"Analyzing Students’ Design Solutions in an NGSS-Aligned Earth Sciences Curriculum",2019,"ngss"
"Hierarchical Reinforcement Learning for Pedagogical Policy Induction",2019,"pedagogical polici"
"A Comparative Study on Question-Worthy Sentence Selection Strategies for Educational Question Generation",2019,"sentence select"
"Effect of Discrete and Continuous Parameter Variation on Difficulty in Automatic Item Generation",2019,"item model"
"Automated Summarization Evaluation (ASE) Using Natural Language Processing Tools",2019,"summar"
"The Importance of Automated Real-Time Performance Feedback in Virtual Reality Temporal Bone Surgery Training",2019,"automated performance feedback"
"Model-Based Characterization of Text Discourse Content to Evaluate Online Group Collaboration",2019,"discourse cont"
"Conscientiousness, Honesty-Humility, and Analogical/Creative Reasoning: Implications for Instructional Designs in Intelligent Tutoring Systems",2019,"tutoring system"
"Learners’ Gaze Behaviors and Metacognitive Judgments with an Agent-Based Multimedia Environment",2019,"multimedia learning environ"
"Online Assessment of Belief Biases and Their Impact on the Acceptance of Fallacious Reasoning",2019,"informal reason"
"Early Dropout Prediction for Programming Courses Supported by Online Judges",2019,"programming online judg"
"Developing a Deep Learning-Based Affect Recognition System for Young Children",2019,"deep learn"
"Using Exploratory Data Analysis to Support Implementation and Improvement of Education Technology Product",2019,"game-based learn"
"Bayesian Diagnosis Tracing: Application of Procedural Misconceptions in Knowledge Tracing",2019,"bayesian knowledge trac"
"Analysis of Gamification Elements. A Case Study in a Computer Science Course",2019,"game-based learn"
"Towards Adaptive Worked-Out Examples in an Intelligent Tutoring System",2019,"intelligent tutor"
"Orchestrating Class Discussion with Collaborative Kit-Build Concept Mapping",2019,"kit-build"
"Identifying Editor Roles in Argumentative Writing from Student Revision Histories",2019,"argumentative writ"
"Automating the Categorization of Learning Activities, to Help Improve Learning Design",2019,"learning act"
"A Systematic Approach for Analyzing Students’ Computational Modeling Processes in C2STEM",2019,"computational model-build"
"Intelligent Tutoring System for Negotiation Skills Training",2019,"individualized feedback"
"Robot Lecture for Enhancing Non-verbal Behavior in Lecture",2019,"lecture enhanc"
"Design Prompts for Virtual Reality in Education",2019,"mixed r"
"Assessing and Improving Learning Outcomes for Power Management Experiments Using Cognitive Graph",2019,"power electron"
"Does Choosing the Concept on Which to Solve Each Practice Problem in an Adaptive Tutor Affect Learning?",2019,"adaptive tutor"
"Measuring Content Complexity of Technical Texts: Machine Learning Experiments",2019,"text min"
"Should Students Use Digital Scratchpads? Impact of Using a Digital Assistive Tool on Arithmetic Problem-Solving",2019,"cognitive load"
"Degree Curriculum Contraction: A Vector Space Approach",2019,"vector space embed"
"What Does Time Tell? Tracing the Forgetting Curve Using Deep Knowledge Tracing",2019,"intelligent tutoring system"
"Evaluating the Transfer of Scaffolded Inquiry: What Sticks and Does It Last?",2019,"growth in inquiry perform"
"Automatic Classification of Error Types in Solutions to Programming Assignments at Online Learning Platform",2019,"automatic evalu"
"Using Recurrent Neural Networks to Build a Stopping Algorithm for an Adaptive Assessment",2019,"adaptive assess"
"Participatory Design to Lower the Threshold for Intelligent Support Authoring",2019,"authoring tool"
"Finding Relevant e-Learning Materials",2019,"e-learn"
"Predicting Dialogue Breakdown in Conversational Pedagogical Agents with Multimodal LSTMs",2019,"multimod"
"Pique: Recommending a Personalized Sequence of Research Papers to Engage Student Curiosity",2019,"curios"
"Group Formation for Collaborative Learning",2019,"group form"
"L2 Learners’ Preferences of Dialogue Agents: A Key to Achieve Adaptive Motivational Support?",2019,"language learn"
"Discovery of Study Patterns that Impacts Students’ Discussion Performance in Forum Assignments",2019,"active learn"
"Automatic Construction of a Phonics Curriculum for Reading Education Using the Transformer Neural Network",2019,"g2p"
"An Annotation Protocol for Collecting User-Generated Counter-Arguments Using Crowdsourcing",2019,"counter-argu"
"Towards an Automatic Q&A Generation for Online Courses - A Pipeline Based Approach",2019,"online cours"
"Semantic Matching of Open Texts to Pre-scripted Answers in Dialogue-Based Learning",2019,"semantic similar"
"Developing Game-Based Models of Cooperation, Persistence and Problem Solving from Collaborative Gameplay",2019,"persist"
"An Intelligent-Agent Facilitated Scaffold for Fostering Reflection in a Team-Based Project Course",2019,"project-based learn"
"I Wanna Talk Like You: Speaker Adaptation to Dialogue Style in L2 Practice Conversation",2019,"scaffold"
"Understanding Students’ Model Building Strategies Through Discourse Analysis",2019,"collaborative discours"
"Eye Gaze Sequence Analysis to Model Memory in E-education",2019,"memori"
"Exploring Teachable Humans and Teachable Agents: Human Strategies Versus Agent Policies and the Basis of Expertise",2019,"agent"
"Learning from Videos Showing a Dialog Fosters More Positive Affect Than Learning from a Monolog",2019,"instructional video"
"Automated Feedback on the Structure of Hypothesis Tests",2019,"hypothesis test"
"Informing the Utility of Learning Interventions: Investigating Factors Related to Students’ Academic Achievement in Classroom and Online Courses",2019,"motiv"
"Auto-Sending Messages in an Intelligent Orchestration System: A Pilot Study",2019,"formative assess"
"Analysis of Holistic Interactions Between Lecturers and Students in Lectures",2019,"lectur"
"Take the Initiative: Mixed Initiative Dialogue Policies for Pedagogical Agents in Game-Based Learning Environments",2019,"game-based learn"
"Investigating on Discussion for Sharing Understanding by Using Reciprocal Kit-Build Concept Map",2019,"shared understand"
"What Inquiry with Virtual Labs Can Learn from Productive Failure: A Theory-Driven Study of Students’ Reflections",2019,"invention act"
"Detection of Collaboration: Relationship Between Log and Speech-Based Classification",2019,"machine learn"
"An Intelligent Tutoring System and Teacher Dashboard to Support Mathematizing During Science Inquiry",2019,"dashboard"
"Leaving No One Behind: Educating Those Most Impacted by Artificial Intelligence",2019,"ai"
"Modeling Students’ Behavior Using Sequential Patterns to Predict Their Performance",2019,"student perform"
"Personalization in OELEs: Developing a Data-Driven Framework to Model and Scaffold SRL Processes",2019,"self-regulated learn"
"Analyzing Engagement in an On-Line Session",2019,"perform"
"A Machine Learning Grading System Using Chatbots",2019,"machine learn"
"Evidence-Based Recommendation for Content Improvement Using Reinforcement Learning",2019,"self-improving online coursewar"
"A Virtual Counselor for Genetic Risk Communication",2019,"pedagogical ag"
"The Role of Achievement Goal Orientation on Metacognitive Process Use in Game-Based Learning",2019,"metacognit"
"A Multimodal Alerting System for Online Class Quality Assurance",2019,"online class"
"Leveraging Cognitive Science and Artificial Intelligence to Save Lives",2019,"cauti"
"A Task-Oriented Dialogue System for Moral Education",2019,"dialogue system"
"Toward a Scalable Learning Analytics Solution",2019,"score predict"
"Motivating Students to Ask More Questions",2019,"critical think"
"Towards Helping Teachers Select Optimal Content for Students",2019,"learning outcom"
"Autoencoders for Educational Assessment",2019,"interpret"
"The Value of Multimodal Data in Classification of Social and Emotional Aspects of Tutoring",2019,"multimodal data"
"Making Sense of Student Success and Risk Through Unsupervised Machine Learning and Interactive Storytelling",2020,"data storytel"
"Using Motion Sensors to Understand Collaborative Interactions in Digital Fabrication Labs",2020,"social interact"
"Student Dropout Prediction",2020,"educational data min"
"Investigating Visitor Engagement in Interactive Science Museum Exhibits with Multimodal Bayesian Hierarchical Models",2020,"visitor model"
"Fooling Automatic Short Answer Grading Systems",2020,"adversarial attack"
"Using Neural Tensor Networks for Open Ended Short Answer Assessment",2020,"neural tensor network"
"The Sound of Inattention: Predicting Mind Wandering with Automatically Derived Features of Instructor Speech",2020,"attent"
"To Tailor or Not to Tailor Gamification? An Analysis of the Impact of Tailored Game Elements on Learners’ Behaviours and Motivation",2020,"user model"
"Improving Affect Detection in Game-Based Learning with Multimodal Data Fusion",2020,"multimodal data fus"
"Strategies for Deploying Unreliable AI Graders in High-Transparency High-Stakes Exams",2020,"computer-based exam"
"A Conceptual Framework for Human–AI Hybrid Adaptivity in Education",2020,"human–ai hybrid"
"Exploring How Gender and Enjoyment Impact Learning in a Digital Learning Game",2020,"decim"
"Neural Multi-task Learning for Teacher Question Detection in Online Classrooms",2020,"multi-task learn"
"A Data-Driven Student Model to Provide Adaptive Support During Video Watching Across MOOCs",2020,"student model"
"Transfer of Automated Performance Feedback Models to Different Specimens in Virtual Reality Temporal Bone Surgery",2020,"automated performance feedback"
"Use of Adaptive Feedback in an App for English Language Spontaneous Speech",2020,"language learn"
"Impact of Conversational Formality on the Quality and Formality of Written Summaries",2020,"agent languag"
"LIWCs the Same, Not the Same: Gendered Linguistic Signals of Performance and Experience in Online STEM Courses",2020,"gender in stem"
"SoundHunters: Increasing Learner Phonological Awareness in Plains Cree",2020,"indigenous languag"
"Moodoo: Indoor Positioning Analytics for Characterising Classroom Teaching",2020,"indoor localis"
"AI Enabled Tutor for Accessible Training",2020,"asl"
"DETECT: A Hierarchical Clustering Algorithm for Behavioural Trends in Temporal Educational Data",2020,"student behaviour"
"Effect of Non-mandatory Use of an Intelligent Tutoring System on Students’ Learning",2020,"conceptual database design"
"Evaluating Crowdsourcing and Topic Modeling in Generating Knowledge Components from Explanations",2020,"knowledge component model"
"Modeling the Relationships Between Basic and Achievement Emotions in Computer-Based Learning Environments",2020,"basic emot"
"Analysis of Task Difficulty Sequences in a Simulation-Based POE Environment",2020,"task complex"
"Affective Sequences and Student Actions Within Reasoning Mind",2020,"mathematics learn"
"Helping Teachers Help Their Students: A Human-AI Hybrid Approach",2020,"data-informed decis"
"Comprehensive Views of Math Learners: A Case for Modeling and Supporting Non-math Factors in Adaptive Math Software",2020,"reading comprehens"
"Exploring the Impact of Simple Explanations and Agency on Batch Deep Reinforcement Learning Induced Pedagogical Policies",2020,"pedagogical polici"
"Recommending Insightful Drill-Downs Based on Learning Processes for Learning Analytics Dashboards",2020,"process mining in educ"
"Introducing a Framework to Assess Newly Created Questions with Natural Language Processing",2020,"item response theori"
"Using Thinkalouds to Understand Rule Learning and Cognitive Control Mechanisms Within an Intelligent Tutoring System",2020,"rule learn"
"Remember the Facts? Investigating Answer-Aware Neural Question Generation for Text Comprehension",2020,"natural language gener"
"Raising Teachers Empowerment in Gamification Design of Adaptive Learning Systems: A Qualitative Research",2020,"teacher"
"Far from Success – Far from Feedback Acceptance? The Influence of Game Performance on Young Students’ Willingness to Accept Critical Constructive Feedback During Play",2020,"feedback neglect"
"Robust Neural Automated Essay Scoring Using Item Response Theory",2020,"item response theori"
"Supporting Teacher Assessment in Chinese Language Learning Using Textual and Tonal Features",2020,"natural language process"
"Early Detection of Wheel-Spinning in ASSISTments",2020,"persist"
"Investigating Differential Error Types Between Human and Simulated Learners",2020,"learning curv"
"Studying the Interactions Between Science, Engineering, and Computational Thinking in a Learning-by-Modeling Environment",2020,"computational model"
"Detecting Off-Task Behavior from Student Dialogue in Game-Based Collaborative Learning",2020,"computer-supported collaborative learn"
"Automated Analysis of Middle School Students’ Written Reflections During Game-Based Learning",2020,"self-regulated learn"
"Can Ontologies Support the Gamification of Scripted Collaborative Learning Sessions?",2020,"ontolog"
"Predicting Gaps in Usage in a Phone-Based Literacy Intervention System",2020,"dropout"
"MACER: A Modular Framework for Accelerated Compilation Error Repair",2020,"compilation error"
"Modelling Learners in Crowdsourcing Educational Systems",2020,"crowdsourc"
"BERT and Prerequisite Based Ontology for Predicting Learner’s Confusion in MOOCs Discussion Forums",2020,"confus"
"Identification of Students’ Need Deficiency Through a Dialogue System",2020,"problem behavior"
"The Double-Edged Sword of Automating Personalized Interventions in Makerspaces: An Exploratory Study of Potential Benefits and Drawbacks",2020,"makerspac"
"EdNet: A Large-Scale Hierarchical Dataset in Education",2020,"educ"
"Exploring Automatic Short Answer Grading as a Tool to Assist in Human Rating",2020,"automated short answer grad"
"Multi-document Cohesion Network Analysis: Visualizing Intratextual and Intertextual Links",2020,"semantic link"
"Mastery Learning Heuristics and Their Hidden Models",2020,"heurist"
"Towards Practical Detection of Unproductive Struggle",2020,"wheel-spin"
"What Happens When Gamification Ends?",2020,"pressur"
"Using Eye-Tracking and Click-Stream Data to Design Adaptive Training of Children’s Inhibitory Control in a Maths and Science Game",2020,"counterintuitive reason"
"Interactive Pedagogical Agents for Learning Sequence Diagrams",2020,"constructiv"
"Prediction of Group Learning Results from an Aggregation of Individual Understanding with Kit-Build Concept Map",2020,"kit-build"
"Automatic Classification for Cognitive Engagement in Online Discussion Forums: Text Mining and Machine Learning Approach",2020,"machine learn"
"Explaining Errors in Predictions of At-Risk Students in Distance Learning Education",2020,"at-risk stud"
"A General Multi-method Approach to Design-Loop Adaptivity in Intelligent Tutoring Systems",2020,"adapt"
"Towards Improving Sample Representativeness of Teachers on Online Social Media: A Case Study on Pinterest",2020,"sample repres"
"A Framework for Exploring the Impact of Tutor Practices on Learner Self-regulation in Online Environments",2020,"online tutor"
"Automated Personalized Feedback Improves Learning Gains in An Intelligent Tutoring System",2020,"dialogue-based tutoring system"
"Allowing Revisions While Providing Error-Flagging Support: Is More Better?",2020,"revis"
"Learner-Context Modelling: A Bayesian Approach",2020,"person"
"Distinguishing Anxiety Subtypes of English Language Learners Towards Augmented Emotional Clarity",2020,"speaking anxieti"
"A Socratic Tutor for Source Code Comprehension",2020,"computer science educ"
"Siamese Neural Networks for Class Activity Detection",2020,"neural network"
"Deep-Cross-Attention Recommendation Model for Knowledge Sharing Micro Learning Service",2020,"neural network"
"Investigating the Role of Politeness in Human-Human Online Tutoring",2020,"politeness strategi"
