"Article","Year","Author"
"Are you committed? Investigating interactions among reading commitment, natural language input, and students' learning outcomes",2013,"Varner__L.K"
"Investigating the efficacy of algorithmic student modelling in predicting students at risk of failing in tertiary education.",2013,"Gray__G"
"Student profiling from tutoring system log data: When do multiple graphical representations matter?",2013,"Carlson__R"
"Semilar: A semantic similarity toolkit for assessing students’ natural language inputs",2013,"Rus__V"
"Using multi-level models to assess data from an intelligent tutoring system",2013,"Weston__J.L"
"Tag-aware ordinal sparse factor analysis for learning and content analytics",2013,"Lan__A.S"
"Discovering student models with a clustering algorithm using problem content",2013,"Li__N"
"A comparison of model selection metrics in datashop",2013,"Stamper__J.C"
"Degeneracy in student modeling with dynamic Bayesian networks in intelligent edu-games",2013,"Davoodi__A"
"Mining the impact of course assignments on student performance",2013,"Chaturvedi__R"
"Modeling students’ learning and variability of performance in problem solving",2013,"Jarušek__P"
"Project CASSI: A social-graph based tool for classroom behavior analysis and optimization",2013,"Olson__R"
"Tuned models of peer assessment in MOOCs",2013,"Piech__C"
"Evaluation of automatically generated hint feedback",2013,"Eagle__M.J"
"A Moodle block for selecting, visualizing and mining students' usage data",2013,"Romero__C"
"Using item response theory to refine knowledge tracing",2013,"Xu__Y"
"Investigating the solution space of an open-ended educational game using conceptual feature extraction",2013,"Harpstead__E"
"Component model in discourse analysis",2013,"Li__H"
"A prediction model uses the sequence of attempts and hints to better predict knowledge: Better to attempt the problem first, rather than ask for a hint",2013,"Duong__H.D"
"Gathering emotional data from multiple sources",2013,"Salmeron-Majadas__S"
"Meta-reasoning algorithm for improving analysis of student interactions with learning objects using supervised learning",2013,"Dee_Miller__L"
"Towards the development of a classification service for predicting students’ performance",2013,"García-Saiz__D"
"Detecting player goals from game log files",2013,"DiCerbo__K.E"
"Analyzing the Mental Health of Engineering Students using Classification and Regression",2013,"Deziel__M"
"Estimating the benefits of student model improvements on a substantive scale",2013,"Yudelson__M.V"
"Measuring the moment of learning with an information-theoretic approach",2013,"van_de_Sande__B."
"Do students really learn an equal amount independent of whether they get an item correct or wrong?",2013,"Adjei__S"
"Foreword",2013,"DMello__S"
"The complex dynamics of aggregate learning curves",2013,"Nixon__T"
"Hints: You can’t have just one",2013,"Goldin__I.M"
"FlexCCT: Software for continuous CCT",2013,"France__S.L"
"Determining problem selection for a logic proof tutor",2013,"Mostafavi__B"
"Incorporating scaffolding and tutor context into Bayesian knowledge tracing to predict inquiry skill acquisition",2013,"Sao_Pedro__M.A"
"Modeling and optimizing forgetting and spacing effects during musical interval training",2013,"Pavlik__P.I"
"Evaluating topic-word review analysis for understanding student peer review performance",2013,"Xiong__W"
"Modeling affect in student-driven learning scenarios",2013,"Inventado__P.S"
"Estimating student knowledge from paired interaction data",2013,"Rafferty__A.N"
"Modeling student retention in an environment with delayed testing",2013,"Li__S"
"Exploring the relationship between course structure and etext usage in blended and open online courses",2013,"Seaton__D.T"
"Using ITS generated data to predict standardized test scores",2013,"Kelly__K"
"Discovering the relationship between student effort and ability for predicting the performance of technology-assisted learning in a mathematics after-school program",2013,"Xie__J"
"Students’ walk through tutoring: Using a random walk analysis to profile students",2013,"Snow__E.L"
"Paragraph specific n-gram approaches to automatically assessing essay quality",2013,"Crossley__S"
"Predicting future learning better using quantitative analysis of moment-by-moment learning",2013,"Hershkovitz__A"
"From “events” to “Activities”: Creating abstraction techniques for mining students’ model-based inquiry processes",2013,"Southavilay__V"
"Predicting college enrollment from student interaction with an intelligent tutoring system in middle school",2013,"San_Pedro__M.O.Z"
"Optimal and worst-case performance of mastery learning assessment with Bayesian knowledge tracing",2013,"Fancsali__S.E"
"Causal modeling to understand the relationship between student attitudes, affect and outcomes",2013,"Rai__D"
"BOTS: Harnessing player data and player effort to create and evaluate levels in a serious game",2013,"Hicks__A."
"Automatically recognizing facial expression: Predicting engagement and frustration",2013,"Grafsgaard__J.F"
"Predicting standardized test scores from cognitive tutor interactions",2013,"Ritter__S"
"Students activity visualization tool",2013,"Chirițoiu__M.Ș"
"Toward predicting test score gains with online behavior data of teachers",2013,"Maull__K.E"
"What and when do students learn? Fully data-driven joint estimation of cognitive and student models",2013,"González-Brenes__J.P"
"Predicting player moves in an educational game: A hybrid approach",2013,"Liu__Y.-E"
"Demonstration of a Moodle student monitoring web application",2013,"Bovo__A"
"A dynamic group composition method to refine collaborative learning group formation",2013,"Zheng__Z."
"Limits to accuracy: How well can we do at student modeling?",2013,"Beck__J.E"
"An investigation of psychometric measures for modelling academic performance in tertiary education",2013,"Gray__G"
"Mining meaningful patterns from students’ handwritten coursework",2013,"Herold__J"
"Automatic gaze-based detection of mind wandering during reading",2013,"D’Mello__S"
"Helping students manage personalized learning scenarios",2013,"Inventado__P.S"
"Test-size reduction for concept estimation",2013,"Vats__D"
"Joint topic modeling and factor analysis of textual information and graded response data",2013,"Lan__A.S"
"Mining social deliberation in online communication: If you were me and I were you",2013,"Xu__X"
"Bringing student backgrounds online: MOOC user demographics, site usage, and online learning",2013,"DeBoer__J"
"Exploring exploration: Inquiries into exploration behavior in complex problem solving assessment",2013,"Müller__J.C"
"Reading into the text: Investigating the influence of text complexity on cognitive engagement",2013,"Vega__B"
"Data preprocessing using a priori knowledge",2013,"Simon__J."
"Data mining in the classroom: Discovering groups’ strategies at a multi-tabletop environment",2013,"Martinez-Maldonado__R"
"Analysis of students clustering results based on Moodle log data",2013,"Bovo__A"
"Sequences of frustration and confusion, and learning",2013,"Liu__Z"
"Adapting Bayesian knowledge tracing to a massive open online course in edX",2013,"Pardos__Z.A"
"Extending the assistance model: Analyzing the use of assistance over time",2013,"Hawkins__W"
"Clustering and visualizing study state sequences",2013,"Desmarais__M.C"
"Predicting group programming project performance using SVN activity traces",2013,"Liu__S"
"Does representational understanding enhance fluency – Or vice versa? Searching for mediation models",2013,"Rau__M.A"
"Identifying and visualizing the similarities between course content at a learning object, module and program level",2013,"Goslin__K"
"A spectral learning approach to knowledge tracing",2013,"Falakmasir__M.H"
"Visual exploration of interactions and performance with LEMO",2013,"Merceron__A"
"DARE: Deep Anaphora Resolution in dialogue based intelligent tutoring systems",2013,"Niraula__N.B"
"Extracting time-evolving latent skills from examination time series",2013,"Oeda__S"
"Determining review coverage by extracting topic sentences using a graph-based clustering approach",2013,"Ramachandran__L"
"Educational data mining: Illuminating student learning pathways in an online fraction game",2013,"Aghababyan__A"
"Using a lexical analysis of students’ self-explanation to predict course performance",2013,"Rhodes__N.M"
"Domain-independent proximity measures in intelligent tutoring systems",2013,"Mokbel__B"
"Mining temporally-interesting learning behavior patterns",2013,"Kinnebrew__J.S"
"Mining users’ behaviors in intelligent educational games prime climb a case study",2013,"Davoodi__A"
"Uncovering class-wide patterns in responses to true/false questions",2013,"Pawl__A."
"A meta-learning approach for recommending a subset of white-box classification algorithms for Moodle datasets",2013,"Romero__C"
"Preface",2019,"Merceron__A"
"Students' use of support functions in DBAs: Analysis of NAEP grade 8 mathematics process data",2019,"Circi__R"
"A methodology for student video interaction patterns analysis and classification",2019,"Desmarais__M.C"
"Evaluating fairness and generalizability in models predicting on-time graduation from college applications",2019,"Gardner__M"
"Academic performance estimation with attention-based graph convolutional networks",2019,"Rangwala__H."
"Generalizability of sensor-free affect detection models in a longitudinal dataset of tens of thousands of students",2019,"Hutt__S"
"Rank-based tensor factorization for student performance prediction",2019,"Sahebi__S."
"Beyond autoscoring: Extracting conceptual connections from essays for classroom instruction",2019,"Bradford__A"
"A comparison of automated scale short form selection strategies",2019,"Leite__W.L"
"Machine-learned school dropout early warning at Scale",2019,"Jarratt__D.C"
"Second LABBEC workshop: Learning analytics, building bridges between the education and the computing communities",2019,"Bouthillier__I.B"
"Generalizing expert misconception diagnoses through common wrong answer embedding",2019,"Farrar__S"
"Studying factors influencing the prediction of student STEM and non-STEM career choice",2019,"Gong__J."
"Detecting creativity in an open ended geometry environment",2019,"Hoernle__N"
"It's a match! Reciprocal recommender system for graduating students and jobs",2019,"Spanakis__G."
"Optimizing assignment of students to courses based on learning activity analytics",2019,"Mouri__K"
"Probabilistic modeling of peer correction and peer assessment",2019,"Baba__Y"
"Identifying collaborative learning states using unsupervised machine learning on eye-tracking, physiological and motion sensor data",2019,"Bryant__T"
"Individual differences in student learning aid usage",2019,"Rho__Y.J"
"Machine-learned or expert-engineered features? Exploring feature engineering methods in detectors of student behavior and affect",2019,"Baker__R.S"
"Machine learning based decision support system for categorizing MOOC discussion forum posts",2019,"Douglas__K.A."
"Clustering students based on their prior knowledge",2019,"Rus__V."
"Towards the prediction of semantic complexity based on concept graphs",2019,"D'Aquin__M."
"Validating the myth of average through evidences",2019,"Srinivasa__S"
"Sparse neural attentive knowledge-based models for grade prediction",2019,"Karypis__G."
"Grades are not normal: Improving exam score models using the logit-normal distribution",2019,"Stenhaug__B"
"Towards modeling students' problem-solving skills in non-routine mathematics problems",2019,"Stamper__J"
"Reinforcement learning for educational data mining workshop (RL-EDM 2019)",2019,"Chi__M"
"Skills embeddings: A neural approach to multicomponent representations of students and tasks",2019,"Caines__A"
"Active learning for student affect detection",2019,"Baker__R.S"
"Balancing student success and inferring personalized effects in dynamic experiments",2019,"Modiri__A"
"Modeling and experimental design for MOOC dropout prediction: A replication perspective",2019,"Yang__Y"
"Causal discovery with tetrad in LearnSphere's tigris",2019,"Schaldenbrand__P"
"Using latent variable models to observe academic pathways",2019,"Malik__A"
"Hello? Who is posting, who is answering, and who is succeeding in Massive Open Online Courses",2019,"Ocumpaugh__J.L"
"Shedding light on the automated essay scoring process",2019,"Kumar__V."
"Active learning of strict partial orders: A case study on concept prerequisite relations",2019,"Ye__J"
"Design and evaluation of a semantic indicator for automatically supporting programming learning",2019,"Hérouard__C."
"Adding duration-based quality labels to learning events for improved description of students' online learning behavior",2019,"Chen__Z."
"Leveraging deep reinforcement learning for pedagogical policy induction in an intelligent tutoring system",2019,"Azizsoltani__H"
"Affect detection in home-based educational software for young children",2019,"Broekman__F"
"ATC framework: A fully automatic cognitive tracing model for student and educational contents",2019,"Wu__W"
"Assessing student response in tutorial dialogue context using probabilistic soft logic",2019,"Rus__V."
"Augmenting transcripts with natural language processing and multimodal data",2019,"Schneider__B."
"How should online teachers of English as a Foreign Language (EFL) write feedback to students?",2019,"Bulger__M"
"What you say is relevant to how you make friends: Measuring the effect of content on social connection",2019,"Gitinabard__N"
"Automatic identification of questions in MOOC forums and association with self-regulated learning",2019,"Bouchet__F"
"What will you do next? A sequence analysis on the student transitions between online platforms in blended courses",2019,"Barnes__T"
"EDM & games: Leveling up engaged learning with data-rich analytics",2019,"Mott__B"
"Predicting the quality of collaborative problem solving through linguistic analysis of discourse",2019,"Schneider__B."
"Parent as a companion for solving challenging math problems: Insights from multi-modal observational data",2019,"Gjekmarkaj__E"
"Toward near zero-parameter prediction using a computational model of student learning",2019,"Harpstead__E"
"A data-driven approach for automated assessment of scientific explanations in science inquiry",2019,"Li__H"
"Tutorbot corpus: Evidence of human-agent verbal alignment in second language learner dialogues",2019,"McCurdy__K"
"A novel use of educational data mining to inform effective management of academic programs",2019,"Mohammed__F.A"
"Predictors of student satisfaction: A large-scale study of human-human online tutorial dialogues",2019,"Lang__D"
"Assessing the fairness of graduation predictions",2019,"Boodhwani__A"
"Early detection of wheel spinning: Comparison across tutors, models, features, and operationalizations",2019,"Huang__Y"
"A better cold-start for early prediction of student at-risk status in new school districts",2019,"Baker__R.S"
"Concept-aware deep knowledge tracing and exercise recommendation in an online learning system",2019,"Chen__Y"
"Deep hierarchical knowledge tracing",2019,"Ma__F"
"Predicting student dropout in higher education based on previous exam results",2019,"Conrad__S."
"Content-based course recommender system for liberal arts education",2019,"Alferez__S.V."
"Identifying bias and underlying knowledge structures in Brazilian National exam of students performance",2019,"Mello__C.E."
"Affective state prediction in a mobile setting using wearable biometric sensors and stylus",2019,"Klingler__S"
"Utterance-level modeling of indicators of engaging classroom discourse",2019,"Donnelly__P.J"
"Hǎo Fāyīn: Developing automated audio assessment tools for a Chinese language course",2019,"Botelho__A.F"
"Staying in the zone: Sequencing content in classrooms based on the zone of proximal development",2019,"Ben-David__Y"
"A human-machine hybrid peer grading framework for SPOCs",2019,"Wu__W"
"Collaborative problem-solving process in a science serious game: Exploring group action similarity trajectory",2019,"An__D"
"Identifying critical pedagogical decisions through adversarial deep reinforcement learning",2019,"Zhou__G"
"Measuring students' thermal comfort and its impact on learning",2019,"Iandoli__M"
"Measuring item teaching value in an online learning environment",2019,"Warnakulasooriya__R."
"Tutorial proposal: Designing and developing open, pedagogically-based predictive models using the moodle analytics API",2019,"Olivé__D.M."
"Sharing and reusing data and analytic methods with LearnSphere",2019,"Stamper__J"
"Implicit and explicit emotions in MOOCs",2019,"Chetlur__M"
"Grading emails and generating feedback",2019,"Takhar__R"
"Mining university registrar records to predict first-year undergraduate attrition",2019,"Nambi__D"
"Incorporating prior practice difficulty into performance factors analysis to model Mandarin tone learning",2019,"Pavlik__P.I.__Jr"
"A comparative analysis of emotional words for learning effectiveness in online education",2019,"Yang__Y"
"Improving peer assessment accuracy by incorporating relative peer grades",2019,"Li__Q"
"Characterising students' writing processes using temporal keystroke analysis",2019,"Bailey__J"
"Detecting outlier behaviors in student progress trajectories using a repeated fuzzy clustering approach",2019,"Dziuban__C.D."
"Investigating writing style development in high school",2019,"Hjuler__N"
"Supporting minority student success by using machine learning to identify at-risk students",2019,"Gerber__S"
"Visualizing learning performance data and model predictions as objects in a 3D space",2019,"Valdés__J.J."
"N-gram graphs for topic extraction in educational forums",2019,"Wang__C"
"Exploring the link between motivations and gaming",2019,"Koedinger__K."
"Toward data-driven example feedback for novice programming",2019,"Marwan__S"
"A generalizable performance evaluation model of driving games via risk-weighted trajectories",2019,"Schmück__E"
"Collaboration analysis using object detection",2019,"Barmaki__R."
"Design and deployment of a better university course search: Inferring latent",2019,"Yu__R"
"Kappa learning: A new item-similarity method for clustering educational items from response data",2019,"Hershkovitz__S"
"Binary Q-matrix learning with dAFM",2019,"Pardos__Z.A."
"Application of Hidden Markov models to quantify the impact of enrollment patterns on student performance",2019,"Vela__A."
"Accurate modelling of language learning tasks and students using representations of grammatical proficiency",2019,"Caines__A"
"Exploring neural network models for the classification of students in highly interactive environments",2019,"Schwartz__D.L."
"Modelling end-of-session actions in educational systems",2019,"Hansen__C"
"Exploring stealth assessment via deep learning in an open-ended virtual environment",2019,"Dede__C."
"Investigating error resolution processes in C programming exercise courses",2019,"Shimada__A"
"Detecting suggestions in peer assessments",2019,"Radhakrishnan__B"
"Towards discovering problem similarity through deep learning: Combining problem features and user behavior",2019,"Flemming__R"
"A self-attentive model for knowledge tracing",2019,"Karypis__G."
"Modeling person-specific development of math skills in continuous time: New evidence for mutualism",2019,"Hofman__A.D"
"The guided team-partitioning problem: Definition, complexity, and algorithm",2019,"Lappas__T"
"Smart learning object recommendations based on time-dependent learning need models",2019,"Merceron__A"
"A meta-learning augmented bidirectional transformer model for automatic short answer grading",2019,"Lan__A.S"
"Investigating effects of considering mobile and desktop learning data on predictive power of learning management system (LMS) features on student success",2019,"Hatala__M"
"Planning gamification strategies based on user characteristics and DM: A gender-based case study",2019,"Oliveira__W"
"Teacher vs. Algorithm: Double-blind experiment of content sequencing in mathematics",2019,"Hershkovitz__A"
"The influence of school demographics on the relationship between students' help-seeking behavior and performance and motivational measures",2019,"Ocumpaugh__J"
"Detecting wheel-spinning and productive persistence in educational games",2019,"Roy__M.-H"
"Gender differences in work-integrated learning assessments",2019,"Khan__A"
"Student knowledge diagnosis on response data via the model of sparse factor learning",2019,"Dai__H"
"Categorizing students' questions using an ensemble hybrid approach",2019,"Bouchet__F"
"Why deep knowledge tracing has less depth than anticipated",2019,"Larson__E.C."
"Using knowledge component modeling to increase domain understanding in a digital learning game",2019,"Wang__Y"
"Predicting early and often: Predictive student modeling for block-based programming environments",2019,"Smith__A"
"One minute is enough: Early prediction of student success and event-level difficulty during a novice programming task",2019,"Zhi__R"
"Hybrid deep neural networks to predict socio-moral reasoning skills",2019,"Nkambou__R"
"DAS3H: Modeling student learning and forgetting for optimally scheduling distributed practice of skills",2019,"Popineau__F"
"A multivariate Elo-based learner model for adaptive educational systems",2019,"Khosravi__H"
"Do learners know what's good for them? Crowdsourcing subjective ratings of OERs to predict learning gains",2019,"Aguerrebere__C"
"Success prediction in MOOCs: A case study",2019,"Aubert__O"
"Toward instrumenting makerspaces: Using motion sensors to capture students' affective states in open-ended learning environments",2019,"Yao__W"
"Filtering non-relevant short answers in peer learning applications",2019,"Labrie__A"
"Grade prediction based on cumulative knowledge and co-taken courses",2019,"Ning__X"
"Scholars walk: A Markov chain framework for course recommendation",2019,"Nikolakopoulos__A.N"
"Time-series insights into the process of passing or failing online university courses using neural-induced interpretable student states",2019,"Shafran__E"
"Towards a general purpose anomaly detection method to identify cheaters in massive open online courses",2019,"Ruipérez-Valiente__J.A"
"Student performance prediction by discovering inter-activity relations",2018,"Brusilovsky__P."
"Identifying profiles of collaborative problem solvers in an online electronics environment",2018,"Forsyth__C"
"GritNet: Student performance prediction with deep learning",2018,"Vizitei__E"
"LeCore: A Framework for Modeling Learner’s preference",2018,"Subramanian__V"
"Your actions or your associates? Predicting certification and dropout in MOOCs with behavioral and social features",2018,"Khoshnevisan__F"
"Predictive student modeling for interventions in online classes",2018,"Carmichael__T"
"Principles for assessing adaptive online courses",2018,"Joe-Wong__C"
"Re-designing the structure of online courses to empower educational data mining",2018,"Lee__S"
"Studying affect dynamics and chronometry using sensor-free detectors",2018,"Baker__R.S"
"Predicting individualized learner models across tutor lessons",2018,"Corbett__A"
"Contextual derivation of stable BKT parameters for analyzing content efficacy",2018,"Babel__N"
"Predicting learning by analyzing eye-gaze data of reading behavior",2018,"Kumar__A"
"Forgetting curves and testing effect in an adaptive learning and assessment system",2018,"Granziol__U"
"Machine beats human at sequencing visuals for perceptual-fluency practice",2018,"Patel__P"
"What can we learn from college students’ network transactions? Constructing useful features for student success prediction",2018,"Pu__S"
"Tracking behavioral patterns among students in an online educational system",2018,"Hjuler__N"
"Automated speech act categorization of chat utterances in virtual internships",2018,"Maharjan__N"
"Is the doer effect robust across multiple data sets?",2018,"Scheines__R"
"Mining MOOC lecture transcripts to construct concept dependency graphs",2018,"Boughoula__A"
"A Comparison of Features for the Automatic Labeling of Student Answers to Open-ended Questions",2018,"Ghavidel__H.A"
"Quantyler: Apportioning credit for student forum participation",2018,"Paepcke__A."
"Standard error considerations on AFM parameters",2018,"Goutte__C"
"Document chunking and learning objective generation for instruction design",2018,"Lau__J.H"
"Who they are and what they want: Understanding the reasons for MOOC enrollment",2018,"Bosch__N"
"Predicting student enrollment based on student and college characteristics",2018,"Hush__D"
"Knowledge tracing using the brain",2018,"Tubridy__S"
"Exploring collaboration using motion sensors and multi-modal learning analytics",2018,"Ravenell__M"
"Job description mining to understand work-integrated learning",2018,"Golab__L."
"Predicting quitting in students playing a learning game",2018,"Baker__R.S"
"Modeling math identity and math success through sentiment analysis and linguistic features",2018,"Ocumpaugh__J"
"Predicting student performance based on online study habits: A study of blended courses",2018,"Gitinabard__N"
"Using big data to sharpen design-based inference in A/B tests",2018,"Botelho__A"
"Data-driven approach towards a personalized curriculum",2018,"Scherzinger__F"
"Preface",2018,"Yudelson__M"
"Finding topics in enrollment data",2018,"Busey__T"
"An open vocabulary approach for estimating teacher use of authentic questions in classroom discourse",2018,"Olney__A.M"
"Improving stealth assessment in game-based learning with LSTM-based analytics",2018,"Min__W"
"Impact of corpus size and dimensionality of LSA spaces from Wikipedia articles on autotutor answer evaluation",2018,"Graesser__A.C"
"Understanding student procrastination via mixture models",2018,"Yu__R"
"Intelligent instructional hand offs",2018,"Yudelson__M.V"
"Behavioral analysis at scale: Learning course prerequisite structures from learner clickstreams",2018,"Lan__A.S"
"Filtered time series analyses of student problem-solving behaviors in game-based learning",2018,"Rowe__J"
"A hybrid multi-criteria approach using a genetic algorithm for recommending courses to university students",2018,"Zafra__A"
"Accurate measurement of lexical sophistication with reference to ESL learner data",2018,"Han__N.-R"
"Using student logs to build Bayesian models of student knowledge and skills",2018,"Liew__C.W."
"Using a common sense knowledge base to auto generate multi-dimensional vocabulary assessments",2018,"Nagar__S"
"ELBA: Exceptional learning behavior analysis",2018,"Klabbers__M"
"Clustering the learning patterns of adults with low literacy skills interacting with an intelligent tutoring system",2018,"Shubeck__K"
"An empirical research on identifiability and Q-matrix design for DINA model",2018,"Desmarais__M.C."
"Towards a model-free estimate of the limits to student modeling accuracy",2018,"West__M"
"Feature extraction for classifying students based on their academic performance",2018,"Karypis__G."
"Modeling hint-taking behavior and knowledge state of students with multi-task learning",2018,"Singh__H"
"Mining user trajectories in electronic text books",2018,"Jain__S"
"Gender differences in undergraduate engineering applicants: A text mining approach",2018,"Gautreau__H"
"Understanding learners’ opinion about participation certificates in online courses using topic modeling",2018,"Hicks__N.M"
"Constructing cognitive profiles for simulation-based hiring assessments",2018,"McNulty__K"
"Identifying user engagement patterns in an online video discussion platform",2018,"Chae__H.S"
"Who are they looking at? Automatic eye gaze following for classroom observation video analysis",2018,"Ramakrishnan__A"
"The influence of task activity and the learner’s personal characteristics on self-confidence during an online explanation activity with a conversational agent",2018,"Takeuchi__Y."
"Prediction of academic achievement based on digital campus",2018,"Zhu__X"
"Analyzing the relative learning benefits of completing required activities and optional readings in online courses",2018,"Gao__M"
"Estimating the treatment effect of new device deployment on uruguayan students’ online learning activity",2018,"Cobo__C"
"How many friends can you make in a week?: Evolving social relationships in MOOCs over time",2018,"Lynch__C.F"
"Mining student misconceptions from pre- and post-test data",2018,"Drury__B.C"
"Can textbook annotations serve as an early predictor of student learning?",2018,"Mozer__M"
"Modeling the effects of students’ interactions with immersive simulations using Markov switching systems",2018,"Gal__K"
"Does deep knowledge tracing model interactions among skills?",2018,"Arora__A"
"Preface",2017,"Barnes__T"
"Identifying student communities in blended courses",2017,"Lynch__C.F"
"Riple: Recommendation in peer-learning environments based on knowledge gaps and interests",2017,"Cooper__K"
"Cluster analysis of real time location data - An application of Gaussian mixture models",2017,"Liu__X"
"Dropout prediction in home care training",2017,"Chin__S.-C"
"Personalized feedback for open-response mathematical questions using long short-term memory networks",2017,"Lan__A.S"
"Online learning persistence and academic achievement",2017,"Nye__B"
"On the prevalence of multiple-account cheating in massive open online learning",2017,"Chen__G"
"Improving models of peer grading in SPoC",2017,"Wu__W"
"Tutorial: Why data standards are critical for EDM and AIED",2017,"Barr__A"
"An LDA topic model and social network analysis of a school blogging platform",2017,"Chae__H.S"
"Sequence modelling for analysing student interaction with educational systems",2017,"Hansen__C"
"Mining innovative augmented graph grammars for argument diagrams through novelty selection",2017,"Lynch__C.F"
"Zone out no more: Mitigating mind wandering during computerized reading",2017,"Mills__C"
"A prediction and early alert model using learning management system data and grounded in learning science theory",2017,"Bernacki__M.L."
"An analysis of students’ questions in MOOCs forums",2017,"Tang__Y"
"Grade prediction with temporal course-wise influence",2017,"Ning__X"
"The reading ability of college freshmen",2017,"Walker__B"
"Identifying relationships between students’ questions type and their behavior",2017,"Bouchet__F"
"Modeling MOOC student behavior with two-layer hidden Markov models",2017,"Zhai__C."
"Short-answer responses to STEM exercises: Measuring response validity and its impact on learning",2017,"Grimaldi__P"
"Development of a trajectory model for visualizing teacher ICT usage based on event segmentation data",2017,"Shi__R"
"Using a single model trained across multiple experiments to improve the detection of treatment effects",2017,"Selent__D"
"On the influence on learning of student compliance with prompts fostering self-regulated learning",2017,"Conati__C"
"Text analysis with LIWC and coh-metrix: Portraying MOOCs instructors",2017,"Tang__Y"
"Behavior-based latent variable model for learner engagement",2017,"Brinton__C.G"
"Workshop on deep learning with educational data",2017,"Beck__J.E"
"Understanding student’s reviewing and reflection behaviors using web-based programming grading assistant",2017,"Huang__P.-K"
"A latent factor model for instructor content preference analysis",2017,"Lan__A.S"
"Developing Chinese automated essay scoring model to assess college students’ essay quality",2017,"Kuo__B.-C"
"Real-time programming exercise feedback in MOOCs",2017,"Nguyen__A"
"Intelligent composition of test papers based on MOOC learning data",2017,"Ma__Y."
"Data-mining textual responses to uncover misconception patterns",2017,"Lan__A.S"
"An offline evaluation method for individual treatment rules and how to find heterogeneous treatment effect",2017,"Heffernan__N.T"
"Causal forest vs. naïve causal forest in detecting personalization: An empirical study in ASSISTments",2017,"Botelho__A.F"
"Predicting performance in a small private online course",2017,"Jun__D"
"Tracking online reading of college students",2017,"Hosman__E"
"Modeling network dynamics of MOOC discussion interactions at scale",2017,"Skryabin__M."
"Teaching informal logical fallacy identification with a cognitive tutor",2017,"Stamper__J"
"Student use of scaffolded inquiry simulations in middle school science",2017,"Vitale__J"
"Making the grade: How learner engagement changes after passing a course",2017,"Kindel__A"
"Automatic scoring method for descriptive test using recurrent neural network",2017,"Nogaito__I"
"Modeling dormitory occupancy using Markov chains",2017,"Sudler__K"
"Towards automatic classification of learning objects: Reducing the number of used features",2017,"Gibaja__E"
"Toward replicable predictive model evaluation in MOOCs",2017,"Brooks__C."
"Discovering skill prerequisite structure through Bayesian estimation and nested model comparison",2017,"Yoon__J"
"Supporting the encouragement of forum participation",2017,"Paepcke__A."
"Learning to represent student knowledge on programming exercises using deep learning",2017,"Sy__A"
"Evaluation of a data-driven feedback algorithm for open-ended programming",2017,"Zhi__R"
"Modeling classifiers for virtual internships without participant data",2017,"Swiecki__Z"
"Emerging patterns in student’s learning attributes through text mining",2017,"Chaisangmongkon__W"
"Predicting short- and long-term vocabulary learning via semantic features of partial word knowledge",2017,"Frishkoff__G"
"Mycos intelligent teaching assistant",2017,"Huang__X"
"Using Graph-based Modelling to explore changes in students’ affective states during exploratory learning tasks",2017,"Wollenschlaeger__A"
"Towards closing the loop: Bridging machine-induced pedagogical policies to learning theories",2017,"Wang__J"
"A neural network approach to estimate student skill mastery in cognitive diagnostic assessments",2017,"Cutumisu__M"
"Student learning strategies and behaviors to predict success in an online adaptive mathematics tutoring system",2017,"Mojarad__S"
"Metacognitive prompt overdose: Positive and negative effects of prompts in iSTART",2017,"Johnson__A.M"
"Social work in the classroom? A tool to evaluate topical relevance in student writing",2017,"Collins-Thompson__K"
"Few hundred parameters outperform few hundred thousand?",2017,"Agrawal__S."
"Using an additive factor model and performance factor analysis to assess learning gains in a tutoring system to help adults with reading difficulties",2017,"Pavlik__P.__Jr"
"An effective framework for automatically generating and ranking topics in MOOC videos",2017,"Wang__Z"
"Estimating individual treatment effect from educational studies with residual counterfactual networks",2017,"Heffernan__N."
"Application of the dynamic time warping distance for the student drop-out prediction on time series data",2017,"Conrad__S."
"Learner affect through the looking glass: Characterization and detection of confusion in online courses",2017,"Chaturvedi__S"
"Assessing computer literacy of adults with low literacy skills",2017,"Bakhtiari__D"
"Combining machine learning and natural language processing to assess literary text comprehension",2017,"McCarthy__K.S"
"Adaptive Sequential Recommendation for Discussion Forums on MOOCs using Context Trees",2017,"Faltings__B."
"Can typical behaviors identified in MOOCs be discovered in other courses?",2017,"Krauss__C"
"Addressing student behavior and affect with empathy and growth mindset",2017,"Lizarralde__R"
"Grouping students for maximizing learning from peers",2017,"Nandanwar__S"
"Automated assessment for scientific explanations in on-line science inquiry",2017,"Gobert__J"
"Predicting student retention from behavior in an online orientation course",2017,"Andres__J.M.L"
"Using temporal association rule mining to predict dyadic rapport in peer tutoring",2017,"Lasko__R"
"Assessing the dialogic properties of classroom discourse: Proportion models for imbalanced classes",2017,"Samei__B"
"Inferring frequently asked questions from student question answering forums",2017,"Marvaniya__S"
"Tell me more: Digital eyes to the physical world for early childhood learning",2017,"Mittal__R.S"
"Toward the automatic labeling of course questions for ensuring their alignment with learning outcomes",2017,"Hartman__K"
"Exploring the relationship between student pre-knowledge and engagement in MOOCs using polytomous IRT",2017,"Li__H."
"Characterizing collaboration in the pair program tracing and debugging eye-tracking experiment: A preliminary analysis",2017,"Rodrigo__M.M.T."
