"Article","Year","Author","Stem"
"Mining user trajectories in electronic text books",2018,"Boubekki, A","spatio-temporal trajectori"
"Gender differences in undergraduate engineering applicants: A text mining approach",2018,"Chopra, S","engin"
"Understanding learners’ opinion about participation certificates in online courses using topic modeling",2018,"Nanda, G","text min"
"Constructing cognitive profiles for simulation-based hiring assessments",2018,"Kantar, R","machine learn"
"Identifying user engagement patterns in an online video discussion platform",2018,"Lee, S.Y","transition network"
"Who are they looking at? Automatic eye gaze following for classroom observation video analysis",2018,"Aung, A.M","deep neural network"
"Prediction of academic achievement based on digital campus",2018,"Wang, Z","digital footprint"
"Analyzing the relative learning benefits of completing required activities and optional readings in online courses",2018,"Carvalho, P.F","“game the system” classifi"
"How many friends can you make in a week?: Evolving social relationships in MOOCs over time",2018,"Xu, Y","mooc"
"Mining student misconceptions from pre- and post-test data",2018,"Pérez-Lemonche, Á","educational data min"
"Can textbook annotations serve as an early predictor of student learning?",2018,"Winchell, A","student model"
"Modeling the effects of students’ interactions with immersive simulations using Markov switching systems",2018,"Hoernle, N","interpret"
"Does deep knowledge tracing model interactions among skills?",2018,"Montero, S","online educ"
"Identifying student communities in blended courses",2017,"Gitinabard, N","graph data min"
"Riple: Recommendation in peer-learning environments based on knowledge gaps and interests",2017,"Khosravi, H","recommender system"
"Personalized feedback for open-response mathematical questions using long short-term memory networks",2017,"Michalenko, J.J","long short-term memory network"
"Online learning persistence and academic achievement",2017,"Fang, Y","persist"
"On the prevalence of multiple-account cheating in massive open online learning",2017,"Bao, Y","mooc"
"An LDA topic model and social network analysis of a school blogging platform",2017,"Kuang, X","sna"
"Sequence modelling for analysing student interaction with educational systems",2017,"Hansen, C","sequence model"
"Mining innovative augmented graph grammars for argument diagrams through novelty selection",2017,"Xue, L","evolutionary comput"
"Zone out no more: Mitigating mind wandering during computerized reading",2017,"D’Mello, S.K","mind wand"
"A prediction and early alert model using learning management system data and grounded in learning science theory",2017,"Hong, W","learning sci"
"An analysis of students’ questions in MOOCs forums",2017,"Cao, M","student quest"
"Grade prediction with temporal course-wise influence",2017,"Ren, Z","next-term grade predict"
"The reading ability of college freshmen",2017,"Olney, A.M","naep"
"Identifying relationships between students’ questions type and their behavior",2017,"Harrak, F","students’ behavior"
"Short-answer responses to STEM exercises: Measuring response validity and its impact on learning",2017,"Waters, A","machine learn"
"Development of a trajectory model for visualizing teacher ICT usage based on event segmentation data",2017,"Zheng, L","teaching analyt"
"Untangling the program name versus the curriculum: An investigation of titles and curriculum content",2017,"Wes Crues, R.","higher educ"
"Using a single model trained across multiple experiments to improve the detection of treatment effects",2017,"Patikorn, T","meta-analysi"
"On the influence on learning of student compliance with prompts fostering self-regulated learning",2017,"Lallé, S","hypermedia"
"Student use of inquiry simulations in middle school science",2017,"McBride, E.","log data"
"Text analysis with LIWC and coh-metrix: Portraying MOOCs instructors",2017,"Li, J","mooc"
"Behavior-based latent variable model for learner engagement",2017,"Lan, A.S","latent variable model"
"Understanding student’s reviewing and reflection behaviors using web-based programming grading assistant",2017,"Paredes, Y.V","reviewing behavior"
"A latent factor model for instructor content preference analysis",2017,"Wang, J.Z","latent factor model"
"Developing Chinese automated essay scoring model to assess college students’ essay quality",2017,"Ju-Lu, Y","nwfe classif"
"Intelligent composition of test papers based on MOOC learning data",2017,"Ma, L","machine learn"
"Data-mining textual responses to uncover misconception patterns",2017,"Michalenko, J.J","misconception detect"
"An offline evaluation method for individual treatment rules and how to find heterogeneous treatment effect",2017,"Patikorn, T","individual treatment rul"
"Causal forest vs. naïve causal forest in detecting personalization: An empirical study in ASSISTments",2017,"Yin, B","person"
"Predicting performance in a small private online course",2017,"Han, W","spoc"
"Tracking online reading of college students",2017,"Olney, A.M","read"
"Modeling network dynamics of MOOC discussion interactions at scale",2017,"Zhang, J","peer-supported learn"
"Teaching informal logical fallacy identification with a cognitive tutor",2017,"Diana, N","difficulty factors assess"
"Student use of scaffolded inquiry simulations in middle school science",2017,"McBride, E","log data"
"Making the grade: How learner engagement changes after passing a course",2017,"Lang, D","mooc"
"Automatic scoring method for descriptive test using recurrent neural network",2017,"Yasuda, K","lstm"
"Modeling dormitory occupancy using Markov chains",2017,"Pokrajac, D.D","markov chain"
"Intelligent argument grading system for student-produced argument diagrams",2017,"Xue, L.","automatic feedback"
"Towards automatic classification of learning objects: Reducing the number of used features",2017,"González, P","multi-label classif"
"Discovering skill prerequisite structure through Bayesian estimation and nested model comparison",2017,"Han, S.-Y","nested model comparison"
"Learning to represent student knowledge on programming exercises using deep learning",2017,"Wang, L","machine learn"
"Modeling classifiers for virtual internships without participant data",2017,"Gautam, D","neural network"
"Emerging patterns in student’s learning attributes through text mining",2017,"Thanasuan, K","motiv"
"Predicting short- and long-term vocabulary learning via semantic features of partial word knowledge",2017,"Nam, S","semantic similar"
"A neural network approach to estimate student skill mastery in cognitive diagnostic assessments",2017,"Guo, Q","prerequisite discoveri"
"Student learning strategies and behaviors to predict success in an online adaptive mathematics tutoring system",2017,"Xie, J","help-seek"
"Metacognitive prompt overdose: Positive and negative effects of prompts in iSTART",2017,"McCarthy, K.S","metacognit"
"Few hundred parameters outperform few hundred thousand?",2017,"Lalwani, A","deep knowledge trac"
"Using an additive factor model and performance factor analysis to assess learning gains in a tutoring system to help adults with reading difficulties",2017,"Shi, G","learning gain"
"An effective framework for automatically generating and ranking topics in MOOC videos",2017,"Zhu, J","pagerank"
"Estimating individual treatment effect from educational studies with residual counterfactual networks",2017,"Zhao, S","educational experi"
"Assessing computer literacy of adults with low literacy skills",2017,"Olney, A.M","gom"
"Combining machine learning and natural language processing to assess literary text comprehension",2017,"Balyan, R","natural language process"
"Adaptive Sequential Recommendation for Discussion Forums on MOOCs using Context Trees",2017,"Mi, F","moocs forum recommend"
"Can typical behaviors identified in MOOCs be discovered in other courses?",2017,"An, T.-S","x-means clust"
"Addressing student behavior and affect with empathy and growth mindset",2017,"Karumbaiah, S","growth mindset"
"Automated assessment for scientific explanations in on-line science inquiry",2017,"Li, H","evid"
"Predicting student retention from behavior in an online orientation course",2017,"Kai, S","student retent"
"Using temporal association rule mining to predict dyadic rapport in peer tutoring",2017,"Madaio, M","rapport"
"Assessing the dialogic properties of classroom discourse: Proportion models for imbalanced classes",2017,"Olney, A.M","imbalanced class"
"Inferring frequently asked questions from student question answering forums",2017,"Sindhgatta, R","frequently asked quest"
"Toward the automatic labeling of course questions for ensuring their alignment with learning outcomes",2017,"Supraja, S","learning outcom"
"Exploring the relationship between student pre-knowledge and engagement in MOOCs using polytomous IRT",2017,"Liu, J","polytomous irt"
"Characterizing collaboration in the pair program tracing and debugging eye-tracking experiment: A preliminary analysis",2017,"Villamor, M.M","eye-track"
"The misidentified identifiability problem of Bayesian knowledge tracing",2017,"Doroudi, S","semantic model degeneraci"
"Towards reliable and valid measurement of individualized student parameters",2017,"Liu, R","explanatory model"
"Task and timing: Separating procedural and tactical knowledge in student models",2017,"Cook, J","data-driven tutor"
"Gaze-based detection of mind wandering during lecture viewing",2017,"Hutt, S","intelligent tutoring system"
"Convolutional neural network for automatic detection of sociomoral reasoning level",2017,"Tato, A","learner model"
"When and who at risk? Call back at these critical points",2017,"Li, Y","rnn"
"Linking language to math success in an on-line course",2017,"Crossley, S","on-line learn"
"Adaptive assessment experiment in a harvardx MOOC",2017,"Rushkin, I","assess"
"Analysis of problem-solving behavior in open-ended scientific-discovery game challenges",2017,"Bauer, A","visual"
"Studying MOOC completion at scale using the MOOC replication framework",2017,"Andres, J.M.L","morf"
"Efficient feature embeddings for student classification with variational auto-encoders",2017,"Klingler, S","semi-supervised classif"
"Predicting prospective peer helpers to provide just-in-time help to users in question and answer forums",2017,"Ishola, O.M","peer match"
"Clustering student sequential trajectories using dynamic time warping",2017,"Shen, S","dynamic time warp"
"Automatic peer tutor matching: Data-driven methods to enable new opportunities for help",2017,"Diana, N","learning analyt"
"Epistemic network analysis and topic modeling for chat data from collaborative learning environment",2017,"Cai, Z","epistemic network analysi"
"Dropout Prediction in MOOCs using Learners’ Study Habits Features",2017,"Wan, H","study habit"
"Clustering students in assistments: Exploring system- and school-level traits to advance personalization",2017,"Adjei, S","school level characterist"
"The antecedents of and associations with elective replay in an educational game: Is replay worth it?",2017,"Liu, Z","serious game analyt"
"Modeling the zone of proximal development with a computational approach",2017,"Chounta, I.-A","student model"
"Identifying relevant user behavior, predicting learning, and persistence in an ITS-based afterschool program",2016,"Craig, S.D","help seek"
"Investigating gender differences on homework in middle school mathematics",2016,"Feng, M","online homework intervent"
"Modeling interactions across skills: A method to construct and compare models predicting the existence of skill relationships",2016,"Botelho, A.F","prerequisite structur"
"A platform for integrating and analyzing data to evaluate the impacts of educational technologies",2016,"Stanhope, D.S","educational technolog"
"Designing interactive and personalized concept mapping learning environments",2016,"Wang, S.","data min"
"An automated test of motor skills for job selection and feedback",2016,"Singh, B.P","motor skil"
"Studying assignment size and student performance using propensity score matching",2016,"Mojarad, S.","item difficulti"
"Estimation of prerequisite skills model from large scale assessment data using semantic data mining",2016,"Penteado, B.E.","semantic data min"
"Meta-learning for predicting the best vote aggregation method: Case study in collaborative searching of LOs",2016,"Zapata, A","meta-learn"
"Predicting performance on MOOC assessments using multi-regression models",2016,"Ren, Z","personalized linear multi-regression model"
"Exploring the impact of data-driven tutoring methods on students’ demonstrative knowledge in logic problem solving",2016,"Mostafavi, B","tutoring system"
"Validating game-based measures of implicit science learning",2016,"Rowe, E","implicit science learn"
"Time series analysis of VLE activity data",2016,"Młynarska, E","moodl"
"Mining sequences of gameplay for embedded assessment in collaborative learning",2016,"Buffum, P","game-based learn"
"Discovering ‘tough love’ interventions despite dropout",2016,"Williams, J.J","noncompli"
"Predicting off-task behaviors in an adaptive vocabulary learning system",2016,"Nam, S.","intelligent tutoring system"
"Automatic gaze-based detection of mind wandering during narrative film comprehension",2016,"Mills, C","machine learn"
"Guiding students towards frequent high-utility paths in an ill-defined domain",2016,"Jugo, I","recommend"
"Perfect scores indicate good students !? The case of one hundred percenters in a math learning system",2016,"Zheng, Z","learning analyt"
"A comparative analysis of techniques for predicting student performance",2016,"Bydžovská, H.","regress"
"Validating automated triggers and notifications @ scale in blackboard learn",2016,"Whitmer, J","learning management system"
"Predicting dialogue acts for intelligent virtual agents with multimodal student interaction data",2016,"Min, W","multimod"
"Pattern mining uncovers social prompts of conceptual learning with physical and virtual representations",2016,"Rau, M.A.","educational technolog"
"Towards modeling chunks in a knowledge tracing framework for students’ deep learning",2016,"Huang, Y","complex skil"
"Examining the necessity of problem diagrams using MOOC AB experiments",2016,"Chen, Z","problem diagram"
"Semantic features of math problems: Relationships to student learning and engagement",2016,"Slater, S","learn"
"A scalable learning analytics platform for automated writing feedback",2016,"Feild, J","natural language process"
"Toward automated support for teacher-facilitated formative feedback on student writing",2016,"Sabourin, J","problem-based writ"
"Quantifying how students use an online learning system: A focus on transitions and performance",2016,"Snow, E.L","transitional prob"
"Time Series Cross Section method for monitoring students’ page views of course materials and improving classroom teaching",2016,"Dobashi, K.","page views student engag"
"Analysing and refining pilot training",2016,"Emond, B","competency-based train"
"Document segmentation for labeling with academic learning objectives",2016,"Bhartiya, D","text segment"
"Applicability of educational data mining in Afghanistan: Opportunities and challenges",2016,"Sherzad, A.R.","kankor"
"Patterns of usage from educational technology products across America",2016,"Stanhope, D.S","efficaci"
"A nonlinear state space model for identifying at-risk students in open online courses",2016,"Wang, F","open online courses, nonlinear state space model"
"Enabling people to harness and control EDM for lifelong, life-wide learning",2016,"Kay, J.","learner model"
"An ensemble method to predict student performance in an online math learning environment",2016,"Stapel, M","knowledge graph"
"Assessing student-generated design justifications in engineering virtual internships",2016,"Rus, V","machine learn"
"How to model implicit knowledge? Similarity learning methods to assess perceptions of visual representations",2016,"Rau, M.A","perceptual knowledg"
"Preliminary results on dialogue act classification in chat-based online tutorial dialogues",2016,"Rus, V","intelligent tutoring system"
"Effect of student ability and question difficulty on duration",2016,"Ma, Y","item difficulti"
"Individualizing Bayesian knowledge tracing. Are skill parameters more important than student parameters?",2016,"Yudelson, M.V.","skill vs. student parameter"
"Towards integrating human and automated tutoring systems",2016,"Ritter, S","intelligent tutoring system"
"How quickly can wheel spinning be detected?",2016,"Matsuda, N","neural network"
"Browsing-pattern mining from e-book logs with non-negative matrix factorization",2016,"Shimada, A","pattern min"
"Seeking programming-related information from large scaled discussion forums, help or harm?",2016,"Lu, Y","information seek"
"Extracting measures of active learning and student self-regulated learning strategies from MOOC data",2016,"Diana, N","self-regulated learn"
"Modeling visitor behavior in a game-based engineering museum exhibit with hidden Markov models",2016,"Tissenbaum, M","museum"
"MATHia X: The next generation cognitive tutor",2016,"Ritter, S","mastery learn"
"Study on automatic scoring of descriptive type tests using text similarity calculations",2016,"Nogaito, I","doc2vec"
"Execution traces as a powerful data representation for intelligent tutoring systems for programming",2016,"Paaßen, B","execution trac"
"Classifying behavior to elucidate elegant problem solving in an educational game",2016,"Malkiewich, L","problem solv"
"LIVELINET: A multimodal deep recurrent neural network to predict liveliness in educational videos",2016,"Sharma, A","engag"
"Measuring gameplay affordances of user-generated content in an educational game",2016,"Hicks, D","learning analyt"
"A data-driven framework of modeling skill combinations for deeper knowledge tracing",2016,"Huang, Y","composition effect"
"Semi-automatic detection of teacher questions from human-transcripts of audio in live classrooms",2016,"Blanchard, N","natural language process"
"Exploring learning management system interaction data: Combining Data-driven and Theory-driven Approaches",2016,"Choi, H","learning management system"
"Redefining “what” in analyses of who does what in MOOCs",2016,"Baikadi, A","mooc"
"A coupled user clustering algorithm for web-based learning systems",2016,"Niu, K","user clust"
"Understanding engagement in MOOCs",2016,"Li, Q","mooc"
"Can word probabilities from LDA be simply added up to represent documents?",2016,"Cai, Z","lda"
"Toward revision-sensitive feedback in automated writing evaluation",2016,"Roscoe, R.D","intelligent tutoring system"
"Predicting STEM achievement with learning management system data: Prediction modeling and a test of an early warning system",2016,"Dominguez, M.M","learning theori"
"Back to the basics: Bayesian extensions of IRT outperform neural networks for proficiency estimation",2016,"Wilson, K.H","item response theori"
"Adding eye-tracking AOI data to models of representation skills does not improve prediction accuracy",2016,"Rau, M.A","intelligent tutoring system"
"Investigating swarm intelligence for performance prediction∗",2016,"al-Rifaie, M.M","social learn"
"Student Emotion, Co-occurrence, and Dropout in a MOOC Context",2016,"Dillon, J","mooc"
"Riding an emotional roller-coaster: A multimodal study of young child’s math problem solving activities ∗",2016,"Chen, L","math problem solv"
"Mining behaviours of students in autograding submission system logs",2016,"McBroom, J","clustering student behaviour"
"Acting the same differently: A cross-course comparison of user behavior in MOOCs",2016,"Gelman, B","nmf"
"Modeling the influence of format and depth during effortful retrieval practice",2016,"Maass, J.K","difficulti"
"Tensor factorization for student modeling and performance prediction in unstructured domain",2016,"Sahebi, S","student model"
"Predicting student progress from peer-assessment data",2016,"Ashenafi, M.M","progress predict"
"Student usage predicts treatment effect heterogeneity in the cognitive tutor algebra I program",2016,"Sales, A.C","intelligent tutor"
"How to judge learning on online learning minimum learning judgment system",2016,"Jo, J","flipped learn"
"Semi-Markov model for simulating MOOC students",2016,"Faucon, L","generative model"
"Does a peer recommender foster students’ engagement in MOOCs?",2016,"Labarthe, H","recommender system"
"On generalizability of MOOC models",2016,"Kidziński, Ł","massive open online cours"
"Going deeper with deep knowledge tracing",2016,"Xiong, X","knowledge trac"
"Calibrated self-assessment",2016,"Labutov, I","self-grad"
"Closing the loop with quantitative cognitive task analysis",2016,"Koedinger, K.R","cognitive task analysi"
"Unnatural feature engineering: Evolving augmented graph grammars for argument diagrams",2016,"Xue, L","evolutionary comput"
"Course enrollment recommender system",2016,"Bydžovská, H.","student perform"
"The affective impact of tutor questions: Predicting frustration and engagement",2016,"Vail, A.K","facial express"
"Joint discovery of skill prerequisite graphs and student models",2016,"Chen, Y","student model"
"Collaborative Problem Solving Skills versus Collaboration Outcomes: Findings from statistical analysis and data mining",2016,"Hao, J","simulation-based assess"
"{ENTER}ing the time series {SPACE}: Uncovering the writing process through keystroke analyses",2016,"Allen, L.K","keystrok"
"Hierarchical cluster analysis heatmaps and pattern analysis: An approach for visualizing learning management system interaction data",2016,"Lee, J.E","learning management system"
"Stimulating collaborative activity in online social learning environments with Markov decision processes",2016,"Yee-King, M","mooc"
"Automatic assessment of constructed response data in a chemistry tutor",2016,"Crossley, S","on-line tutor"
"How good is popularity? Summary grading in crowdsourcing",2016,"Li, H","liwc"
"Beyond log files: Using multi-modal data streams towards data-driven KC model improvement",2016,"Liu, R","multi-modal data analyt"
"Investigating difficult topics in a data structures course using item response theory and logged data analysis",2016,"Fouh, E","data structur"
"The eyes have it: Gaze-based Detection of Mind Wandering during Learning with an Intelligent Tutoring System",2016,"Hutt, S","intelligent tutoring system"
"Gauging MOOC learners’ adherence to the designed learning path",2016,"Davis, D","visual"
"Hint availability slows completion times in summer work",2016,"Inventado, P.S","hint"
"Topic-wise classification of MOOC discussions: A visual analytics approach",2016,"Atapattu, T","mooc"
"Modelling the way: Using action sequence archetypes to differentiate learning pathways from learning outcomes",2016,"Ng, K.H.R","sequential pattern min"
"Choosing versus Receiving Feedback: The impact of feedback valence on learning in an assessment game",2016,"Cutumisu, M","feedback val"
"Temporally coherent clustering of student data",2016,"Klingler, S","markov chain"
"Predicting post-test performance from online student behavior: A high school MOOC case study",2016,"Tomkins, S","student learn"
"Analysing engineering expertise of high school students using eye tracking and multimodal learning analytics",2013,"Gomes, J.S","game"
"Unsupervised classification of student dialogue acts with query-likelihood clustering",2013,"Ezen-Can, A","unsupervised machine learn"
"Using students’ programming behavior to predict success in an introductory mathematics course",2013,"Vihavainen, A","programming behavior"
"Investigating the effects of off-task personalization on in-system performance and attitudes within a game-based environment",2013,"Snow, E.L","off-task behavior"
"A tool for speech act classification using interactive machine learning",2013,"Samei, B","speech act classifi"
"Affective state detection in educational systems through mining multimodal data sources",2013,"Salmeron-Majadas, S","educational data min"
"Are you committed? Investigating interactions among reading commitment, natural language input, and students' learning outcomes",2013,"Varner, L.K","natural language process"
"Investigating the efficacy of algorithmic student modelling in predicting students at risk of failing in tertiary education.",2013,"Gray, G","motiv"
"Semilar: A semantic similarity toolkit for assessing students’ natural language inputs",2013,"Rus, V","natural language student input"
"Using multi-level models to assess data from an intelligent tutoring system",2013,"Weston, J.L","write"
"Tag-aware ordinal sparse factor analysis for learning and content analytics",2013,"Lan, A.S","matrix factor"
"Discovering student models with a clustering algorithm using problem content",2013,"Li, N","student model"
"A comparison of model selection metrics in datashop",2013,"Stamper, J.C","cross-valid"
"Degeneracy in student modeling with dynamic Bayesian networks in intelligent edu-games",2013,"Davoodi, A","model degeneraci"
"Project CASSI: A social-graph based tool for classroom behavior analysis and optimization",2013,"Olson, R","implicit social graph"
"A Moodle block for selecting, visualizing and mining students' usage data",2013,"Romero, C","moodle block"
"Using item response theory to refine knowledge tracing",2013,"Xu, Y","knowledge trac"
"Investigating the solution space of an open-ended educational game using conceptual feature extraction",2013,"Harpstead, E","educational gam"
"Component model in discourse analysis",2013,"Li, H","liwc"
"A prediction model uses the sequence of attempts and hints to better predict knowledge: Better to attempt the problem first, rather than ask for a hint",2013,"Duong, H.D","sequence of action model"
"Gathering emotional data from multiple sources",2013,"Salmeron-Majadas, S","emotion detect"
"Meta-reasoning algorithm for improving analysis of student interactions with learning objects using supervised learning",2013,"Dee Miller, L","meta-reason"
"Detecting player goals from game log files",2013,"DiCerbo, K.E","game"
"Analyzing the Mental Health of Engineering Students using Classification and Regression",2013,"Deziel, M","rule min"
"Do students really learn an equal amount independent of whether they get an item correct or wrong?",2013,"Adjei, S","learn from perform"
"The complex dynamics of aggregate learning curves",2013,"Nixon, T","heterogeneous learner popul"
"Hints: You can’t have just one",2013,"Goldin, I.M","item response theori"
"FlexCCT: Software for continuous CCT",2013,"France, S.L","maximum likelihood"
"Determining problem selection for a logic proof tutor",2013,"Mostafavi, B","logic proof"
"Incorporating scaffolding and tutor context into Bayesian knowledge tracing to predict inquiry skill acquisition",2013,"Sao Pedro, M.A","educational data min"
"Modeling and optimizing forgetting and spacing effects during musical interval training",2013,"Pavlik, P.I","interleav"
"Evaluating topic-word review analysis for understanding student peer review performance",2013,"Xiong, W","topic model"
"Modeling affect in student-driven learning scenarios",2013,"Inventado, P.S","student-driven learn"
"Estimating student knowledge from paired interaction data",2013,"Rafferty, A.N","supervised learn"
"Modeling student retention in an environment with delayed testing",2013,"Li, S","intelligent tutoring system"
"Exploring the relationship between course structure and etext usage in blended and open online courses",2013,"Seaton, D.T","mooc"
"Using ITS generated data to predict standardized test scores",2013,"Kelly, K","homework"
"Discovering the relationship between student effort and ability for predicting the performance of technology-assisted learning in a mathematics after-school program",2013,"Xie, J","effort"
"Students’ walk through tutoring: Using a random walk analysis to profile students",2013,"Snow, E.L","random walk analysi"
"Paragraph specific n-gram approaches to automatically assessing essay quality",2013,"Crossley, S","corpus linguist"
"Predicting future learning better using quantitative analysis of moment-by-moment learning",2013,"Hershkovitz, A","student model"
"Predicting college enrollment from student interaction with an intelligent tutoring system in middle school",2013,"San Pedro, M.O.Z","educational data min"
"Optimal and worst-case performance of mastery learning assessment with Bayesian knowledge tracing",2013,"Fancsali, S.E","knowledge trac"
"BOTS: Harnessing player data and player effort to create and evaluate levels in a serious game",2013,"Hicks, A.","player engag"
"Automatically recognizing facial expression: Predicting engagement and frustration",2013,"Grafsgaard, J.F","engag"
"Predicting standardized test scores from cognitive tutor interactions",2013,"Ritter, S","mathemat"
"Students activity visualization tool",2013,"Chirițoiu, M.Ș","k-mean"
"Toward predicting test score gains with online behavior data of teachers",2013,"Maull, K.E","online user behavior"
"What and when do students learn? Fully data-driven joint estimation of cognitive and student models",2013,"González-Brenes, J.P","knowledge trac"
"Demonstration of a Moodle student monitoring web application",2013,"Bovo, A","monitor"
"A dynamic group composition method to refine collaborative learning group formation",2013,"Zheng, Z.","educational data min"
"Limits to accuracy: How well can we do at student modeling?",2013,"Beck, J.E","limits to accuraci"
"An investigation of psychometric measures for modelling academic performance in tertiary education",2013,"Gray, G","educational data min"
"Automatic gaze-based detection of mind wandering during reading",2013,"D’Mello, S","eye gaz"
"Helping students manage personalized learning scenarios",2013,"Inventado, P.S","self-regulated learn"
"Test-size reduction for concept estimation",2013,"Vats, D","maximum likelihood estim"
"Mining social deliberation in online communication: If you were me and I were you",2013,"Xu, X","collaborative learn"
"Bringing student backgrounds online: MOOC user demographics, site usage, and online learning",2013,"DeBoer, J","regress"
"Exploring exploration: Inquiries into exploration behavior in complex problem solving assessment",2013,"Müller, J.C","theory driven data min"
"Reading into the text: Investigating the influence of text complexity on cognitive engagement",2013,"Vega, B","read"
"Data preprocessing using a priori knowledge",2013,"Simon, J.","preservice teach"
"Data mining in the classroom: Discovering groups’ strategies at a multi-tabletop environment",2013,"Martinez-Maldonado, R","interactive tabletop"
"Analysis of students clustering results based on Moodle log data",2013,"Bovo, A","moodl"
"Sequences of frustration and confusion, and learning",2013,"Liu, Z","affect sequ"
"Adapting Bayesian knowledge tracing to a massive open online course in edX",2013,"Pardos, Z.A","mooc"
"Extending the assistance model: Analyzing the use of assistance over time",2013,"Hawkins, W","educational data min"
"Predicting group programming project performance using SVN activity traces",2013,"Liu, S","entropy analysi"
"Does representational understanding enhance fluency – Or vice versa? Searching for mediation models",2013,"Rau, M.A","multiple represent"
"Identifying and visualizing the similarities between course content at a learning object, module and program level",2013,"Goslin, K","similarity detect"
"Visual exploration of interactions and performance with LEMO",2013,"Merceron, A","perform"
"DARE: Deep Anaphora Resolution in dialogue based intelligent tutoring systems",2013,"Niraula, N.B","tutoring system"
"Determining review coverage by extracting topic sentences using a graph-based clustering approach",2013,"Ramachandran, L","review coverag"
"Educational data mining: Illuminating student learning pathways in an online fraction game",2013,"Aghababyan, A","fraction"
"Mining temporally-interesting learning behavior patterns",2013,"Kinnebrew, J.S","learning behavior"
"Mining users’ behaviors in intelligent educational games prime climb a case study",2013,"Davoodi, A","intelligent educational gam"
"A meta-learning approach for recommending a subset of white-box classification algorithms for Moodle datasets",2013,"Romero, C","predicting student perform"
"Students' use of support functions in DBAs: Analysis of NAEP grade 8 mathematics process data",2019,"Hicks, J","support funct"
"A methodology for student video interaction patterns analysis and classification",2019,"Mbouzao, B","student trac"
"Evaluating fairness and generalizability in models predicting on-time graduation from college applications",2019,"Hutt, S","fair"
"Predicting student academic outcomes in UK secondary phase education: An architecture for machine learning and user interaction",2019,"Woodruff, M.","machine learn"
"Academic performance estimation with attention-based graph convolutional networks",2019,"Hu, Q","graph convolutional network"
"Generalizability of sensor-free affect detection models in a longitudinal dataset of tens of thousands of students",2019,"Jensen, E","online learn"
"A comparison of automated scale short form selection strategies",2019,"Raborn, A.W","metaheuristic algorithm"
"Studying factors influencing the prediction of student STEM and non-STEM career choice",2019,"Mandalapu, V","feature select"
"Detecting creativity in an open ended geometry environment",2019,"Shillo, R","geometri"
"It's a match! Reciprocal recommender system for graduating students and jobs",2019,"Jacobsen, A","reciprocal recommender system"
"Identifying collaborative learning states using unsupervised machine learning on eye-tracking, physiological and motion sensor data",2019,"Huang, K","physiological sens"
"Machine-learned or expert-engineered features? Exploring feature engineering methods in detectors of student behavior and affect",2019,"Botelho, A.F","student affect"
"Machine learning based decision support system for categorizing MOOC discussion forum posts",2019,"Nanda, G","mooc discussion forum"
"Towards the prediction of semantic complexity based on concept graphs",2019,"Venant, R","machine learn"
"Validating the myth of average through evidences",2019,"Praseed","individu"
"Sparse neural attentive knowledge-based models for grade prediction",2019,"Morsy, S","neural network"
"Learning feature analysis for quality improvement of web-based teaching materials using mouse cursor tracking",2019,"Ikeda, M.","quality improv"
"Hello? Who is posting, who is answering, and who is succeeding in Massive Open Online Courses",2019,"Andres-Bray, J.M.L","morf"
"Shedding light on the automated essay scoring process",2019,"Boulanger, D","natural language process"
"Design and evaluation of a semantic indicator for automatically supporting programming learning",2019,"Broisin, J","programming learn"
"ATC framework: A fully automatic cognitive tracing model for student and educational contents",2019,"Pu, Y","student model"
"Augmenting transcripts with natural language processing and multimodal data",2019,"Angert, T","natural language process"
"Automatic identification of questions in MOOC forums and association with self-regulated learning",2019,"Harrak, F","self-regul"
"EDM & games: Leveling up engaged learning with data-rich analytics",2019,"Rowe, J","multimodal analyt"
"Predicting the quality of collaborative problem solving through linguistic analysis of discourse",2019,"Reilly, J.M","multimodal learning analyt"
"Design of an elective course recommendation system for university environment",2019,"Ma, B.","learning analyt"
"Tutorbot corpus: Evidence of human-agent verbal alignment in second language learner dialogues",2019,"Sinclair, A","chatbot"
"A novel use of educational data mining to inform effective management of academic programs",2019,"Yahya, A.A","educational data min"
"Predictors of student satisfaction: A large-scale study of human-human online tutorial dialogues",2019,"Chen, G","student satisfact"
"A better cold-start for early prediction of student at-risk status in new school districts",2019,"Coleman, C","machine learn"
"Content-based course recommender system for liberal arts education",2019,"Morsomme, R","topic model"
"Identifying bias and underlying knowledge structures in Brazilian National exam of students performance",2019,"Oliveira, M.S","higher educ"
"Affective state prediction in a mobile setting using wearable biometric sensors and stylus",2019,"Wampfler, R","stylus"
"Utterance-level modeling of indicators of engaging classroom discourse",2019,"Stone, C","natural language process"
"Staying in the zone: Sequencing content in classrooms based on the zone of proximal development",2019,"Vainas, O","zone of proximal develop"
"A human-machine hybrid peer grading framework for SPOCs",2019,"Han, Y","peer grad"
"Collaborative problem-solving process in a science serious game: Exploring group action similarity trajectory",2019,"Kang, J","learning process"
"Identifying critical pedagogical decisions through adversarial deep reinforcement learning",2019,"Ju, S","reinforcement learn"
"Modeling student performance and disengagement using decomposition of response time data",2019,"Unal, D.S.","student model"
"Measuring item teaching value in an online learning environment",2019,"Harmon, J","data min"
"Tutorial proposal: Designing and developing open, pedagogically-based predictive models using the moodle analytics API",2019,"Dalton, E","open system"
