"Article","Year"
"Evaluation of an adaptive practice system for learning geography facts",2016
"Studying the relationship between BKT fitting error and the skill difficulty index",2016
"Real-time indicators and targeted supports: Using online platform data to accelerate student learning",2016
"A Rule-Based indicator definition tool for personalized learning analytics",2016
"Multimodal analytics to study collaborative problem solving in pair programming",2016
"Student differences in regulation strategies and their use of learning resources: Implications for educational design",2016
"Multimodal learning analytics data challenges",2016
"Combining click-Stream data with NLP tools to better understand MOOC completion",2016
"Towards personalizing An E-quiz bank for primary school students: An exploration with association rule mining and clustering",2016
"Benchmarking student performance and engagement in an early alert predictive system using interactive radar charts",2016
"Forecasting student achievement in MOOCs with natural language processing",2016
"LAK16 Workshop: Extending IMS caliper analyticstm with learning activity profiles",2016
"Is the doer effect a causal relationship? How can WE tell and why it's important",2016
"Semantic visual analytics for today's programming courses",2016
"The assessment of learning infrastructure (ALI): The theory, practice, and scalability of automated assessment",2016
"Data-driven proficiency profiling - Proof of concept",2016
"Sequencing educational content in classrooms using Bayesian knowledge tracing",2016
"Translating network position into performance: Importance of centrality in different network configurations",2016
"Collaborative multi-regression models for predicting students' performance in course activities",2015
"Likelihood analysis of student enrollment outcomes using learning environment variables: A case study approach",2015
"Qualitatively exploring electronic portfolios: A text mining approach to measuring student emotion as an early warning indicator",2015
"OpenCourseWare observatory - Does the quality of OpenCourseWare Live up to its promise?",2015
"Investigating the impact of a notification system on student behaviors in a discourse-intensive hybrid course: A case study",2015
"An exploratory study using social network analysis to model eye movements in mathematics problem solving",2015
"""Scaling up"" learning design: Impact of learning design activities on LMS behavior and performance",2015
"Ethical and privacy issues in the application of learning analytics",2015
"Combining observational and experiential data to inform the redesign of learning activities",2015
"Exploring college major choice and middle school student behavior, affect and learning: What happens to students who game the system?",2015
"Effects of sequences of socially regulated learning on group performance",2015
"Media multiplexity in connectivist MOOCs",2015
"2nd int'l workshop on open badges in education (OBIE 2015): From learning evidence to learning analytics",2015
"Analysing reflective text for learning analytics: An approach using anomaly recontextualisation",2015
"Measuring student success using predictive engine",2015
"A time series interaction analysis method for building predictive models of learners using log data",2015
"Towards data-driven mastery learning",2015
"Discourse cohesion: A signature of collaboration",2015
"A learning analytics approach to characterize and analyze inquiry-based pedagogical processes",2015
"Frequent sequential interactions as opportunities to engage in temporal reasoning with an online GIS",2015
"Predicting success: How learners' prior knowledge, skills and activities predict MOOC performance",2015
"Minimum information entropy based q-matrix learning in DINA model",2015
"Learning analytics: European perspectives",2015
"An analysis of the impact of action order on future performance: The fine-grain action model",2015
"Curriculum analysis of CS departments based on CS2013 by simplified, supervised LDA",2015
"Estimation of ability from homework items when there are missing and/or multiple attempts",2015
"It's about time: 4th international workshop on temporal analyses of learning data",2015
"DOP8: Merging both data and analysis operators life cycles for Technology Enhanced Learning",2015
"Critical realism and learning analytics research: Epistemological implications of an ontological foundation",2015
"Penetrating the black box of time-on-task estimation",2015
"Ubiquitous learning analytics in the context of realworld language learning",2015
"ACM International Conference Proceeding Series",2015
"You've got style: Detecting writing flexibility across time",2015
"VISLA: Visual aspects of learning analytics",2015
"Using learning analytics to study cognitive disequilibrium in a complex learning environment",2015
"""twitter archeology"" of learning analytics and knowledge conferences",2015
"Learning analytics beyond the LMS: The connected learning analytics toolkit",2015
"Investigating performance of students: A longitudinal study",2015
"OpenEssayist: A supply and demand learning analytics tool for drafting academic essays",2015
"A handwriting recognition system for the classroom",2015
"Developing a multiple-document-processing performance assessment for epistemic literacy",2015
"Are you reading my mind? Modeling students' reading comprehension skills with natural language processing techniques",2015
"A case study to track teacher gestures and performance in a virtual learning environment",2015
"Using transaction-level data to diagnose knowledge gaps and misconceptions",2015
"Crowd-sourced learning in MOOCs: Learning analytics meets measurement theory",2015
"Tracking student progress in a game-like learning environment with a Monte Carlo Bayesian Knowledge Tracing model",2015
"Formative and summative analyses of disciplinary engagement and learning in a big open online course",2015
"On the validity of peer grading and a cloud teaching assistant system",2015
"Planning for success: How students use a grade prediction tool to win their classes",2015
"Student privacy self-management: Implications for learning analytics",2015
"Identifying learning strategies associated with active use of video annotation software",2015
"The 3rd LAK data competition",2015
"Developing an evaluation framework of quality indicators for learning analytics",2015
"A process mining approach to linking the study of aptitude and event facets of self-regulated learning",2015
"Reducing selection bias in quasi-experimental educational studies",2015
"Integrated representations and small data-Towards contextualized and embedded analytics tools for learners",2015
"Improving undergraduate student achievement in large blended courses through data-driven interventions",2015
"What do cMOOC participants talk about in Social Media?: A Topic Analysis of Discourse in a cMOOC",2015
"LAK 2015 program chairs' welcome",2015
"Analysis of learners' study logs: Mouse trajectories to identify the occurrence of hesitation in solving word-reordering",2015
"Who, when and why: A machine learning approach to prioritizing students at risk of not graduating high school on time",2015
"Socioeconomic status and MOOC enrollment: Enriching demographic information with external datasets",2015
"Predicting post-training readiness to work with computers: The predominance of log-based variables",2015
"A learning system utilizing learners' active tracing behaviors",2015
"Unsupervised modeling for understanding MOOC discussion forums: A learning analytics approach",2015
"How does Bayesian knowledge tracing model emergence of knowledge about a mechanical system?",2015
"The LATUX workflow: Designing and deploying awareness tools in technology-enabled learning settings",2015
"Towards better affect detectors: Effect of missing skills, class features and common wrong answers",2015
"Learning analytics in oz: What's happening now, what's planned, and where could it (and should it) go?",2015
"How do you connect? Analysis of social capital accumulation in connectivist MOOCs",2015
"Text mining approach to automate teamwork assessment in group chats",2015
"Classifying student dialogue acts with multimodal learning analytics",2015
"Automated detection of proactive remediation by teachers in reasoning mind classrooms",2015
"Increasing the accessibility of learning objects by automatic tagging",2015
"Correlations between automated rhetorical analysis and tutors' grades on student essays",2015
"Discovering clues to avoid middle school failure at early stages",2015
"How do students interpret feedback delivered via dashboards?",2015
"Examining engagement: Analysing learner subpopulations in massive open online courses (MOOCs)",2015
"Pssst⋯ Textual features⋯ There is more to automatic essay scoring than just you!",2015
"The bridge report: Bringing learning analytics to low-income, urban schools",2015
"Learning analytics in outer space: A hidden naïve bayes model for automatic student off-task behavior detection",2015
"Leveraging multimodal learning analytics to differentiate student learning strategies",2015
"Improving students' long-term retention performance: A study on personalized retention schedules",2015
"Topic facet modeling: Semantic visual analytics for online discussion forums",2015
"From contingencies to network-level phenomena: Multilevel analysis of activity and actors in heterogeneous networked learning environments",2015
"Exploring networks of problem-solving interactions",2015
"CEUR Workshop Proceedings",2015
"Digital badges and ethics: The uses of individual learning data in social contexts",2015
"Research designs for studying individual and collaborative learning with digital badges",2015
"Grading soft skills with open badges",2015
"An online badging system supporting educators' STEM learning",2015
"Whom will digital badges empower? Sociological perspectives on digital badges",2015
"How to design experimental research studies around digital badges",2015
"Anomaly detection in temporal graph data: An iterative tensor decomposition and masking approach",2015
"Temporal density extrapolation",2015
"Bag-of-temporal-SIFT-words for Time series classification",2015
"Progressive and iterative approaches for time series averaging",2015
"Preliminary experimental analysis of Reservoir Computing approach for balance assessment",2015
"Fuzzy clustering of series using quantile autocovariances",2015
"Sequential pattern mining on multimedia data",2015
"Temporal and frequential metric learning for time series kNN classification",2015
"Symbolic representation of time series: A hierarchical coclustering formalization",2015
"Classification factored gated restricted Boltzmann machine",2015
"CEUR Workshop Proceedings",2015
"Monitoring short term changes of malaria incidence in Uganda with Gaussian processes",2015
"Causality on longitudinal data: Stable specification search in constrained structural equation modeling",2015
"An exploratory analysis of multiple multivariate time series",2015
"Estimating dynamic graphical models from multivariate time-series data",2015
"Time series classification in dissimilarity spaces",2015
"Coarse-DTW: Exploiting sparsity in gesture time series",2015
"Courbospark: Decision tree for time-series on spark",2015
"CEUR Workshop Proceedings",2014
"A Linked-Data-driven Web portal for learning analytics: Data enrichment, interactive visualization, and knowledge discovery",2014
"A web-based tool for communication flow analysis of online chats",2014
"Deconstruct and reconstruct: Using topic modeling on an analytics corpus",2014
"Ubiquitous learning analytics using learning logs",2014
"Supporting science communication in a museum using ubiquitous learning logs",2014
"Automated CSCL group assessment: Activity theory based computational method",2014
"Multilevel analysis of uptake, sessions, and key actors in a socio-technical network",2014
"Integration of a flexible analytics workbench with a learning platform for medical specialty training",2014
"Spiral me to the core: Getting a visual grasp on text corpora through clusters and keywords",2014
"Fostering a learning community in MOOCs",2014
"Automated cognitive presence detection in online discussion transcripts",2014
"Towards a general method for building predictive models of learner success using educational time series data",2014
"Modelling student online behaviour in a virtual learning environment",2014
"RecLAK: Analysis and recommendation of interlinking datasets",2014
"Connecting analysis of speech acts and performance analysis - An initial study",2014
"Developing predictive models for early detection of at-risk students on distance learning modules",2014
"Analyzing the log patterns of adult learners in LMS using learning analytics",2014
"Toward unobtrusive measurement of reading comprehension using low-cost EEG",2014
"Clustering of design decisions in classroom visual displays",2014
"Statistical discourse analysis of online discussions: Informal cognition, social metacognition and knowledge creation",2014
"Learning analytics and machine learning",2014
"Effects of image-based and text-based activities on student learning outcomes",2014
"On using Markov chain to evidence the learning structures and difficulty levels of one digit multiplication",2014
"Learning analytics in CSCL with a focus on assessment: An exploratory study of activity theory-informed cluster analysis",2014
"Engagement vs performance: Using electronic portfolios to predict first semester engineering student retention",2014
"Visualizing patterns of student engagement and performance in MOOCs",2014
"Peer evaluation of student generated content",2014
"Sleepers' lag - Study on motion and attention",2014
"Open academic early alert system: Technical demonstration",2014
"A cognitive processing framework for learning analytics",2014
"Patterns of persistence: What engages students in a remedial English writing MOOC?",2014
"Designing pedagogical interventions to support student use of learning analytics",2014
"Modest analytics: Using the index method to identify students at risk of failure",2014
"The learning analytics & knowledge (LAK) data challenge 2014",2014
"Teaching the unteachable: On the compatibility of learning analytics and humane education",2014
"Collaborative spatial classification",2014
"Practice exams make perfect: Incorporating course resource use into an early warning system",2014
"Techniques for data-driven curriculum analysis",2014
"Formative assessment method of real-world learning by integrating heterogeneous elements of behavior, knowledge, and the environment",2014
"Assessing elementary students' science competency with text analytics",2014
"Small to big before massive: Scaling up participatory learning analytics",2014
"National differences in an international classroom",2014
"Analyzing student notes and questions to create personalized study guides",2014
"Competency map: Visualizing student learning to promote student success",2014
"Peer assessment based on ratings in a social media course",2014
"Temporal learning analytics for computer based testing",2014
"Current state and future trends: A citation network analysis of the learning analytics field",2014
"Success, activity and drop-outs in MOOCs An exploratory study on the UNED COMA courses",2014
"Context personalization, preferences, and performance in an intelligent tutoring system for middle school mathematics",2014
"Learning analytics for the social media age",2014
"Setting learning analytics in context: Overcoming the barriers to large-scale adoption",2014
"Analytics of the effects of video use and instruction to support reflective learning",2014
"Perceptions and use of an early warning system during a higher education transition program",2014
"Educational data sciences - Framing emergent practices for analytics of learning, organizations, and systems",2014
"Clustering for improving Educational process mining",2014
"Building institutional capacities and competencies for systemic learning analytics initiatives",2014
"Visualizing semantic space of online discourse: The Knowledge Forum case",2014
"Visual analytics of academic writing",2014
"EGraph tool: Graphing the learning process in LMSs",2014
"Explaining predictive models to learning specialists using personas",2014
"HanZi handwriting acquisition with automatic feedback",2014
"The impact of learning analytics on the Dutch education system",2014
"Data wranglers: Human interpreters to help close the feedback loop",2014
"Customized course advising: Investigating engineering student success with incoming profiles and patterns of concurrent course enrollment",2014
"LAK 2014 programme chairs' welcome",2014
"LAK 2014: 4th International Conference on Learning Analytics and Knowledge",2014
"Establishing an ethical literacy for learning analytics",2014
"DCLA14: Second international workshop on discourse-centric learning analytics",2014
"Interaction design for improved analytics",2014
"Analysis of dynamic resource access patterns in a blended learning course",2014
"An exercise in institutional reflection: The learning analytics readiness instrument (LARI)",2014
"Educational technology approach toward learning analytics: Relationship between student online behavior and learning performance in higher education",2014
"Uncovering what matters: Analyzing transitional relations among contribution types in knowledge-building discourse",2014
"What different kinds of stratification can reveal about the generalizability of data-mined skill assessment models",2013
"System for assessing classroom attention",2013
"Multimodal learning analytics",2013
"Understanding promotions in a case study of student blogging",2013
"A case study inside virtual worlds: Use of analytics for immersive spaces",2013
"An eye-tracking study of notational, informational, and emotional aspects of learning analytics representations",2013
"Supporting action research with learning analytics",2013
"Educational data scientists: A scarce breed",2013
"MOOCs and the funnel of participation",2013
"Interpreting data mining results with linked data for learning analytics: Motivation, case study and directions",2013
"Improving retention: Predicting at-risk students by analysing clicking behaviour in a virtual learning environment",2013
"Inferring higher level learning information from low level data for the Khan Academy platform",2013
"Visualizing social learning ties by type and topic: Rationale and concept demonstrator",2013
"Assessing students' performance using the learning analytics enriched rubrics",2013
"Aggregating social and usage datasets for learning analytics: Data-oriented challenges",2013
"Crafting transformative strategies for personalized learning/analytics",2013
"Considering formal assessment in learning analytics within a PLE: The HOU2LEARN case",2013
"From micro to macro: Analyzing activity in the ROLE Sandbox",2013
"DCLA13: 1st International Workshop on Discourse-Centric Learning Analytics",2013
"Epistemology, pedagogy, assessment and learning analytics",2013
"Toward collaboration sensing: Applying network analysis techniques to collaborative eye-tracking data",2013
"Nanogenetic learning analytics: Illuminating student learning pathways in an online fraction game",2013
"Deconstructing disengagement: Analyzing learner subpopulations in massive open online courses",2013
"Multidisciplinarity vs. multivocality, the case of ""learning analytics""",2013
"Learning analytics for online discussions: A pedagogical model for intervention with embedded and extracted analytics",2013
"Learning object analytics for collections, repositories & federations",2013
"Addressing learner issues with StepUp!: An evaluation",2013
"Towards the development of multimodal action based assessment",2013
"What can we learn from Facebook activity? Using social learning analytics to observe new media literacy skills",2013
"Formative assessment and learning analytics",2013
"Orchestrating of complex inquiry: Three roles for learning analytics in a smart classroom infrastructure",2013
"GradeCraft: What can we learn from a game-inspired learning management system?",2013
"Analytics of collaborative planning in Metafora - Architecture, data, and analytic methods",2013
"The pairing of lecture recording data with assessment scores: A method of discovering pedagogical impact",2013
"Learning analytics as a ""middle space""",2013
"Second International Workshop on Teaching Analytics",2013
"STEMscopes: Contextualizing learning analytics in a K-12 science curriculum",2013
"LAK 2013 chairs' welcome",2013
"Issues, challenges, and lessons learned when scaling up a learning analytics intervention",2013
"Analysis of collaborative writing processes using revision maps and probabilistic topic models",2013
"An evaluation of learning analytics to identify exploratory dialogue in online discussions",2013
"Model-driven assessment of learners in open-ended learning environments",2013
"Analytics on video-based learning",2013
"Analyzing the flow of ideas and profiles of contributors in an open learning community",2013
"Live interest meter - Learning from quantified feedback in mass lectures",2013
"An evaluation of policy frameworks for addressing ethical considerations in learning analytics",2013
"Affective states and state tests: Investigating how affect throughout the school year predicts end of year learning outcomes",2013
"LAK 2013: 3rd International Conference on Learning Analytics and Knowledge",2013
"Open academic analytics initiative: Initial research findings",2013
