"Article","Year","Author"
"Promoting Student Engagement in MOOCs",2016,"Baek__Jiye"
"Exploring the Effects of Lightweight Social Incentives on Learner Performance in MOOCs",2016,"Brady__Katherine"
"Supporting Peer Instruction with Evidence-Based Online Instructional Templates",2016,"Ngoon__Tricia"
"Learning about Teaching in Low-Resource Indian Contexts",2016,"Vishwanath__Aditya"
"Modeling Student Scheduling Preferences in a Computer-Based Testing Facility",2016,"West__Matthew"
"Bringing Non-Programmer Authoring of Intelligent Tutors to MOOCs",2016,"Aleven__Vincent"
"Automatically Learning to Teach to the Learning Objectives",2016,"Antonova__Rika"
"Deep Neural Networks and How They Apply to Sequential Education Data",2016,"Tang__Steven"
"Thesis Writer (TW): Tapping Scale Effects in Academic Writing Instruction",2016,"Rapp__Christian"
"E-Tutor: Scaling Staff Development in the Area of e-Learning Competences",2016,"Rapp__Christian"
"A Demonstration of ANALYSE: A Learning Analytics Tool for Open EdX",2016,"Pijeira_D\'{\i}az__H\'{e}ctor_J."
"Beetle-Grow: An Effective Intelligent Tutoring System to Support Conceptual Change",2016,"Farrow__Elaine"
"Studying Learning at Scale with the ASSISTments TestBed",2016,"Ostrow__Korinn_S."
"Instructor Dashboards In EdX",2016,"Fredericks__Colin"
"Elivate: A Real-Time Assistant for Students and Lecturers as Part of an Online CS Education Platform",2016,"Kim__Suin"
"Effective Pedagogy at Scale: Social Learning and Citizen Inquiry",2016,"Sharples__Mike"
"A Data-Driven Approach for Inferring Student Proficiency from Game Activity Logs",2016,"Falakmasir__Mohammad_H."
"An Exploration of Automated Grading of Complex Assignments",2016,"Geigle__Chase"
"Fuzz Testing Projects in Massive Courses",2016,"Sridhara__Sumukh"
"Peer Grading in a Course on Algorithms and Data Structures: Machine Learning Algorithms Do Not Improve over Simple Baselines",2016,"Sajjadi__Mehdi_S.M."
"AXIS: Generating Explanations at Scale with Learnersourcing and Machine Learning",2016,"Williams__Joseph_Jay"
"Improving the Peer Assessment Experience on MOOC Platforms",2016,"Staubitz__Thomas"
"Graders as Meta-Reviewers: Simultaneously Scaling and Improving Expert Evaluation for Large Online Classrooms",2016,"Joyner__David_A."
"Learning Transfer: Does It Take Place in MOOCs? An Investigation into the Uptake of Functional Programming in Practice",2016,"Chen__Guanliang"
"The Role of Social Media in MOOCs: How to Use Social Media to Enhance Student Retention",2016,"Zheng__Saijing"
"Practical Learning Research at Scale",2016,"Koedinger__Ken"
"Session Details: Opening Keynote Address",2015,"Kiczales__Gregor"
"Achieving 96% Mastery at National Scale through Inspired Learning and Generative Adaptivity",2015,"Popovic__Zoran"
"Effective Sampling for Large-Scale Automated Writing Evaluation Systems",2015,"Dronen__Nicholas"
"Improving Student Modeling Through Partial Credit and Problem Difficulty",2015,"Ostrow__Korinn"
"Addressing Common Analytic Challenges to Randomized Experiments in MOOCs: Attrition and Zero-Inflation",2015,"Lamb__Anne"
"Structure and Messaging Techniques for Online Peer Learning Systems That Increase Stickiness",2015,"Kotturi__Yasmine"
"The Prediction of Student First Response Using Prerequisite Skills",2015,"Botelho__Anthony"
"Blended Learning in Indian Colleges with Massively Empowered Classroom",2015,"Cutrell__Edward"
"Attrition and Achievement Gaps in Online Learning",2015,"Kizilcec__Ren\'{e}_F."
"Towards Detecting Wheel-Spinning: Future Failure in Mastery Learning",2015,"Gong__Yue"
"PeerStudio: Rapid Peer Feedback Emphasizes Revision and Improves Performance",2015,"Kulkarni__Chinmay_E."
"Alumni &amp; Tenured Participants in MOOCs: Analysis of Two Years of MOOC Discussion Channel Activity",2015,"Nelimarkka__Matti"
"A Playful Game Changer: Fostering Student Retention in Online Education with Social Gamification",2015,"Krause__Markus"
"MoocRP: An Open-Source Analytics Platform",2015,"Pardos__Zachary_A."
"Learning is Not a Spectator Sport: Doing is Better than Watching for Learning from a MOOC",2015,"Koedinger__Kenneth_R."
"Exploring the Effect of Confusion in Discussion Forums of Massive Open Online Courses",2015,"Yang__Diyi"
"Uncovering Trajectories of Informal Learning in Large Online Communities of Creators",2015,"Yang__Seungwon"
"Probabilistic Use Cases: Discovering Behavioral Patterns for Predicting Certification",2015,"Coleman__Cody_A."
"An Automated Grading/Feedback System for 3-View Engineering Drawings Using RANSAC",2015,"Kwon__Youngwook_Paul"
"Mathematical Language Processing: Automatic Grading and Feedback for Open Response Mathematical Questions",2015,"Lan__Andrew_S."
"BayesRank: A Bayesian Approach to Ranked Peer Grading",2015,"Waters__Andrew_E."
"Staggered Versus All-At-Once Content Release in Massive Open Online Courses: Evaluating a Natural Experiment",2015,"Mullaney__Tommy"
"Autonomously Generating Hints by Inferring Problem Solving Policies",2015,"Piech__Chris"
"Problems Before Solutions: Automated Problem Clarification at Scale",2015,"Basu__Soumya"
"Machine Learning for Learning at Scale",2015,"Norvig__Peter"
"Towards Capturing Learners Sentiment and Context",2015,"Clarkes-Nias__Jaye"
"Measuring and Maximizing the Effectiveness of Honor Codes in Online Courses",2015,"Corrigan-Gibbs__Henry"
"Technology-Enhanced Learning: Evidence-Based Improvement",2015,"Scanlon__Eileen"
"A Modern Student Experience InSystems Programming",2015,"Shankar__Vaishaal"
"Educational Evaluation in the PKU SPOC Course ""Data Structures and Algorithms""",2015,"Zhang__Ming"
"Learn With Friends: The Effects of Student Face-to-Face Collaborations on Massive Open Online Course Activities",2015,"Brooks__Christopher"
"Who You Are or What You Do: Comparing the Predictive Power of Demographics vs. Activity Patterns in Massive Open Online Courses (MOOCs)",2015,"Brooks__Christopher"
"Connecting the Dots: Predicting Student Grade Sequences from Bursty MOOC Interactions over Time",2015,"Sinha__Tanmay"
"Connecting Stories and Pedagogy Increases Participant Engagement in Discussions",2015,"Pandey__Vineet"
"Source Effects in Online Education",2015,"Gupta__Nakull"
"Assessment of KNOWLA: Knowledge Assembly for Learning and Assessment",2015,"Thompson__Meredith_M."
"An E-Report Scoring Method Based on Student Peer Evaluation Using Groupware",2015,"Wang__Yuanyuan"
"Adding Third-Party Authentication to Open EdX: A Case Study",2015,"Cox__John"
"Game Theory Based Peer Grading Mechanisms for MOOCs",2015,"Wu__William"
"Peers in MOOCs: Lessons Based on the Education Production Function, Collective Action, and an Experiment",2015,"Williams__Betsy_Anne"
"TELLab: An Experiential Learning Tool for Psychology",2015,"Li__Na"
"Identifying Content-Related Threads in MOOC Discussion Forums",2015,"Cui__Yi"
"Understanding Learners' General Perception Towards Learning with MOOC Classmates: An Exploratory Study",2015,"Chua__Soon_Hau"
"M-CAFE: Managing MOOC Student Feedback with Collaborative Filtering",2015,"Zhou__Mo"
"Item Ordering Effects with Qualitative Explanations Using Online Adaptive Tutoring Data",2015,"Tang__Steven"
"Learnersourcing of Complex Assessments",2015,"Mitros__Piotr"
"Supporting Face-to-Face Like Communication Modalities for Asynchronous Assignment Feedback in Math Education",2015,"Randles__Bernie"
"Practical Measures of Learning Behaviors",2015,"Krumm__Andrew_E."
"Demographic Differences in a Growth Mindset Incentive Structure for Educational Games",2015,"O'Rourke__Eleanor"
"Behavior Prediction in MOOCs Using Higher Granularity Temporal Information",2015,"Ye__Cheng"
"Analysis of a Large-Scale Formative Writing Assessment System with Automated Feedback",2015,"Foltz__Peter_W."
"Designing MOOCs as Interactive Places for Collaborative Learning",2015,"Zheng__Saijing"
"Toward the Evaluation of Educational Videos Using Bayesian Knowledge Tracing and Big Data",2015,"MacHardy__Zachary"
"The Visible and Invisible in a MOOC Discussion Forum",2015,"Mustafaraj__Eni"
"Exploring Collaborative Storytelling as a Method for Creating Educational Games",2015,"Wylie__Ruth"
"Do Numeric Ratings Impact Peer Reviewers?",2015,"Hicks__Catherine_M."
"Learner-Sourcing in an Engineering Class at Scale",2015,"Glassman__Elena_L."
"Clustering Student Programming Assignments to Multiply Instructor Leverage",2015,"Yin__Hezheng"
"Feature Factory: Crowd Sourced Feature Discovery",2015,"Veeramachaneni__Kalyan"
"Are You Listening? Social Roles and Perceived Value of Statements in Online Learning Communities",2015,"Shillair__Ruth"
"All It Takes Is One: Evidence for a Strategy for Seeding Large Scale Peer Learning Interactions",2015,"Hearst__Marti_A."
"Evaluating the Relationship Between Course Structure, Learner Activity, and Perceived Value of Online Courses",2015,"Roll__Ido"
"Cultural Relevance in MOOCs: Asking About Socioeconomic Context",2015,"Kasunic__Anna"
"Does Online Q&amp;A Activity Vary Based on Topic: A Comparison of Technical and Non-Technical Stack Exchange Forums",2015,"Ahmed__Saif"
"Clustering-Based Active Learning for CPSGrader",2015,"Juniwal__Garvit"
"Learning Experiments Using AB Testing at Scale",2015,"Chudzicki__Christopher"
"Using and Designing Platforms for In Vivo Educational Experiments",2015,"Williams__Joseph_Jay"
"Supporting Instructors in Collaborating with Researchers Using MOOClets",2015,"Williams__Joseph_Jay"
"Viz-R: Using Recency to Improve Student and Domain Models",2015,"Goldin__Ilya"
"Learning the Features Used To Decide How to Teach",2015,"Lee__Min_Hyung"
"New Wine in No Bottles: Immersive, Personalized Ubiquitous Learning",2014,"Dede__Christopher_J."
"Student Skill and Goal Achievement in the Mapping with Google MOOC",2014,"Wilkowski__Julia"
"Correlating Skill and Improvement in 2 MOOCs with a Student's Time on Tasks",2014,"Champaign__John"
"Demographic Differences in How Students Navigate through MOOCs",2014,"Guo__Philip_J."
"Understanding In-Video Dropouts and Interaction Peaks Inonline Lecture Videos",2014,"Kim__Juho"
"How Video Production Affects Student Engagement: An Empirical Study of MOOC Videos",2014,"Guo__Philip_J."
"Hint Systems May Negatively Impact Performance in Educational Games",2014,"O'Rourke__Eleanor"
"Teaching Recommender Systems at Large Scale: Evaluation and Lessons Learned from a Hybrid MOOC",2014,"Konstan__Joseph_A."
"Do Professors Matter? Using an a/b Test to Evaluate the Impact of Instructor Involvement on MOOC Student Outcomes",2014,"Tomkin__Jonathan_H."
"Monitoring MOOCs: Which Information Sources Do Instructors Value?",2014,"Stephens-Martinez__Kristin"
"Divide and Correct: Using Clusters to Grade Short Answers at Scale",2014,"Brooks__Michael"
"Scaling Short-Answer Grading by Combining Peer Assessment with Algorithmic Scoring",2014,"Kulkarni__Chinmay_E."
"Self-Evaluation in Advanced Power Searching and Mapping with Google MOOCs",2014,"Wilkowski__Julia"
"Superposter Behavior in MOOC Forums",2014,"Huang__Jonathan"
"Chatrooms in MOOCs: All Talk and No Action",2014,"Coetzee__Derrick"
"Panel: Online Learning Platforms and Data Science",2014,"Sahami__Mehran"
"ForumDash: Analyzing Online Discussion Forums",2014,"Speck__Jacquelin"
"OCTAL: Online Course Tool for Adaptive Learning",2014,"Armendariz__Daniel"
"Reducing Non-Response Bias with Survey Reweighting: Applications for Online Learning Researchers",2014,"Kizilcec__Ren\'{e}_F."
"Model Thinking: Demographics and Performance of Mooc Students Unable to Afford a Formal Education",2014,"Dillahunt__Tawanna"
"""Why Did You Enroll in This Course?"": Developing a Standardized Survey Question for Reasons to Enroll",2014,"Schneider__Emily"
"Improving Problem Solving Performance in Computer-Based Learning Environments through Subgoal Labels",2014,"Margulieux__Lauren_E."
"Initial Experiences with Small Group Discussions in MOOCs",2014,"Lim__Seongtaek"
"Open System for Video Learning Analytics",2014,"Chorianopoulos__Konstantinos"
"Forming Beneficial Teams of Students in Massive Online Classes",2014,"Agrawal__Rakesh"
"Uncovering Hidden Engagement Patterns for Predicting Learner Performance in MOOCs",2014,"Ramesh__Arti"
"A Multiplayer Online Game for Teaching Software Engineering Practices",2014,"Xiao__David"
"Talkabout: Small-Group Discussions in Massive Global Classes",2014,"Cambre__Julia"
"Community TAs Scale High-Touch Learning, Provide Student-Staff Brokering, and Build Esprit de Corps",2014,"Papadopoulos__Kathryn"
"Adaptive and Social Mechanisms for Automated Improvement of ELearning Materials",2014,"Buffardi__Kevin"
"Distance Learning, OER, and MOOCs: Some UK Experiences",2014,"Scanlon__Eileen"
"Tracking Progress: Predictors of Students' Weekly Achievement during a Circuits and Electronics MOOC",2014,"DeBoer__Jennifer"
"Feature Engineering for Clustering Student Solutions",2014,"Glassman__Elena_L."
"Improving Online Class Forums by Seeding Discussions and Managing Section Size",2014,"Miller__Kelly"
"Student Explorer: A Tool for Supporting Academic Advising at Scale",2014,"Lonn__Steven"
"Educational Programming Systems for Learning at Scale",2014,"Wang__Qianxiang"
"Online Learning versus Blended Learning: An Exploratory Study",2014,"Cross__Andrew"
"Modeling Programming Knowledge for Mentoring at Scale",2014,"Pai__Anvisha_H."
"Facilitating MOOCs Learning through Weekly Meet-up: A Case Study in Taiwan",2014,"Chen__Pin-Ju"
"Java Tutor: Bootstrapping with Python to Learn Java",2014,"O'Brien__Casey"
"Corporate Learning at Scale: Lessons from a Large Online Course at Google",2014,"Asuncion__Arthur"
"Teacher Usage Behaviors within an Online Open Educational Resource Repository",2014,"Sabourin__Jennifer"
"ACCE: Automatic Coding Composition Evaluator",2014,"Rogers__Stephanie"
"Due Dates in MOOCs: Does Stricter Mean Better?",2014,"Nesterko__Sergiy_O."
"Visual Analytics of MOOCs at Maryland",2014,"Xu__Zhengzheng"
"Social Factors That Contribute to Attrition in MOOCs",2014,"Ros\'{e}__Carolyn_Penstein"
"Assigning Videos to Textbooks at Appropriate Granularity",2014,"Kokkodis__Marios"
"A Behavioral Biometrics Based Authentication Method for MOOC's That is Robust against Imitation Attempts",2014,"Krause__Markus"
"What Does Enrollment in a MOOC Mean?",2014,"Mustafaraj__Eni"
"Promoting Active Learning &amp; Leveraging Dashboards for Curriculum Assessment in an OpenEdX Introductory CS Course for Middle School",2014,"Grover__Shuchi"
"Evaluating Educational Interventions at Scale",2014,"Agrawal__Rakesh"
"DeepTutor: Towards Macro- and Micro-Adaptive Conversational Intelligent Tutoring at Scale",2014,"Rus__Vasile"
"The Challenges of Using a MOOC to Introduce ""Absolute Beginners"" to Programming on Specialized Hardware",2014,"Kay__Jennifer_S."
"Runestone Interactive: Tools for Creating Interactive Course Materials",2014,"Miller__Brad"
"Work-in-Progress: Program Grading and Feedback Generation with Web-CAT",2014,"Edwards__Stephen_H."
"L@S 2014 Demo: Best Practices for MOOC Video",2014,"Garcia__Daniel"
"A System for Sending the Right Hint at the Right Time",2014,"Elkherj__Matthew"
"Code Hunt: Gamifying Teaching and Learning of Computer Science at Scale",2014,"Tillmann__Nikolai"
"The Synchronicity Paradox in Online Education",2020,"Wang__Qiaosi"
"Affordable Degrees at Scale: New Phenomenon or New Hype?",2020,"Schmidt__Robert_W."
"Using Information Visualization to Promote Students' Reflection on ""Gaming the System"" in Online Learning",2020,"Asano__Yuya"
"Studying Retrieval Practice in an Intelligent Tutoring System",2020,"Uzun__Hasan"
"Sensing Affect to Empower Students: Learner Perspectives on Affect-Sensitive Technology in Large Educational Contexts",2020,"Jing__Shan"
"The Effect of Informing Agency in Self-Directed Online Learning Environments",2020,"Nelson__Greg_L."
"Informal Learning Communities: The Other Massive Open Online 'C'",2020,"Lynch__Michael"
"Co-Teaching Computer Science Across Borders: Human-Centric Learning at Scale",2020,"Yan__Lisa"
"Effectiveness of Crowd-Sourcing On-Demand Assistance from Teachers in Online Learning Platforms",2020,"Heffernan__Neil_T."
"PARQR: Automatic Post Suggestion in the Piazza Online Forum to Support Degree Seeking Online Masters Students",2020,"Finkelberg__Roy"
"Understanding Learner Behavior Through Learning Design Informed Learning Analytics",2020,"Liang__Leming"
"Students' Achievement of Personalized Learning Objectives in MOOCs",2020,"Sauer__Dominic"
"Student Engagement in Mobile Learning via Text Message",2020,"Chen__Maximillian"
"Human Languages in Source Code: Auto-Translation for Localized Instruction",2020,"Abu-El-Haija__Sami"
"Toward Learning at Scale in Developing Countries: Lessons from the Global Learning XPRIZE Field Study",2020,"Naderzad__Sheba_P."
"Using Google Search Trends to Estimate Global Patterns in Learning",2020,"Tiwari__Mo"
"Learning to Cheat: Quantifying Changes in Score Advantage of Unproctored Assessments Over Time",2020,"Azad__Sushmita"
"Supporting Learners' Self-Regulation in LMOOCs: What Have We Done and How Far We Can Go?",2020,"Yildiz__Hilal_Seda"
"Building an Infrastructure for Computer Science Education Research and Practice at Scale",2020,"Koedinger__Ken"
"Artificial Intelligence for Video-Based Learning at Scale",2020,"Fels__Sidney"
"Workshop Proposal: Educational A/B Testing at Scale",2020,"Heffernan__Neil"
"Learning Engineering @ Scale",2020,"Goodell__Jim"
"Designing Inclusive Learning Environments",2020,"Kizilcec__Ren\'{e}_F."
"Global Learning @ Scale",2020,"Carlon__May"
"Code Free Chatbot Development: An Easy Way to Jumpstart Your Chatbot!",2020,"Wong__Victor_Yiu_Lun"
"Adaptive Learning Using Finite State Machine Logic",2020,"Frezzo__Dennis_C."
"Examining Sources of Variation in Student Confusion in College Classes",2020,"Kizilcec__Ren\'{e}_F."
"Towards Crowdsourcing the Identification of Knowledge Components",2020,"Nguyen__Huy_A."
"Characterizing Teacher Connections in Online Social Media: A Case Study on Pinterest",2020,"Torphy__Kaitlin_T."
"Open PISA: Dashboard for Large Educational Dataset",2020,"Rafaeli__Sheizaf"
"NQuire: Citizens Acting as Scientists in Massive Open Online Learning",2020,"Herodotou__Christothea"
"Examinator: A Plagiarism Detection Tool for Take-Home Exams",2020,"Dahiya__Akshay"
"Understanding Student Experience: A Pathways Model",2020,"Gaved__Mark"
"Inferring Creativity in Visual Programming Environments",2020,"Segal__Avi"
"Detecting Contract Cheaters in Online Programming Classes with Keystroke Dynamics",2020,"Park__Jungkook"
"BELT: Bluejeans CodE Leak DeTection",2020,"Mao__Jia"
"Analyzing Pre-Existing Knowledge and Performance in a Programming MOOC",2020,"Bell__Ana"
"Automatic RNN Cell Design for Knowledge Tracing Using Reinforcement Learning",2020,"Larson__Eric_C."
"Guidance on How Learning at Scale Can Be Made More Accessible",2020,"Ferguson__Rebecca"
"Differential Assessment, Differential Benefit: Four-Year Problem Roulette Analysis of STEM Practice Study",2020,"Anbajagane__Dhayaa"
"Learnersourcing at Scale to Overcome Expert Blind Spots for Introductory Programming: A Three-Year Deployment Study on the Python Tutor Website",2020,"Markel__Julia_M."
"Where's the Learning in Education Crowdsourcing?",2020,"Ahn__June"
"Predicting Applicant Admission Status for Georgia Tech's Online Master's in Analytics Program",2020,"Lee__Jeonghyun"
"SAGA: Curricula Optimization",2020,"Joyner__David_A."
"Explanation Mining",2020,"Zhai__ChengXiang"
"Interpretable Personalized Knowledge Tracing and Next Learning Activity Recommendation",2020,"Bhatt__Shreyansh"
"A Quantitative Analysis of When Students Choose to Grade Questions on Computerized Exams with Multiple Attempts",2020,"Bretl__Timothy"
"Cold Start Knowledge Tracing with Attentive Neural Turing Machine",2020,"Bhatt__Shreyansh"
"Identifying Preparatory Courses That Predict Student Success in Quantitative Subjects",2020,"AbuHashem__Abdallah_A."
"Towards an Appropriate Query, Key, and Value Computation for Knowledge Tracing",2020,"Lee__Youngnam"
"Analyzing K-12 Blended MOOC Learning Behaviors",2020,"Hemberg__Erik"
"Have Your Tickets Ready! Impede Free Riding in Large Scale Team Assignments",2020,"Traifeh__Hanadi"
"A Novel Approach for Knowledge State Representation and Prediction",2020,"Zhao__Jinjin"
"Evaluating Bayesian Knowledge Tracing for Estimating Learner Proficiency and Guiding Learner Behavior",2020,"Zhao__Jinjin"
"Pixasso: A Development Stage-Based Learning Application for Children",2020,"Spittlemeister__Andrew"
"Analysis of Grading Times of Short Answer Questions",2020,"Karayev__Sergey"
"Towards Scalable Gamified Assessment in Support of Collaborative Problem-Solving Competency Development in Online and Blended Learning",2020,"Stoeffler__Kristin"
"Developing Digital Clinical Simulations for Large-Scale Settings on Diversity, Equity, and Inclusion: Design Considerations for Effective Implementation at Scale",2020,"Littenberg-Tobias__Joshua"
"Leveraging Book Indexes for Automatic Extraction of Concepts in MOOCs",2020,"San__Aidan"
"Understanding Reading Behaviors of Middle School Students",2020,"Rutherford__Teomara"
"AlgoPlan: Supporting Planning in Algorithmic Problem-Solving with Subgoal Diagrams",2020,"Chen__Sally"
"Learning Analytics Dashboard for Problem-Based Learning",2020,"Li__Chenglu"
"An Evidence-Based Learner Model for Supporting Activities in Robotics",2020,"Lingnau__Andreas"
"Content Type Distribution and Readability of MOOCs",2020,"Keerativoranan__Nopphon"
"Automated Generation of Learning Paths at Scale",2020,"Kutluoglu__Gulsen"
"Interpretable Models Do Not Compromise Accuracy or Fairness in Predicting College Success",2020,"Yu__Renzhe"
"Challenges of Online Learning in Nigeria",2020,"Joyner__David_A."
"Introducing Alexa for E-Learning",2020,"Bhatt__Shreyansh"
"Can a Diversity Statement Increase Diversity in MOOCs?",2019,"Saltarelli__Andrew_J."
"Multiplatform MOOC Analytics: Comparing Global and Regional Patterns in EdX and Edraak",2019,"Halawa__Sherif"
"On the Acceptance and Usefulness of Personalized Learning Objectives in MOOCs",2019,"Sauer__Dominic"
"Graded Team Assignments in MOOCs: Effects of Team Composition and Further Factors on Team Dropout Rates and Performance",2019,"Meinel__Christoph"
"How Learners Engage with In-Context Retrieval Exercises in Online Informational Videos",2019,"Chilana__Parmit_K."
"Instructors Desire Student Activity, Literacy, and Video Quality Analytics to Improve Video-Based Blended Courses",2019,"Dodson__Samuel"
"Growth Mindset Predicts Student Achievement and Behavior in Mobile Learning",2019,"Goldfarb__Daniel"
"Improv: Teaching Programming at Scale via Live Coding",2019,"Guo__Philip_J."
"Scaffolding during Science Inquiry",2019,"Gobert__Janice"
"Teaching UI Design at Global Scales: A Case Study of the Design of Collaborative Capstone Projects for MOOCs",2019,"Yu__Bowen"
"Inequality: Multi-Modal Equation Entry on the Web",2019,"Sharkey__James_P."
"Automatic Assessment of Complex Assignments Using Topic Models",2019,"Cope__William"
"Designing Digital Peer Assessment for Second Language Learning in Low Resource Learning Settings",2019,"Moodley__Chane_Simone"
"Mining Students Pre-Instruction Beliefs for Improved Learning",2019,"Stewart__John"
"Scaling Up Writing in the Curriculum: Batch Mode Active Learning for Automated Essay Scoring",2019,"Rosenstein__Mark"
"UpGrade: Sourcing Student Open-Ended Solutions to Create Scalable Learning Opportunities",2019,"Talluri__Srinivasa_Teja"
"Apples to Apples: Differences in Viewer Retention When Longer Content is Chopped into Smaller Bites",2019,"Lambe__Colin"
"Key Phrase Extraction for Generating Educational Question-Answer Pairs",2019,"Davis__Glenn"
"Master's at Scale: Five Years in a Scalable Online Graduate Degree",2019,"Isbell__Charles"
"Data-Assistive Course-to-Course Articulation Using Machine Translation",2019,"Chau__Hung"
"Via: Illuminating Academic Pathways at Scale",2019,"Martinez__Richard_Diehl"
"Predict and Intervene: Addressing the Dropout Problem in a MOOC-Based Program",2019,"Caballero-Caballero__Sergio"
"Chimeria: Grayscale MOOC: Towards Critical Self-Reflection at Scale",2019,"Harrell__D._Fox"
"Measuring Students' Performance on Programming Tasks",2019,"Pel\'{a}nek__Radek"
"Informing the Design of Collaborative Activities in MOOCs Using Actionable Predictions",2019,"G\'{o}mez-S\'{a}nchez__Eduardo"
"Measuring Difficulty of Introductory Programming Tasks",2019,"\v{C}ech\'{a}k__Jaroslav"
"Inquiry Learning at Scale: Pedagogy-Informed Design of a Platform for Citizen Inquiry",2019,"Aristeidou__Maria"
"BookBuddy: Turning Digital Materials Into Interactive Foreign Language Lessons Through a Voice Chatbot",2019,"Willis__Angelica"
"Creating a Framework for User-Centered Development and Improvement of Digital Education",2019,"Renz__Jan"
"Leveraging Skill Hierarchy for Multi-Level Modeling with Elo Rating System",2019,"Rosen__Yigal"
"Student Code Trajectories in an Introductory Programming MOOC",2019,"Hemberg__Erik"
"Predicting the Difficulty of Automatic Item Generators on Exams from Their Difficulty on Homeworks",2019,"West__Matthew"
"Pilot Study to Estimate ""Difficult"" Area in e-Learning Material by Physiological Measurements",2019,"Okamoto__Tsuyoshi"
"Semantic Matching Evaluation of User Responses to Electronics Questions in AutoTutor",2019,"Hampton__Andrew_J."
"Proposal and Implementation of an Elderly-Oriented User Interface for Learning Support Systems",2019,"Tamura__Kaori"
"Implementing Learning Analytics to Foster a STEM Learning Ecosystem at the City-Level: Emerging Research and Design Challenges",2019,"Upadhyay__Pooja"
"On the Influence of Grades on Learning Behavior of Students in MOOCs",2019,"Hemberg__Erik"
"Synchronous at Scale: Investigation and Implementation of a Semi-Synchronous Online Lecture Platform",2019,"Joyner__David_A."
"Impact of Free-Certificate Coupons on Learner Behavior in Online Courses: Results from Two Case Studies",2019,"Ruip\'{e}rez-Valiente__Jos\'{e}_A."
"Guided-KNOWLA: The Use of Guided Unscrambling to Enhance Active Online Learning",2019,"Liu__Ye"
"An Automated Feedback System to Support Student Learning in Writing-to-Learn Activities",2019,"Wu__Yi-Fang_Brook"
"AutomaTA: Human-Machine Interaction for Answering Context-Specific Questions",2019,"Han__Donghoon"
"What Do Students at Distance Universities Think about AI?",2019,"Anastopoulou__Stamatina"
"Peer Advising at Scale: Content and Context of a Learner-Owned Course Evaluation System",2019,"Joyner__David"
"Towards Improving Students' Forum Posts Categorization in MOOCs and Impact on Performance Prediction",2019,"Luengo__Vanda"
"PARQR: Augmenting the Piazza Online Forum to Better Support Degree Seeking Online Masters Students",2019,"Finkelberg__Roy"
"Causal Inference in Higher Education: Building Better Curriculums",2019,"Polyzou__Agoritsa"
"Investigating Learning Design Categorization and Learning Behaviour in Computational MOOCS",2019,"Law__Nancy"
"LiveDataLab: A Cloud-Based Platform to Facilitate Hands-on Data Science Education at Scale",2019,"Zhai__ChengXiang"
"Jack Watson: Addressing Contract Cheating at Scale in Online Computer Science Education",2019,"Benton__David"
"Web of Slides: Automatic Linking of Lecture Slides to Facilitate Navigation",2019,"Bhavya"
"WOSView Demo: A Tool to Explore the Web of Slides",2019,"Bhavya"
"Teaching C Programming Interactively at Scale Using Taskgrader: An Open-Source Autograder Tool",2019,"Bonfert-Taylor__Petra"
"Supporting Instruction of Formulaic Sequences Using Videos at Scale",2019,"Yun__Hyeonggeun"
"Achievements for Building a Learning Community",2019,"Ng__Shun_Geng"
"Replicating MOOC Predictive Models at Scale",2018,"Brooks__Christopher"
"Students, Systems, and Interactions: Synthesizing the First Four Years of Learning@scale and Charting the Future",2018,"Guo__Philip_J."
"The Potential for Scientific Outreach and Learning in Mechanical Turk Experiments",2018,"Arian__Morelle"
"Toward Large-Scale Learning Design: Categorizing Course Designs in Service of Supporting Learning Outcomes",2018,"Seaton__Daniel"
"Addressing Two Problems in Deep Knowledge Tracing via Prediction-Consistent Regularization",2018,"Yeung__Dit-Yan"
"The Effects of Adaptive Learning in a Massive Open Online Course on Learners' Skill Development",2018,"Rushkin__Ilia"
"QG-Net: A Data-Driven Question Generation Model for Educational Content",2018,"Lan__Andrew_S."
"Towards Domain General Detection of Transactive Knowledge Building Behavior",2018,"Ros\'{e}__Carolyn"
"Docent: Transforming Personal Intuitions to Scientific Hypotheses through Content Learning and Process Training",2018,"Debelius__Justine"
"Supporting Answerers with Feedback in Social Q&amp;A",2018,"Walker__Erin"
"Refocusing the Lens on Engagement in MOOCs",2018,"Bosch__Nigel"
"The Relationship between Scientific Explanations and the Proficiencies of Content, Inquiry, and Writing",2018,"Gobert__Janice"
"Towards Making Block-Based Programming Activities Adaptive",2018,"Pel\'{a}nek__Radek"
"Towards Adapting to Learners at Scale: Integrating MOOC and Intelligent Tutoring Frameworks",2018,"Sewall__Jonathan"
"Combining Adaptivity with Progression Ordering for Intelligent Tutoring Systems",2018,"Wang__Shuhan"
"Toward a Large-Scale Open Learning System for Data Management",2018,"Figueroa__Andrew"
"From Online Learning to Offline Action: Using MOOCs for Job-Embedded Teacher Professional Development",2018,"Huttner-Loan__Elizabeth"
"Measuring Item Similarity in Introductory Programming",2018,"Effenberger__Tom\'{a}\v{s}"
"Pilot Study on Optimal Task Scheduling in Learning",2018,"Tan__Chee_Wei"
"Longitudinal Trends in Sentiment Polarity and Readability of an Online Masters of Computer Science Course",2018,"Goel__Ashok"
"Glanceable Code History: Visualizing Student Code for Better Instructor Feedback",2018,"Goldman__Max"
"Toward Large-Scale Automated Scoring of Scientific Visual Models",2018,"Liu__Lei"
