"Article","Year","Author","Stem"
"Perseverance Is Crucial for Learning. “OK! but Can I Take a Break?”",2018,"Annika_Silvervarg","persever"
"Personalization in OELEs: Developing a Data-Driven Framework to Model and Scaffold SRL Processes",2019,"Gautam_Biswas","person"
"Personalized Expert Skeleton Scaffolding in Concept Map Construction",2015,"Rishabh_Chaudhry","concept map"
"Personalized Tag-Based Knowledge Diagnosis to Predict the Quality of Answers in a Community of Learners",2017,"Oluwabukola_Mayowa_Ishola","user/learner model"
"Personalizing Embedded Assessment Sequences in Narrative-Centered Learning Environments: A Collaborative Filtering Approach",2013,"James_Lester","narrative-centered learning environ"
"Pilot Test of a Natural-Language Tutoring System for Physics That Simulates the Highly Interactive Nature of Human Tutoring",2013,"Diane_Litman","natural-language dialogu"
"Pique: Recommending a Personalized Sequence of Research Papers to Engage Student Curiosity",2019,"Kazjon_Grace","personalized learn"
"Positive Impact of Collaborative Chat Participation in an edX MOOC",2015,"Diyi_Yang","collaborative reflect"
"Predicting Academic Performance: A Bootstrapping Approach for Learning Dynamic Bayesian Networks",2019,"Leila_Yousefi","performance predict"
"Predicting Comprehension from Students’ Summaries",2015,"Larise_Lucia_Stavarache","reading strategi"
"Predicting Dialogue Breakdown in Conversational Pedagogical Agents with Multimodal LSTMs",2019,"Eric_Wiebe","conversational pedagogical ag"
"Predicting Gaps in Usage in a Phone-Based Literacy Intervention System",2020,"Michael_Madaio","machine learn"
"Predicting Learner’s Deductive Reasoning Skills Using a Bayesian Network",2017,"Janie_Brisson","intelligent tutoring system (its)"
"Predicting Learners Need for Recommendation Using Dynamic Graph-Based Knowledge Tracing",2020,"Nour_Eddine_El_Faddouli","node classif"
"Predicting Low vs. High Disparity between Peer and Expert Ratings in Peer Reviews of Physics Lab Reports",2013,"Huy_V._Nguyen","peer review"
"Predicting Misalignment Between Teachers’ and Students’ Essay Scores Using Natural Language Processing Tools",2015,"Laura_Allen","cohes"
"Predicting Multi-document Comprehension: Cohesion Network Analysis",2019,"Cecile_Perret","multi-document comprehension and integr"
"Predicting Question Quality Using Recurrent Neural Networks",2018,"Danielle_McNamara","question ask"
"Predicting Reading Comprehension from Constructed Responses: Explanatory Retrievals as Stealth Assessment",2020,"Laura_Allen","natural language process"
"Predicting Student Performance from Multiple Data Sources",2015,"Joshua_Stretton","computer science educ"
"Predicting Students’ Emotions Using Machine Learning Techniques",2015,"Nabeela_Altrabsheh","maximum entropi"
"Prediction of Group Learning Results from an Aggregation of Individual Understanding with Kit-Build Concept Map",2020,"Tsukasa_Hirashima","concept map"
"Prediction of Interpersonal Help-Seeking Behavior from Log Files in an In-Service Education Distance Course",2018,"Deborah_Viviane_Ferrari","interpersonal help-seek"
"Predictive Knowledge Modeling in Collaborative Inquiry Learning Scenarios",2015,"Sven_Manske","predictive model"
"Preliminary Evaluations of a Dialogue-Based Digital Tutor",2018,"Cassius_D’helon","intelligent tutoring system"
"Probability Based Scaffolding System with Fading",2015,"Yoshimitsu_Miyasawa","learning sci"
"Proficiency and Preference Using Local Language with a Teachable Agent",2017,"Cristina_Dumdumaya","natural language dialogu"
"Programming Pathways: A Technique for Analyzing Novice Programmers’ Learning Trajectories",2013,"Paulo_Blikstein","machine learn"
"Programming with Your Heart on Your Sleeve: Analyzing the Affective States of Computer Programming Students",2013,"Sidney_D’Mello","computer program"
"Promoting Inclusivity Through Time-Dynamic Discourse Analysis in Digitally-Mediated Collaborative Learning",2019,"Christopher_Brooks","group communication analysi"
"Promoting Learning and Satisfaction of Children When Interacting with an Emotional Companion to Program",2020,"Diana_Pérez_Marín","learning companion"
"Promoting Metacognition Within a Game-Based Environment",2015,"Erica_L._Snow","metacognit"
"Promoting Metacognitive Awareness within a Game-Based Intelligent Tutoring System",2015,"Amy_M._Johnson","artificial intellig"
"Promoting Self-regulated Learning in an Intelligent Tutoring System for Writing",2015,"Laura_Allen","intelligent tutoring system"
"Prosodic Entrainment and Tutoring Dialogue Success",2013,"Huy_V._Nguyen","dialogue system"
"Providing Automated Real-Time Technical Feedback for Virtual Reality Based Surgical Training: Is the Simpler the Better?",2018,"James_Bailey","virtual reality surgeri"
"Providing Proactive Scaffolding During Tutorial Dialogue Using Guidance from Student Model Predictions",2018,"Dennis_Lusetich","dialogue-based tutoring system"
"Quality of LOD Based Semantically Generated Questions",2015,"Kazuhisa_Seta","question gener"
"Quantifying Classroom Instructor Dynamics with Computer Vision",2018,"Daniel_Smilek","instructor non-verbal behavior"
"Question Generation and Adaptation Using a Bayesian Network of the Learner’s Achievements",2013,"Elisabeth_André","question gener"
"Raising Academic Performance in Socio-cognitive Conflict Learning Through Gamification",2020,"Hongli_Gao","gamif"
"Raising Teachers Empowerment in Gamification Design of Adaptive Learning Systems: A Qualitative Research",2020,"Aristoteles_Peixoto","gamif"
"ReaderBench Learns Dutch: Building a Comprehensive Automated Essay Scoring System for Dutch Language",2017,"Mihai_Dascalu","automated essay scor"
"ReaderBench, an Environment for Analyzing Text Complexity and Reading Strategies",2013,"Maryse_Bianco","text cohes"
"Reciprocal Content Recommendation for Peer Learning Study Sessions",2018,"Carl_Reidsema","reciprocal recommend"
"Reciprocal Kit-Building of Concept Map to Share Each Other’s Understanding as Preparation for Collaboration",2018,"Tsukasa_Hirashima","collaborative learn"
"Recommending Insightful Drill-Downs Based on Learning Processes for Learning Analytics Dashboards",2020,"Marta_Indulska","learning analytics dashboard"
"Reducing Mind-Wandering During Vicarious Learning from an Intelligent Tutoring System",2019,"Kristina_Krasich","mind-wand"
"Regional Cultural Differences in How Students Customize Their Avatars in Technology-Enhanced Learning",2017,"Cristina_Dumdumaya","avatar"
"Relationships Between Body Postures and Collaborative Learning States in an Augmented Reality Study",2020,"Ethan_Tu","postur"
"Relationships Between Math Performance and Human Judgments of Motivational Constructs in an Online Math Tutoring System",2020,"Rurik_Tywoniw","intelligent tutor"
"Reliability Investigation of Automatic Assessment of Learner-Build Concept Map with Kit-Build Method by Comparing with Manual Methods",2017,"Tsukasa_Hirashima","concept map assessment method"
"Remember the Facts? Investigating Answer-Aware Neural Question Generation for Text Comprehension",2020,"Christoph_Rensing","automatic question gener"
"Repairing Deactivating Negative Emotions with Student Progress Pages",2013,"Cecil_Lozano","affect"
"Repairing Disengagement in Collaborative Dialogue for Game-Based Learning",2013,"Kristy_Elizabeth_Boyer","engag"
"Revealing the Learning in Learning Curves",2013,"Brendon_Towle","knowledge trac"
"ROBIN: Using a Programmable Robot to Provide Feedback and Encouragement on Programming Tasks",2018,"Ishrat_Ahmed","lego mindstorm"
"Robot Lecture for Enhancing Non-verbal Behavior in Lecture",2019,"Mitsuhiro_Goto","robot lectur"
"Robust Neural Automated Essay Scoring Using Item Response Theory",2020,"Masashi_Okano","deep neural network"
"Role of Socio-cultural Differences in Labeling Students’ Affective States",2018,"Eda_Okur","affective state label"
"Scanpath Analysis of Student Attention During Problem Solving with Worked Examples",2020,"Samantha_Stranc","scanpath analysi"
"Scientific Modeling Using Large Scale Knowledge",2020,"Emily_Weigel","agent-based model"
"Search-Based Estimation of Problem Difficulty for Humans",2013,"Matej_Guid","human problem solv"
"Searching for Predictors of Learning Outcomes in Non Abstract Eye Movement Logs",2013,"Janice_Gobert","eye track"
"Selection Task and Computer-Based Feedback to Improve the Searching Process in Task-Oriented Reading Situations",2015,"Eduardo_Vidal_Abarca","self-regulation strategi"
"Semantic Matching of Open Texts to Pre-scripted Answers in Dialogue-Based Learning",2019,"Johan_Jeuring","answer match"
"Sense of Agency in Times of Automation: A Teachers’ Professional Development Proposal on the Ethical Challenges of AI Applied to Education",2020,"Ana_Mouta","artificial intellig"
"Sentence Level or Token Level Features for Automatic Short Answer Grading?: Use Both",2018,"Renuka_Sindhgatta","short answer grad"
"Sentiment Analysis of Student Evaluations of Teaching",2018,"Heather_Newman","sentiment analysi"
"Sequence-to-Sequence Models for Automated Text Simplification",2020,"Mihai_Dascalu","natural language process"
"Sharing Student Models That Use Machine Learning",2015,"Carlos_Ramirez","user model"
"Short-Term Efficacy and Usage Recommendations for a Large-Scale Implementation of the Math-Whizz Tutor",2018,"Junaid_Mubeen","intelligent tutoring system"
"Should Students Use Digital Scratchpads? Impact of Using a Digital Assistive Tool on Arithmetic Problem-Solving",2019,"Minji_Kwak","digital assistive tool"
"Siamese Neural Networks for Class Activity Detection",2020,"Jiliang_Tang","multimodal learn"
"Simulated Dialogues with Virtual Agents: Effects of Agent Features in Conversation-Based Assessments",2018,"Diego_Zapata_Rivera","pedagogical ag"
"Situated Pedagogical Authoring: Authoring Intelligent Tutors from a Student’s Perspective",2015,"H._Chad_Lane","authoring tool"
"Situational Interest and Informational Text Comprehension: A Game-Based Learning Perspective",2013,"Lucy_R._Shores","game-based learn"
"Skill Diaries: Improve Student Learning in an Intelligent Tutoring System with Periodic Self-Assessment",2013,"Yanjin_Long","skill diari"
"Smart Learning Partner: An Interactive Robot for Education",2018,"Penghe_Chen","emotion recognition engin"
"SNS Messages Recommendation for Learning Motivation",2015,"Neil_Rubens","learning motiv"
"Social Personalized Adaptive E-Learning Environment: Topolor - Implementation and Evaluation",2013,"Dana_Al_Qudah","adaptive educational hypermedia"
"Sorry, I Must Have Zoned Out: Tracking Mind Wandering Episodes in an Interactive Learning Environment",2013,"Sidney_D’Mello","mind wand"
"SoundHunters: Increasing Learner Phonological Awareness in Plains Cree",2020,"Carrie_Demmans_Epp","computer assisted language learn"
"StairStepper: An Adaptive Remedial iSTART Module",2017,"Cecile_Perret","intelligent tutoring system"
"Steps Towards the Gamification of Collaborative Learning Scenarios Supported by Ontologies",2015,"Ig_Ibert_Bittencourt","ontologi"
"Strategies for Deploying Unreliable AI Graders in High-Transparency High-Stakes Exams",2020,"Craig_Zilles","automatic short answer grad"
"Striking a Balance: User-Experience and Performance in Computerized Game-Based Assessment",2017,"Carol_Forsyth","serious gam"
"Student Agency and Game-Based Learning: A Study Comparing Low and High Agency",2018,"Erik_Harpstead","student ag"
"Student Coding Styles as Predictors of Help-Seeking Behavior",2013,"Amit_Deutsch","computer science educ"
"Student Dropout Prediction",2020,"Giuseppe_Lisanti","machine learn"
"Student Learning Benefits of a Mixed-Reality Teacher Awareness Tool in AI-Enhanced Classrooms",2018,"Kenneth_Holstein","real-time analyt"
"Student Network Analysis: A Novel Way to Predict Delayed Graduation in Higher Education",2019,"Mohammad_Javad_Mahzoon","network analysi"
"Student Performance Estimation Based on Topic Models Considering a Range of Lessons",2015,"Shaymaa_E._Sorour","prediction model"
"Student Preferences for Visualising Uncertainty in Open Learner Models",2017,"Chris_Baber","uncertainti"
"Students’ Academic Language Use When Constructing Scientific Explanations in an Intelligent Tutoring System",2018,"Janice_Gobert","academic languag"
"Students’ Responses to a Humanlike Approach to Elicit Emotion in an Educational Virtual World",2018,"Deborah_Richards","animated pedagogical ag"
"Studying Student Use of Self-Regulated Learning Tools in an Open-Ended Learning Environment",2015,"Gautam_Biswas","open-ended learning environ"
"Studying the Interactions Between Science, Engineering, and Computational Thinking in a Learning-by-Modeling Environment",2020,"Gautam_Biswas","science and engin"
"Supporting Constructive Video-Based Learning: Requirements Elicitation from Exploratory Studies",2017,"Antonija_Mitrovic","video-based learn"
"Supporting Empathy Training Through Virtual Patients",2020,"Jennifer_K._Olsen","virtual ag"
"Supporting K-5 Learners with Dialogue Systems",2015,"Kristy_Elizabeth_Boyer","spoken dialogu"
"Supporting Students’ Interactions over Case Studies",2015,"Mayya_Sharipova","ill-defined domain of eth"
"Supporting Students’ Self-Regulated Learning with an Open Learner Model in a Linear Equation Tutor",2013,"Yanjin_Long","self-regulated learn"
"Supporting Teacher Assessment in Chinese Language Learning Using Textual and Tonal Features",2020,"Ashvini_Varatharaj","audio process"
"Syntax-Based Analysis of Programming Concepts in Python",2018,"Timotej_Lazar","learning program"
"System Comparisons: Is There Life after Null?",2013,"Johanna_Moore","intelligent tutoring system"
"Take the Initiative: Mixed Initiative Dialogue Policies for Pedagogical Agents in Game-Based Learning Environments",2019,"Eric_Wiebe","pedagogical ag"
"Tangible Collaborative Learning with a Mixed-Reality Game: EarthShake",2013,"Nesra_Yannier","tangible interfac"
"TARLAN: a Simulation Game to Improve Social Problem-Solving Skills of ADHD Children",2015,"Atefeh_Ahmadi","simulation gam"
"Teachable Agents with Intrinsic Motivation",2015,"Chunyan_Miao","teachable ag"
"Teaching a Complex Process: Insertion in Red Black Trees",2015,"Franceska_Xhakaj","computer sci"
"Teaching Informal Logical Fallacy Identification with a Cognitive Tutor",2017,"Kenneth_Koedinger","cognitive tutor"
"Teaching iSTART to Understand Spanish",2017,"Danielle_McNamara","reading comprehens"
"Teaching Without Learning: Is It OK With Weak AI?",2018,"Magnus_Haake","teachable ag"
"Teammate Relationships Improve Help-Seeking Behavior in an Intelligent Tutoring System",2013,"Ivon_Arroyo","help seek"
"Temporal Changes in Affiliation and Emotion in MOOC Discussion Forum Discourse",2018,"Jing_Hu","mooc"
"Temporal Generalizability of Face-Based Affect Detection in Noisy Classroom Environments",2015,"Nigel_Bosch","affective st"
"Testing the Validity and Reliability of Intrinsic Motivation Inventory Subscales Within ASSISTments",2018,"Neil_Heffernan","intrinsic motivation inventori"
"The AIED Industry and Innovation Track",2013,"Lewis_Johnson","innov"
"The Beginning of a Beautiful Friendship? Intelligent Tutoring Systems and MOOCs",2015,"Dhruv_Chand","outer loop"
"The Case of Self-transitions in Affective Dynamics",2019,"Ryan_Baker","affect dynam"
"The Design Rationale of Logic-Muse, an ITS for Logical Reasoning in Multiple Contexts",2015,"Janie_Brisson","reasoning skil"
"The Double-Edged Sword of Automating Personalized Interventions in Makerspaces: An Exploratory Study of Potential Benefits and Drawbacks",2020,"Edwin_Chng","personalized intervent"
"The Effect of Digital Versus Traditional Orchestration on Collaboration in Small Groups",2018,"Daniel_Pead","orchestr"
"The Effect of Interaction Granularity on Learning with a Data Normalization Tutor",2013,"Amir_Shareghi_Najar","effectiveness of itss"
"The Effects of a Pedagogical Agent for Informal Science Education on Learner Behaviors and Self-efficacy",2013,"Clara_Cahill","pedagogical ag"
"The Effects of Culturally Congruent Educational Technologies on Student Achievement",2013,"Callie_Vaughn","cultur"
"The Exploration of Feeling of Difficulty Using Eye-Tracking and Skin Conductance Response",2020,"Kaśka_Porayska_Pomsta","metacognit"
"The First Workshop on AI-supported Education for Computer Science (AIEDCS)",2013,"Beenish_Chaudry","computer sci"
"The Impact of Data Quantity and Source on the Quality of Data-Driven Hints for Programming",2018,"Rui_Zhi","data-driven hint"
"The Impact of Student Individual Differences and Visual Attention to Pedagogical Agents During Learning with MetaTutor",2017,"Michelle_Taub","pedagogical ag"
"The Impact of Student Model Updates on Contingent Scaffolding in a Natural-Language Tutoring System",2019,"Irene_Angelica_Chounta","dialogue-based tutoring system"
"The Importance of Automated Real-Time Performance Feedback in Virtual Reality Temporal Bone Surgery Training",2019,"James_Bailey","virtual reality surgical train"
"The Influence of Gender, Personality, Cognitive and Affective Student Engagement on Academic Engagement in Educational Virtual Worlds",2018,"Deborah_Richards","educational virtual world"
"The Interplay between Affect and Engagement in Classrooms Using AIED Software",2013,"Gregory_R._Moore","affect"
"The PHP Intelligent Tutoring System",2013,"Jim_Reye","intelligent tutoring system"
"The Relationship Between Working Memory Capacity and Students’ Behaviour in a Teachable Agent-Based Software",2015,"Annika_Silvervarg","teachable ag"
"The Rise of Immersive Cognitive Assessments: Towards Simulation-Based Assessment for Evaluating Applicants",2018,"Erica_L._Snow","simulation-based assess"
"The Role of Achievement Goal Orientation on Metacognitive Process Use in Game-Based Learning",2019,"James_Lester","motiv"
"The Role of Peer Agent’s Learning Competency in Trialogue-Based Reading Intelligent Systems",2015,"Haiying_Li","learning compet"
"The Role of Student Choice Within Adaptive Tutoring",2015,"Neil_Heffernan","choic"
"The Sound of Inattention: Predicting Mind Wandering with Automatically Derived Features of Instructor Speech",2020,"Daniel_Smilek","mind-wand"
"The Value of Multimodal Data in Classification of Social and Emotional Aspects of Tutoring",2019,"Mutlu_Cukurova","social and emotional learn"
"The Wearable Learning Cloud Platform for the Creation of Embodied Multiplayer Math Games",2018,"Erin_Ottmar","computational think"
"Time Series Model for Predicting Dropout in Massive Open Online Courses",2018,"Jingshuai_Zhang","mooc"
"TipsC: Tips and Corrections for programming MOOCs",2018,"Pallav_Agarwal","intelligent tutoring system"
"To Resolve or not to Resolve? that is the Big Question About Confusion",2015,"Blair_Lehman","confusion resolut"
"To Tailor or Not to Tailor Gamification? An Analysis of the Impact of Tailored Game Elements on Learners’ Behaviours and Motivation",2020,"Élise_Lavoué","tailored gamif"
"Toward a Scalable Learning Analytics Solution",2019,"Dylan_Arena","scalable learning analyt"
"Toward an Automatic Speech Classifier for the Teacher",2020,"Bahar_Shahrokhian_Ghahfarokhi","intelligent tutoring system"
"Toward Combining Individual and Collaborative Learning Within an Intelligent Tutoring System",2015,"Nikol_Rummel","problem solv"
"Towards a Model of How Learners Process Feedback",2015,"Michael_Timms","feedback"
"Towards Adaptive Worked-Out Examples in an Intelligent Tutoring System",2019,"Davide_Fossati","worked out exampl"
"Towards an Automatic Q&A Generation for Online Courses - A Pipeline Based Approach",2019,"Sylvio_Rüdian","person"
"Towards an Integrative Computational Foundation for Applied Behavior Analysis in Early Autism Interventions",2013,"Cristi_L._Ogle","applied behavior analysi"
"Towards an Understanding of Affect and Knowledge from Student Interaction with an Intelligent Tutoring System",2013,"Neil_Heffernan","affect model"
"Towards Automated Detection and Regulation of Affective States During Academic Writing",2013,"Sidney_D’Mello","affect"
"Towards Better Affect Detectors: Detecting Changes Rather Than States",2018,"Varun_Mandalapu","affect chang"
"Towards Combined Network and Text Analytics of Student Discourse in Online Discussions",2018,"Rafael_Ferreira","community of inquiry model"
"Towards Competence Development for Industry 4.0",2018,"Christoph_Igel","competence develop"
"Towards Empathic Virtual and Robotic Tutors",2013,"Arvid_Kappas","virtual and robotic tutor"
"Towards Evaluating and Modelling the Impacts of Mobile-Based Augmented Reality Applications on Learning and Engagement",2013,"Eric_Poitras","affective aspects of learn"
"Towards Helping Teachers Select Optimal Content for Students",2019,"Wei_Ma","instructional decis"
"Towards Identifying Students’ Causal Reasoning Using Machine Learning",2013,"Michael_Yudelson","virtual learning environ"
"Towards Improving Introductory Computer Programming with an ITS for Conceptual Learning",2018,"Vincent_Aleven","conceptual learn"
"Towards Improving Sample Representativeness of Teachers on Online Social Media: A Case Study on Pinterest",2020,"Jiliang_Tang","teachers in social media"
"Towards Interpretable Deep Learning Models for Knowledge Tracing",2020,"Penghe_Chen","knowledge trac"
"Towards Investigating Performance Differences in Clinical Reasoning in a Technology Rich Learning Environment",2015,"Eric_Poitras","technology rich learning environ"
"Towards Multimodal Affective Detection in Educational Systems Through Mining Emotional Data Sources",2015,"Olga_C._Santos","artificial intellig"
"Towards Practical Detection of Unproductive Struggle",2020,"Kenneth_Holstein","mastery learn"
"Towards Providing Feedback to Students in Absence of Formalized Domain Models",2013,"Bassam_Mokbel","intelligent tutoring system"
"Towards the Development of the Invention Coach: a Naturalistic Study of Teacher Guidance for an Exploratory Learning Task",2015,"Deena_Bernett","exploratory learning environ"
"Towards the Identification of Propaedeutic Relations in Textbooks",2019,"Frosina_Koceva","relation extract"
"Tracking and Dynamic Scenario Adaptation System in Virtual Environment",2013,"Georges_Michel","virtual r"
"Transfer Learning for Predictive Models in Massive Open Online Courses",2015,"Sebastien_Boyer","importance sampl"
"Transfer of Automated Performance Feedback Models to Different Specimens in Virtual Reality Temporal Bone Surgery",2020,"James_Bailey","virtual reality surgical train"
"Transforming Foreign Language Narratives into Interactive Reading Applications Designed for Comprehensibility and Interest",2017,"Tsukasa_Hirashima","call"
"Trust-Based Recommendations for Scientific Papers Based on the Researcher’s Current Interest",2013,"Shaikhah_Alotaibi","recommender system"
"Turn-Taking Behavior in a Human Tutoring Corpus",2013,"Zahra_Rahimi","female stud"
"Tutorial Dialogue Modes in a Large Corpus of Online Tutoring Transcripts",2015,"Donald_M._Morrison","human tutorial dialogu"
"Two Modes are Better Than One: a Multimodal Assessment Framework Integrating Student Writing and Drawing",2015,"Bradford_Mott","formative assess"
"UML-IT: An ITS to Teach Multiple Modelling Tasks",2015,"Bernard_Evans","uml-model"
"Uncovering Gender and Problem Difficulty Effects in Learning with an Educational Game",2017,"Deanne_Adams","educational gam"
"Understanding Collaborative Question Posing During Computational Modeling in Science",2020,"Caitlin_Snyder","question pos"
"Understanding Rapport over Multiple Sessions with a Social, Teachable Robot",2020,"Leah_Friedman","human-robot interact"
"Understanding Revisions in Student Writing Through Revision Graphs",2018,"Simon_Buckingham_Shum","learning analyt"
"Understanding Student Success in Chemistry Using Gaze Tracking and Pupillometry",2015,"Colin_Gerber","eye track"
"Understanding Students’ Model Building Strategies Through Discourse Analysis",2019,"Gautam_Biswas","computational model"
"Understanding Students’ Problem-Solving Strategies in a Synergistic Learning-by-Modeling Environment",2018,"Ningyu_Zhang","computational think"
"Understanding Students’ Use of Code-Switching in a Learning by Teaching Technology",2015,"Evelyn_Yarzebinski","teachable ag"
"Understanding the Difficulty Factors for Learning Materials: A Qualitative Study",2013,"Jae_Gil_Lee","learning material difficulti"
"Uniform Adaptive Testing Using Maximum Clique Algorithm",2019,"Yoshimitsu_Miyazawa","computerized adaptive test"
"Use of Adaptive Feedback in an App for English Language Spontaneous Speech",2020,"Christopher_Kurzum","mall"
"Using a Model for Learning and Memory to Simulate Learner Response in Spaced Practice",2017,"Mark_A._Riedesel","spaced practic"
"Using “Idealized Peers” for Automated Evaluation of Student Understanding in an Introductory Psychology Course",2019,"Tricia_A._Guerrero","automated assess"
"Using Artificial Neural Networks to Identify Learning Styles",2015,"Jason_Bernard","artificial neural network"
"Using Automated Indices of Cohesion to Evaluate an Intelligent Tutoring System and an Automated Writing Evaluation System",2013,"Laura_K._Varner","cohes"
"Using Data-Driven Discovery of Better Student Models to Improve Student Learning",2013,"John_Stamper","data min"
"Using Exploratory Data Analysis to Support Implementation and Improvement of Education Technology Product",2019,"Daniel_Brenner","st math"
"Using Eye-Tracking and Click-Stream Data to Design Adaptive Training of Children’s Inhibitory Control in a Maths and Science Game",2020,"Denis_Mareschal","inhibitory control"
"Using Eye Gaze Data to Explore Student Interactions with Tutorial Dialogues in a Substep-Based Tutor",2015,"Antonija_Mitrovic","eye gaze data analysi"
"Using Eye Tracking to Identify Learner Differences in Example Processing",2015,"Antonija_Mitrovic","worked exampl"
"Using HCI Task Modeling Techniques to Measure How Deeply Students Model",2013,"Kurt_VanLehn","intelligent tutoring system"
"Using Learner Modeling to Determine Effective Conditions of Learning for Optimal Transfer",2013,"Philip_I._PavlikJr.","learner model"
"Using Machine Learning to Overcome the Expert Blind Spot for Perceptual Fluency Trainings",2019,"Martina_Rau","multiple visu"
"Using Motion Sensors to Understand Collaborative Interactions in Digital Fabrication Labs",2020,"Edwin_Chng","motion sensor"
"Using Neural Tensor Networks for Open Ended Short Answer Assessment",2020,"Vasile_Rus","knowledge graph"
"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning",2018,"Joseph_Reilly","biosensor"
"Using Recurrent Neural Networks to Build a Stopping Algorithm for an Adaptive Assessment",2019,"Hasan_Uzun","recurrent neural network"
"Using the Ecological Approach to Create Simulations of Learning Environments",2013,"Graham_Erickson","simulated learning environ"
"Using Thinkalouds to Understand Rule Learning and Cognitive Control Mechanisms Within an Intelligent Tutoring System",2020,"Deniz_Sonmez_Unal","cognitive control"
"Utilizing Concept Mapping in Intelligent Tutoring Systems",2013,"Philip_I._PavlikJr.","concept map"
"Validating Mastery Learning: Assessing the Impact of Adaptive Learning Objective Mastery in Knewton Alta",2018,"Illya_Bomash","mastery learn"
"Validating Revised Bloom’s Taxonomy Using Deep Knowledge Tracing",2018,"Sweety_Agrawal","deep knowledge trac"
"Variations of Gaming Behaviors Across Populations of Students and Across Learning Environments",2017,"Ryan_Baker","gaming the system"
"VERA: Popularizing Science Through AI",2018,"Jennifer_Hammock","citizen sci"
"ViewS in User Generated Content for Enriching Learning Environments: A Semantic Sensing Approach",2013,"Dhavalkumar_Thakker","social cont"
"Virtual Teams in Massive Open Online Courses",2015,"Diyi_Yang","mooc"
"Visualising Multiple Data Sources in an Independent Open Learner Model",2013,"Matthew_D._Johnson","open learner model"
"Visualizing Learning Analytics and Educational Data Mining Outputs",2018,"Diego_Dermeval","data visu"
"What Does Time Tell? Tracing the Forgetting Curve Using Deep Knowledge Tracing",2019,"Sweety_Agrawal","deep knowledge trac"
"What Emotions Do Novices Experience during Their First Computer Programming Learning Session?",2013,"Nigel_Bosch","affective st"
"What Happens When Gamification Ends?",2020,"Miguel_García_Iruela","gamif"
"What Inquiry with Virtual Labs Can Learn from Productive Failure: A Theory-Driven Study of Students’ Reflections",2019,"Ido_Roll","inquiry learn"
"What Makes Learning Fun? Exploring the Influence of Choice and Difficulty on Mind Wandering and Engagement during Learning",2013,"Arthur_Graesser","engag"
"What Matters in Concept Mapping? Maps Learners Create or How They Create Them",2017,"Ruth_Wylie","concept map"
"Wheel-Spinning: Students Who Fail to Master a Skill",2013,"Yue_Gong","mastery learn"
"When Is It Helpful to Restate Student Responses Within a Tutorial Dialogue System?",2015,"Patricia_Albacete","tutorial dialogu"
"When More Intelligent Tutoring in the Form of Buggy Messages Does not Help",2015,"Neil_Heffernan","buggy messag"
"When Optimal Team Formation Is a Choice - Self-selection Versus Intelligent Team Formation Strategies in a Large Online Project-Based Course",2018,"Carolyn_Rose","automated team form"
"Where Is the Nurse? Towards Automatically Visualising Meaningful Team Movement in Healthcare Education",2018,"Roberto_Martinez_Maldonado","teamwork"
"Who Benefits from Confusion Induction during Learning? An Individual Differences Cluster Analysis",2013,"Blair_Lehman","confus"
"Who Needs Help? Automating Student Assessment Within Exploratory Learning Environments",2015,"Mark_Floryan","medical grad"
"Wizard’s Apprentice: Cognitive Suggestion Support for Wizard-of-Oz Question Answering",2017,"Maria_Chang","wizard-of-oz"
"Worked Examples are More Efficient for Learning than High-Assistance Instructional Software",2015,"Craig_Ganoe","assistance dilemma"
"Worked Out Examples in Computer Science Tutoring",2013,"Davide_Fossati","tutoring dialogu"
"Workshop on Scaffolding in Open-Ended Learning Environments (OELEs)",2013,"Roger_Azevedo","learning context"
"Workshop on Self-Regulated Learning in Educational Technologies (SRL@ET): Supporting, Modeling, Evaluating, and Fostering Metacognition with Computer-Based Learning Environments",2013,"Benedict_du_Boulay","information system"
"4C: Continuous Cognitive Career Companions",2017,"Michael_Tan","machine learning challeng"
"4D Affect Detection: Improving Frustration Detection in Game-Based Learning with Posture-Based Temporal Data Fusion",2019,"Jonathan_Rowe","affect detect"
"A Comparative Study on Question-Worthy Sentence Selection Strategies for Educational Question Generation",2019,"Jie_Yang","educational question gener"
"A Comparison of Tutoring Strategies for Recovering from a Failed Attempt During Faded Support",2018,"Sandra_Katz","remediation strategi"
"A Conceptual Framework for Human–AI Hybrid Adaptivity in Education",2020,"Vincent_Aleven","adapt"
"A Data-Driven Method for Helping Teachers Improve Feedback in Computer Programming Automated Tutors",2018,"Jessica_McBroom","data-driven teacher support"
"A Design-Based Approach to a Classroom-Centered OELE",2018,"Gautam_Biswas","computational think"
"A Framework for Automated Generation of Questions Based on First-Order Logic",2015,"Shubham_Goyal","first order log"
"A Framework for Exploring the Impact of Tutor Practices on Learner Self-regulation in Online Environments",2020,"Rosemary_Luckin","self-regulated learn"
"A Gamified Solution to the Cold-Start Problem of Intelligent Tutoring System",2020,"Yu_Lu","intelligent tutoring system"
"A General Multi-method Approach to Design-Loop Adaptivity in Intelligent Tutoring Systems",2020,"Vincent_Aleven","instructional design"
"A Large-Scale, Open-Domain, Mixed-Interface Dialogue-Based ITS for STEM",2020,"Ekaterina_Kochmar","intelligent tutoring system"
