"Article","Year"
"Estimating the benefits of student model improvements on a substantive scale",2013
"Measuring the moment of learning with an information-theoretic approach",2013
"Do students really learn an equal amount independent of whether they get an item correct or wrong?",2013
"Foreword",2013
"The complex dynamics of aggregate learning curves",2013
"Hints: You can’t have just one",2013
"FlexCCT: Software for continuous CCT",2013
"Determining problem selection for a logic proof tutor",2013
"Incorporating scaffolding and tutor context into Bayesian knowledge tracing to predict inquiry skill acquisition",2013
"Modeling and optimizing forgetting and spacing effects during musical interval training",2013
"Evaluating topic-word review analysis for understanding student peer review performance",2013
"Modeling affect in student-driven learning scenarios",2013
"Estimating student knowledge from paired interaction data",2013
"Modeling student retention in an environment with delayed testing",2013
"Exploring the relationship between course structure and etext usage in blended and open online courses",2013
"Using ITS generated data to predict standardized test scores",2013
"Discovering the relationship between student effort and ability for predicting the performance of technology-assisted learning in a mathematics after-school program",2013
"Students’ walk through tutoring: Using a random walk analysis to profile students",2013
"Paragraph specific n-gram approaches to automatically assessing essay quality",2013
"Predicting future learning better using quantitative analysis of moment-by-moment learning",2013
"From “events” to “Activities”: Creating abstraction techniques for mining students’ model-based inquiry processes",2013
"Predicting college enrollment from student interaction with an intelligent tutoring system in middle school",2013
"Optimal and worst-case performance of mastery learning assessment with Bayesian knowledge tracing",2013
"Causal modeling to understand the relationship between student attitudes, affect and outcomes",2013
"BOTS: Harnessing player data and player effort to create and evaluate levels in a serious game",2013
"Automatically recognizing facial expression: Predicting engagement and frustration",2013
"Predicting standardized test scores from cognitive tutor interactions",2013
"Students activity visualization tool",2013
"Proceedings of the 6th International Conference on Educational Data Mining, EDM 2013",2013
"Toward predicting test score gains with online behavior data of teachers",2013
"What and when do students learn? Fully data-driven joint estimation of cognitive and student models",2013
"Predicting player moves in an educational game: A hybrid approach",2013
"Demonstration of a Moodle student monitoring web application",2013
"A dynamic group composition method to refine collaborative learning group formation",2013
"Limits to accuracy: How well can we do at student modeling?",2013
"An investigation of psychometric measures for modelling academic performance in tertiary education",2013
"Mining meaningful patterns from students’ handwritten coursework",2013
"Automatic gaze-based detection of mind wandering during reading",2013
"Helping students manage personalized learning scenarios",2013
"Test-size reduction for concept estimation",2013
"Joint topic modeling and factor analysis of textual information and graded response data",2013
"Mining social deliberation in online communication: If you were me and I were you",2013
"Bringing student backgrounds online: MOOC user demographics, site usage, and online learning",2013
"Exploring exploration: Inquiries into exploration behavior in complex problem solving assessment",2013
"Reading into the text: Investigating the influence of text complexity on cognitive engagement",2013
"Data preprocessing using a priori knowledge",2013
"Data mining in the classroom: Discovering groups’ strategies at a multi-tabletop environment",2013
"Analysis of students clustering results based on Moodle log data",2013
"Sequences of frustration and confusion, and learning",2013
"Adapting Bayesian knowledge tracing to a massive open online course in edX",2013
"Extending the assistance model: Analyzing the use of assistance over time",2013
"Clustering and visualizing study state sequences",2013
"Predicting group programming project performance using SVN activity traces",2013
"Does representational understanding enhance fluency – Or vice versa? Searching for mediation models",2013
"Identifying and visualizing the similarities between course content at a learning object, module and program level",2013
"A spectral learning approach to knowledge tracing",2013
"Visual exploration of interactions and performance with LEMO",2013
"DARE: Deep Anaphora Resolution in dialogue based intelligent tutoring systems",2013
"Extracting time-evolving latent skills from examination time series",2013
"Determining review coverage by extracting topic sentences using a graph-based clustering approach",2013
"Educational data mining: Illuminating student learning pathways in an online fraction game",2013
"Using a lexical analysis of students’ self-explanation to predict course performance",2013
"Domain-independent proximity measures in intelligent tutoring systems",2013
"Mining temporally-interesting learning behavior patterns",2013
"Mining users’ behaviors in intelligent educational games prime climb a case study",2013
"Uncovering class-wide patterns in responses to true/false questions",2013
"A meta-learning approach for recommending a subset of white-box classification algorithms for Moodle datasets",2013
