"Article","Year","Author"
"It's about time: 4th international workshop on temporal analyses of learning data",2015,"Knight__S."
"DOP8: Merging both data and analysis operators life cycles for Technology Enhanced Learning",2015,"Mandran__N."
"Critical realism and learning analytics research: Epistemological implications of an ontological foundation",2015,"Rogers__T."
"Penetrating the black box of time-on-task estimation",2015,"Kovanović__V."
"Ubiquitous learning analytics in the context of realworld language learning",2015,"Mouri__K."
"You've got style: Detecting writing flexibility across time",2015,"Snow__E.L."
"VISLA: Visual aspects of learning analytics",2015,"Duval__E."
"Using learning analytics to study cognitive disequilibrium in a complex learning environment",2015,"Worsley__M."
"""twitter archeology"" of learning analytics and knowledge conferences",2015,"Chen__B."
"Learning analytics beyond the LMS: The connected learning analytics toolkit",2015,"Kitto__K."
"Investigating performance of students: A longitudinal study",2015,"Asif__R."
"OpenEssayist: A supply and demand learning analytics tool for drafting academic essays",2015,"Whitelock__D."
"A handwriting recognition system for the classroom",2015,"Gross__E."
"Developing a multiple-document-processing performance assessment for epistemic literacy",2015,"Knight__S."
"Are you reading my mind? Modeling students' reading comprehension skills with natural language processing techniques",2015,"Allen__L.K."
"A case study to track teacher gestures and performance in a virtual learning environment",2015,"Barmaki__R."
"Using transaction-level data to diagnose knowledge gaps and misconceptions",2015,"Davies__R."
"Crowd-sourced learning in MOOCs: Learning analytics meets measurement theory",2015,"Milligan__S."
"Tracking student progress in a game-like learning environment with a Monte Carlo Bayesian Knowledge Tracing model",2015,"Gweon__G.-H."
"Formative and summative analyses of disciplinary engagement and learning in a big open online course",2015,"Hickey__D.T."
"On the validity of peer grading and a cloud teaching assistant system",2015,"Vogelsang__T."
"Planning for success: How students use a grade prediction tool to win their classes",2015,"Holman__C."
"Student privacy self-management: Implications for learning analytics",2015,"Prinsloo__P."
"Identifying learning strategies associated with active use of video annotation software",2015,"Pardo__A."
"The 3rd LAK data competition",2015,"Drachsler__H."
"Developing an evaluation framework of quality indicators for learning analytics",2015,"Scheffel__M."
"A process mining approach to linking the study of aptitude and event facets of self-regulated learning",2015,"Beheshitha__S.S."
"Reducing selection bias in quasi-experimental educational studies",2015,"Brooks__C."
"Integrated representations and small data-Towards contextualized and embedded analytics tools for learners",2015,"Harrer__A."
"Improving undergraduate student achievement in large blended courses through data-driven interventions",2015,"Dodge__B."
"What do cMOOC participants talk about in Social Media?: A Topic Analysis of Discourse in a cMOOC",2015,"Joksimović__S."
"LAK 2015 program chairs' welcome",2015,"Blikstein__P."
"Analysis of learners' study logs: Mouse trajectories to identify the occurrence of hesitation in solving word-reordering",2015,"Zushi__M."
"Who, when and why: A machine learning approach to prioritizing students at risk of not graduating high school on time",2015,"Aguiar__E."
"Socioeconomic status and MOOC enrollment: Enriching demographic information with external datasets",2015,"Hansen__J.D."
"Predicting post-training readiness to work with computers: The predominance of log-based variables",2015,"Mor__D."
"A learning system utilizing learners' active tracing behaviors",2015,"Maruya__K."
"Unsupervised modeling for understanding MOOC discussion forums: A learning analytics approach",2015,"Ezen-Can__A."
"How does Bayesian knowledge tracing model emergence of knowledge about a mechanical system?",2015,"Lee__H.-S."
"The LATUX workflow: Designing and deploying awareness tools in technology-enabled learning settings",2015,"Martinez-Maldonado__R."
"Towards better affect detectors: Effect of missing skills, class features and common wrong answers",2015,"Wang__Y."
"Learning analytics in oz: What's happening now, what's planned, and where could it (and should it) go?",2015,"Rogers__T."
"How do you connect? Analysis of social capital accumulation in connectivist MOOCs",2015,"Joksimović__S."
"Text mining approach to automate teamwork assessment in group chats",2015,"Shibani__A."
"Classifying student dialogue acts with multimodal learning analytics",2015,"Ezen-Can__A."
"Automated detection of proactive remediation by teachers in reasoning mind classrooms",2015,"Miller__W.L."
"Increasing the accessibility of learning objects by automatic tagging",2015,"Niemann__K."
"Correlations between automated rhetorical analysis and tutors' grades on student essays",2015,"Simsek__D."
"Discovering clues to avoid middle school failure at early stages",2015,"Jiménez-Gómez__M.A."
"How do students interpret feedback delivered via dashboards?",2015,"Corrin__L."
"Examining engagement: Analysing learner subpopulations in massive open online courses (MOOCs)",2015,"Ferguson__R."
"Pssst⋯ Textual features⋯ There is more to automatic essay scoring than just you!",2015,"Crossley__S."
"The bridge report: Bringing learning analytics to low-income, urban schools",2015,"Hawn__A."
"Learning analytics in outer space: A hidden naïve bayes model for automatic student off-task behavior detection",2015,"Xing__W."
"Leveraging multimodal learning analytics to differentiate student learning strategies",2015,"Worsley__M."
"Improving students' long-term retention performance: A study on personalized retention schedules",2015,"Xiong__X."
"Topic facet modeling: Semantic visual analytics for online discussion forums",2015,"Hsiao__I.-H."
"From contingencies to network-level phenomena: Multilevel analysis of activity and actors in heterogeneous networked learning environments",2015,"Suthers__D."
"Exploring networks of problem-solving interactions",2015,"Eaglem__M."
"Digital badges and ethics: The uses of individual learning data in social contexts",2015,"Willis__J.E.__III"
"Research designs for studying individual and collaborative learning with digital badges",2015,"Hickey__D.T."
"Grading soft skills with open badges",2015,"Devedžić__V."
"An online badging system supporting educators' STEM learning",2015,"Gamrat__C."
"Whom will digital badges empower? Sociological perspectives on digital badges",2015,"Olneck__M.R."
"How to design experimental research studies around digital badges",2015,"McDaniel__R."
"Anomaly detection in temporal graph data: An iterative tensor decomposition and masking approach",2015,"Sapienza__A."
"Temporal density extrapolation",2015,"Krempl__G."
"Bag-of-temporal-SIFT-words for Time series classification",2015,"Bailly__A."
"Progressive and iterative approaches for time series averaging",2015,"Soheily-Khah__S."
"Preliminary experimental analysis of Reservoir Computing approach for balance assessment",2015,"Gallicchio__C."
"Fuzzy clustering of series using quantile autocovariances",2015,"Lafuente-Rego__B."
"Sequential pattern mining on multimedia data",2015,"Hardy__C."
"Temporal and frequential metric learning for time series kNN classification",2015,"Do__C.-T."
"Symbolic representation of time series: A hierarchical coclustering formalization",2015,"Bondu__A."
"Classification factored gated restricted Boltzmann machine",2015,"Sorokin__I."
"Monitoring short term changes of malaria incidence in Uganda with Gaussian processes",2015,"Andrade-Pacheco__R."
"Causality on longitudinal data: Stable specification search in constrained structural equation modeling",2015,"Rahmadi__R."
"An exploratory analysis of multiple multivariate time series",2015,"Billard__L."
"Estimating dynamic graphical models from multivariate time-series data",2015,"Gibberd__A.J."
"Time series classification in dissimilarity spaces",2015,"Jain__B.J."
"Coarse-DTW: Exploiting sparsity in gesture time series",2015,"Dupont__M."
"Courbospark: Decision tree for time-series on spark",2015,"Salperwyck__C."
"A Linked-Data-driven Web portal for learning analytics: Data enrichment, interactive visualization, and knowledge discovery",2014,"Hu__Y."
"A web-based tool for communication flow analysis of online chats",2014,"Hoppe__H.U."
"Deconstruct and reconstruct: Using topic modeling on an analytics corpus",2014,"Sharkey__M."
"Ubiquitous learning analytics using learning logs",2014,"Ogata__H."
"Supporting science communication in a museum using ubiquitous learning logs",2014,"Ogata__H."
"Automated CSCL group assessment: Activity theory based computational method",2014,"Xing__W."
"Multilevel analysis of uptake, sessions, and key actors in a socio-technical network",2014,"Suthers__D."
"Integration of a flexible analytics workbench with a learning platform for medical specialty training",2014,"Göhnert__T."
"Spiral me to the core: Getting a visual grasp on text corpora through clusters and keywords",2014,"Scheffel__M."
"Fostering a learning community in MOOCs",2014,"Hmelo-Silver__C.E."
"Automated cognitive presence detection in online discussion transcripts",2014,"Kovanovic__V."
"Towards a general method for building predictive models of learner success using educational time series data",2014,"Brooks__C.A."
"Modelling student online behaviour in a virtual learning environment",2014,"Hlosta__M."
"RecLAK: Analysis and recommendation of interlinking datasets",2014,"Lopes__G.R."
"Connecting analysis of speech acts and performance analysis - An initial study",2014,"Merceron__A."
"Developing predictive models for early detection of at-risk students on distance learning modules",2014,"Wolff__A."
"Analyzing the log patterns of adult learners in LMS using learning analytics",2014,"Jo__I.-H."
"Toward unobtrusive measurement of reading comprehension using low-cost EEG",2014,"Yuan__Y."
"Clustering of design decisions in classroom visual displays",2014,"Almeda__Ma.V."
"Statistical discourse analysis of online discussions: Informal cognition, social metacognition and knowledge creation",2014,"Chiu__M.M."
"Learning analytics and machine learning",2014,"Gasevic__D."
"Effects of image-based and text-based activities on student learning outcomes",2014,"Greenberg__A.K."
"On using Markov chain to evidence the learning structures and difficulty levels of one digit multiplication",2014,"Taraghi__B."
"Learning analytics in CSCL with a focus on assessment: An exploratory study of activity theory-informed cluster analysis",2014,"Xing__W."
"Engagement vs performance: Using electronic portfolios to predict first semester engineering student retention",2014,"Aguiar__E."
"Visualizing patterns of student engagement and performance in MOOCs",2014,"Coffrin__C."
"Peer evaluation of student generated content",2014,"Tritz__J."
"Sleepers' lag - Study on motion and attention",2014,"Raca__M."
"Open academic early alert system: Technical demonstration",2014,"Jayaprakash__S.M."
"A cognitive processing framework for learning analytics",2014,"Gibson__A."
"Patterns of persistence: What engages students in a remedial English writing MOOC?",2014,"Whitmer__J."
"Designing pedagogical interventions to support student use of learning analytics",2014,"Wise__A.F."
"Modest analytics: Using the index method to identify students at risk of failure",2014,"Rogers__T."
"The learning analytics & knowledge (LAK) data challenge 2014",2014,"Drachsler__H."
"Teaching the unteachable: On the compatibility of learning analytics and humane education",2014,"Harfield__T.D."
"Collaborative spatial classification",2014,"Coopey__E."
"Practice exams make perfect: Incorporating course resource use into an early warning system",2014,"Waddington__R.J."
"Techniques for data-driven curriculum analysis",2014,"Méndez__G."
"Formative assessment method of real-world learning by integrating heterogeneous elements of behavior, knowledge, and the environment",2014,"Okada__M."
"Assessing elementary students' science competency with text analytics",2014,"Leeman-Munk__S.P."
"Small to big before massive: Scaling up participatory learning analytics",2014,"Hickey__D.T."
"National differences in an international classroom",2014,"DeBoer__J."
"Analyzing student notes and questions to create personalized study guides",2014,"Samson__P.J."
"Competency map: Visualizing student learning to promote student success",2014,"Grann__J."
"Peer assessment based on ratings in a social media course",2014,"Vozniuk__A."
"Temporal learning analytics for computer based testing",2014,"Papamitsiou__Z.K."
"Current state and future trends: A citation network analysis of the learning analytics field",2014,"Dawson__S."
"Success, activity and drop-outs in MOOCs An exploratory study on the UNED COMA courses",2014,"Santos__J.L."
"Context personalization, preferences, and performance in an intelligent tutoring system for middle school mathematics",2014,"Fancsali__S.E."
"Learning analytics for the social media age",2014,"Gruzd__A."
"Setting learning analytics in context: Overcoming the barriers to large-scale adoption",2014,"Ferguson__R."
"Analytics of the effects of video use and instruction to support reflective learning",2014,"Gašević__D."
"Perceptions and use of an early warning system during a higher education transition program",2014,"Aguilar__S."
"Educational data sciences - Framing emergent practices for analytics of learning, organizations, and systems",2014,"Piety__P.J."
"Clustering for improving Educational process mining",2014,"Bogarín__A."
"Building institutional capacities and competencies for systemic learning analytics initiatives",2014,"Arnold__K.E."
"Visualizing semantic space of online discourse: The Knowledge Forum case",2014,"Chen__B."
"Visual analytics of academic writing",2014,"Simsek__D."
"EGraph tool: Graphing the learning process in LMSs",2014,"Cerezo__R."
"Explaining predictive models to learning specialists using personas",2014,"Brooks__C."
"HanZi handwriting acquisition with automatic feedback",2014,"Kuo__C.-H."
"The impact of learning analytics on the Dutch education system",2014,"Drachsler__H."
"Data wranglers: Human interpreters to help close the feedback loop",2014,"Clow__D."
"Customized course advising: Investigating engineering student success with incoming profiles and patterns of concurrent course enrollment",2014,"Nam__S."
"LAK 2014 programme chairs' welcome",2014,"Pardo__A."
"Establishing an ethical literacy for learning analytics",2014,"Swenson__J."
"DCLA14: Second international workshop on discourse-centric learning analytics",2014,"Ferguson__R."
"Interaction design for improved analytics",2014,"Mendiburo__M."
"Analysis of dynamic resource access patterns in a blended learning course",2014,"Hecking__T."
"An exercise in institutional reflection: The learning analytics readiness instrument (LARI)",2014,"Arnold__K.E."
"Educational technology approach toward learning analytics: Relationship between student online behavior and learning performance in higher education",2014,"Yu__T."
"Uncovering what matters: Analyzing transitional relations among contribution types in knowledge-building discourse",2014,"Chen__B."
"What different kinds of stratification can reveal about the generalizability of data-mined skill assessment models",2013,"Sao_Pedro__M.A."
"System for assessing classroom attention",2013,"Raca__M."
"Multimodal learning analytics",2013,"Blikstein__P."
"Understanding promotions in a case study of student blogging",2013,"Gunnarsson__B.L."
"A case study inside virtual worlds: Use of analytics for immersive spaces",2013,"Camilleri__V."
"An eye-tracking study of notational, informational, and emotional aspects of learning analytics representations",2013,"Vatrapu__R."
"Supporting action research with learning analytics",2013,"Dyckhoff__A.L."
"Educational data scientists: A scarce breed",2013,"Buckingham_Shum__S."
"MOOCs and the funnel of participation",2013,"Clow__D."
"Interpreting data mining results with linked data for learning analytics: Motivation, case study and directions",2013,"D'Aquin__M."
"Improving retention: Predicting at-risk students by analysing clicking behaviour in a virtual learning environment",2013,"Wolff__A."
"Inferring higher level learning information from low level data for the Khan Academy platform",2013,"Mũoz-Merino__P.J."
"Visualizing social learning ties by type and topic: Rationale and concept demonstrator",2013,"Schreurs__B."
"Assessing students' performance using the learning analytics enriched rubrics",2013,"Dimopoulos__I."
"Aggregating social and usage datasets for learning analytics: Data-oriented challenges",2013,"Niemann__K."
"Crafting transformative strategies for personalized learning/analytics",2013,"Baer__L.L."
"Considering formal assessment in learning analytics within a PLE: The HOU2LEARN case",2013,"Koulocheri__E."
"From micro to macro: Analyzing activity in the ROLE Sandbox",2013,"Renzel__D."
"DCLA13: 1st International Workshop on Discourse-Centric Learning Analytics",2013,"Buckingham_Shum__S."
"Epistemology, pedagogy, assessment and learning analytics",2013,"Knight__S."
"Toward collaboration sensing: Applying network analysis techniques to collaborative eye-tracking data",2013,"Schneider__B."
"Nanogenetic learning analytics: Illuminating student learning pathways in an online fraction game",2013,"Martin__T."
"Deconstructing disengagement: Analyzing learner subpopulations in massive open online courses",2013,"Kizilcec__R.F."
"Multidisciplinarity vs. multivocality, the case of ""learning analytics""",2013,"Balacheff__N."
"Learning analytics for online discussions: A pedagogical model for intervention with embedded and extracted analytics",2013,"Wise__A.F."
"Learning object analytics for collections, repositories & federations",2013,"Sicilia__M.-A."
"Addressing learner issues with StepUp!: An evaluation",2013,"Santos__J.L."
"Towards the development of multimodal action based assessment",2013,"Worsley__M."
"What can we learn from Facebook activity? Using social learning analytics to observe new media literacy skills",2013,"Ahn__J."
"Formative assessment and learning analytics",2013,"Tempelaar__D.T."
"Orchestrating of complex inquiry: Three roles for learning analytics in a smart classroom infrastructure",2013,"Slotta__J.D."
"GradeCraft: What can we learn from a game-inspired learning management system?",2013,"Holman__C."
"Analytics of collaborative planning in Metafora - Architecture, data, and analytic methods",2013,"Harrer__A."
"The pairing of lecture recording data with assessment scores: A method of discovering pedagogical impact",2013,"Mirriahi__N."
"Learning analytics as a ""middle space""",2013,"Suthers__D."
"Second International Workshop on Teaching Analytics",2013,"Vatrapu__R."
"STEMscopes: Contextualizing learning analytics in a K-12 science curriculum",2013,"Monroy__C."
"LAK 2013 chairs' welcome",2013,"Duval__E."
"Issues, challenges, and lessons learned when scaling up a learning analytics intervention",2013,"Lonn__S."
"Analysis of collaborative writing processes using revision maps and probabilistic topic models",2013,"Southavilay__V."
"An evaluation of learning analytics to identify exploratory dialogue in online discussions",2013,"Ferguson__R."
"Model-driven assessment of learners in open-ended learning environments",2013,"Segedy__J.R."
"Analytics on video-based learning",2013,"Giannakos__M.N."
"Analyzing the flow of ideas and profiles of contributors in an open learning community",2013,"Halatchliyski__I."
"Live interest meter - Learning from quantified feedback in mass lectures",2013,"Rivera-Pelayo__V."
"An evaluation of policy frameworks for addressing ethical considerations in learning analytics",2013,"Prinsloo__P."
"Affective states and state tests: Investigating how affect throughout the school year predicts end of year learning outcomes",2013,"Pardos__Z.A."
"Open academic analytics initiative: Initial research findings",2013,"Lauría__E.J.M."
"LAK 2020 program chairs' welcome",2020,"Scheffel__M."
"ISENS: An integrated approach to combining epistemic and social network analyses",2020,"Shaffer__D.W."
"Towards automated analysis of cognitive presence in MOOC discussions: A manual classification study",2020,"Donald__C."
"An exploratory approach to measuring collaborative engagement in child robot interaction",2020,"Butail__S."
"LA-DECK: A card-based learning analytics co-design tool",2020,"Martinez-Maldonado__R."
"Automated insightful drill-down recommendations for learning analytics dashboards",2020,"Khosravi__H."
"Perceptions and expectations about learning analytics from a brazilian higher education institution",2020,"Mello__R.F."
"Inspiration cards workshops with primary teachers in the early co-design stages of learning analytics",2020,"Mavrikis__M."
"Data-informed curriculum sequences for a curriculum-integrated game",2020,"Shabrina__P."
"R2DE: A NLP approach to estimating IRT parameters of newly generated questions",2020,"Cappelli__A."
"From theory to action: Developing and evaluating learning analytics for learning design",2020,"Dimitriadis__Y."
"#Confused and beyond: Detecting confusion in course forums using students' hashtags",2020,"Hoernle__N."
"The relationship between confusion and metacognitive strategies in Betty's Brain",2020,"Bosch__N."
"Applying prerequisite structure inference to adaptive testing",2020,"Cater__E."
"High resolution temporal network analysis to understand and improve collaborative learning",2020,"Nouri__J."
"How working memory capacity limits success in self-directed learning: A cognitive model of search and concept formation",2020,"Bibi__A."
"Quantifying data sensitivity: Precise demonstration of care when building student prediction models",2020,"Woo__C."
"Socio-temporal dynamics in peer interaction events",2020,"Poquet__O."
"Learning-centred translucence: An approach to understand how teachers talk about classroom data",2020,"Hadgraft__R."
"Modelling collaborative problem-solving competence with transparent learning analytics: Is video data enough?",2020,"Zhou__Q."
"From childhood to maturity: Are we there yet? Mapping the intellectual progress in learning analytics during the past decade",2020,"Giannakos__M.N."
"Fostering and supporting empirical research on evaluative judgement via a crowdsourced adaptive learning system",2020,"Gyamfi__G."
"How good is my feedback? a content analysis ofWritten feedback",2020,"Diego__A."
"Predicting learners' effortful behaviour in adaptive assessment using multimodal data",2020,"Papamitsiou__Z."
"Intergroup and interpersonal forum positioning in shared-thread and post-reply networks",2020,"Jovanovic__J."
"Towards understanding the lifespan and spread of ideas: Epidemiological modeling of participation on twitter",2020,"Dougall__A.L."
"Learning analytics dashboards: The past, the present and the future",2020,"Ochoa__X."
"Exploring student approaches to learning through sequence analysis of reading logs",2020,"Chen__M.-R.A."
"Let's shine together! a comparative study between learning analytics and educational data mining",2020,"Rolim__V."
"Macro MOOC learning analytics: Exploring trends across global and regional providers",2020,"Jenner__M."
"The SEIRA approach: Course embedded activities to promote academic integrity and literacies in first year engineering",2020,"Zamecnik__A."
"EdX log data analysis made easy: Introducing ELAT: An open-source, privacy-aware and browser-based edX log data analysis tool",2020,"Tan__E."
"Personalized visualizations to promote young learners' SRL: The learning path app",2020,"Horvers__A."
"Disciplinary differences in blended learning design: A network analytic study",2020,"Tsai__Y.-S."
"Self-regulated learning and learning analytics in online learning environments: A review of empirical research",2020,"Khalil__M."
"Comparing teachers' use of mirroring and advising dashboards",2020,"Rummel__N."
"Towards automatic cross-language classification of cognitive presence in online discussions",2020,"Camelo__R."
"Learning to represent healthcare providers knowledge of neonatal emergency care: Findings from a smartphone-based learning intervention targeting clinicians from LMICs",2020,"Paton__C."
"Understanding Students' engagement with personalised feedback messages",2020,"Fudge__A."
"Are forum networks social networks? a methodological perspective",2020,"Tupikina__L."
"Peeking through the classroom window: A detailed data-driven analysis on the usage of a curriculum integrated math game in authentic classrooms",2020,"Akintunde__R.O."
"Detecting learning in noisy data: The case of oral reading fluency",2020,"Loukina__A."
"Analytics of learning strategies: The association with the personality traits",2020,"Gašević__D."
"Towards skills-based curriculum analytics: Can we automate the recognition of prior learning?",2020,"Sarathy__N."
"A Bayesian model of individual differences and flexibility in inductive reasoning for categorization of examples",2020,"Olsen__J.K."
"Exploring exam strategies of successful first year engineering students",2020,"Zdrahal__Z."
"Learning with background music: A field experiment",2020,"Hu__X."
"Characterizing and influencing students' tendency towrite self-explanations in online homework",2020,"Solyst__J."
"Involving teachers in learning analytics design: Lessons learned from two case studies",2020,"Lang__C."
"Slow is good: The effect of diligence on student performance in the case of an adaptive learning system for health literacy",2020,"Maitz__K."
"Evaluating teachers' perceptions of students' questions organization",2020,"Bouchet__F."
"Towards automatic content analysis of social presence in transcripts of online discussions",2020,"Rolim__V."
"Predicting student success in a blended learning environment",2020,"Bogdanova__D."
"Exploration of the robustness and generalizability of the additive factors model",2020,"Pelánek__R."
"Complementing educational recommender systems with open learner models",2020,"Khosravi__H."
"Smart dictionary for E-book reading analytics",2020,"Flanagan__B."
"Analytics of time management and learning strategies for effective online learning in blended environments",2020,"Gaševic__D."
"Trace data from student solutions to genetics problems reveals variance in the processes related to different course outcomes",2020,"Quigley__D."
"Supporting actionable intelligence: Reframing the analysis of observed study strategies",2020,"Dawson__S."
"Analyzing the consistency in within-activity learning patterns in blended learning",2020,"Hatala__M."
"Design of a curriculum analytics tool to support continuous improvement processes in higher education",2020,"Aguirre__C."
"Testing the reliability of inter-rater reliability",2020,"Brohinsky__J."
"What college students say, and what they do: Aligning self-regulated learning theory with behavioral logs",2020,"Motz__B."
"Combining analytic methods to unlock sequential and temporal patterns of self-regulated learning",2020,"Gaševic__D."
"How patterns of students dashboard use are related to their achievement and self-regulatory engagement",2020,"Teasley__S.D."
"Focused or stuck together: Multimodal patterns reveal triads' performance in collaborative problem solving",2020,"Amon__M.J."
"Is faster better? a study of video playback speed",2020,"Chen__G."
"Dialogue attributes that inform depth and quality of participation in course discussion forums",2020,"Moore__J."
"Predicting student performance in interactive online question pools using mouse interaction features",2020,"Li__H."
"Decoding the performance in an out-of-context problem during blocked practice",2020,"Lalwani__A."
"Designing for serendipity in a university course recommendation system",2020,"Jiang__W."
"The automated grading of student open responses in mathematics",2020,"Botelho__A.F."
"How and how well do students reflect?: Multi-dimensional automated reflection assessment in health professions education",2020,"Wise__A.F."
"The privacy paradox and its implications for learning analytics",2020,"Whitelock-Wainwright__A."
"Exploring the usage of thermal imaging for understanding video lecture designs and students' experiences",2020,"Nawaz__S."
"Prediction of students' assessment readiness in online learning environments: The sequence matters",2020,"Bailey__J."
"Using a cluster-based regime-switching dynamic model to understand embodied mathematical learning",2020,"Andrade__A."
"Assessment that matters: Balancing reliability and learner-centered pedagogy in MOOC assessment",2020,"Wiltrout__M.E."
"Constructing and predicting school advice for academic achievement: A comparison of item response theory and machine learning techniques",2020,"Feskens__R."
"Technologies for automated analysis of co-located, real-life, physical learning spaces: Where are we now?",2019,"Dauwels__J."
"Different types of response-based feedback in mathematics: The case of textual and symbolic messages",2019,"Hershkovitz__A."
"On multi-device use: Using technological modality profiles to explain differences in students' learning",2019,"Hatala__M."
"Semi-automatic generation of intelligent curricula to facilitate learning analytics",2019,"Ochoa__X."
"DEBE feedback for large lecture classroom analytics",2019,"Chavan__P."
"The timeliness deviation: A novel approach to evaluate educational recommender systems for closed-courses",2019,"Merceron__A."
"Differences in student trajectories via filtered time series analysis in an immersive virtual world",2019,"Dede__C."
"Cross-platform analytics: A step towards personalization and adaptation in education",2019,"Vesin__B."
"Topic development to support revision feedback",2019,"Patzak__A."
"Validating the use of LMS-derived rubric structural features to facilitate automated measurement of rubric quality",2019,"Morgan__W."
"Predicting student success in communication skills learning scenarios with virtual humans",2019,"Lok__B."
"Modeling gender dynamics in intra and interpersonal interactions during online collaborative learning",2019,"Dowell__N."
"Contextualizable learning analytics design: A generic model and writing analytics evaluations",2019,"Knight__S."
"Deep knowledge tracing and engagement with MOOCs",2019,"Kanopka__K."
"Read between the lines: An annotation tool for multimodal data for learning",2019,"Schneider__J."
"Towards hybrid human-system regulation: Understanding children' SRL support needs in blended classrooms",2019,"Horvers__A."
"Fairer but not fair enough on the equitability of knowledge tracing",2019,"Brunskill__E."
"Descriptive and predictive modeling of student achievement, satisfaction, and mental health for data-driven smart connected campus life service",2019,"Lim__H."
"Goal-based course recommendation",2019,"Pardos__Z.A."
"Affect sequences and learning in Betty's brain",2019,"Paquette__L."
"The impact of student opt-out on educational predictive models",2019,"Brooks__C."
"Introducing meaning to clicks: Towards traced-measures of self-efficacy and cognitive load",2019,"Dawson__S."
"Integrated closed-loop learning analytics scheme in a first year experience course",2019,"Duan__X."
"Would you? Could you? On a tablet? Analytics of children's ebook reading",2019,"Loukina__A."
"Measuring knowledge gaps in student responses by mining networked representations of texts",2019,"Hu__X."
"Effective feature learning with unsupervised learning for improving the predictive models in massive open online courses",2019,"Yeung__D.-Y."
"Top concept networks of professional education reflections",2019,"Cui__Y."
"Motivated information seeking and graph comprehension among college students",2019,"Baek__C."
"Language as thought: Using natural language processing to model noncognitive traits that predict college success",2019,"Hutt__S."
"Beyond A/B testing: Sequential randomization for developing interventions in scaled digital learning environments",2019,"Gardner__J."
"Utilizing learning analytics to map students' self-reported study strategies to click behaviors in STEM courses",2019,"Rivas__M.J."
"The validity and utility of activity logs as a measure of student engagement",2019,"Quick__J."
"Social comparison in MOOCs: Perceived SES, opinion, and message formality",2019,"Brooks__C."
"Lak 2019 program chairs' welcome",2019,"Hoppe__U."
"Analytics of learning strategies: Associations with academic performance and feedback",2019,"Gašević__D."
"Are you talking to me? Multi-dimensional language analysis of explanations during reading",2019,"Perret__C."
"Comparison of ranking and rating scales in online peer assessment: Simulation approach",2019,"Stevens__S."
"Using detailed access trajectories for learning behavior analysis",2019,"Hemberg__E."
"Transfer learning using representation learning in massive open online courses",2019,"Hemberg__E."
"Counting clicks is not enough: Validating a theorized model of engagement in learning analytics",2019,"Joksimović__S."
"Student centred design of a learning analytics system",2019,"Kyriacou__T."
"DiAD: Domain adaptation for learning at scale",2019,"Bhat__S."
"Exploring the subtleties of agency and indirect control in digital learning games",2019,"Elizabeth_Richey__J."
"Challenges on implementing learning analytics over countrywide K-12 data",2019,"Ochoa__X."
"A study on curriculum planning and its relationship with graduation GPA and time to degree",2019,"Karypis__G."
"Multichannel data for understanding cognitive affordances during complex problem solving",2019,"Desmet__P."
"Analysing discussion forum data: A replication study avoiding data contamination",2019,"Moore__J."
"Can background music facilitate learning? Preliminary results on reading comprehension",2019,"Li__F."
"Exploring learner engagement patterns in teach-outs",2019,"Welsh__S.S."
"Predicting the well-functioning of learning groups under privacy restrictions",2019,"Doberstein__D."
"Investigating the usage patterns of algebra nation tutoring platform",2019,"Michailidis__G."
"User2Code2vec: Embeddings for profiling students based on distributional representations of source code",2019,"Hsiao__I.-H."
"Evaluating the fairness of predictive student models through slicing analysis",2019,"Brooks__C."
"Where you are, not what you see: The impact of learning environment on mind wandering and material retention",2019,"Mills__C."
"Square it up! How to model step duration when predicting student performance",2019,"Carvalho__P.F."
"Exploring programming semantic analytics with deep learning models",2019,"Hsiao__I.-H."
"Refusing to try: Characterizing early stopout on student assignments",2019,"Van_Inwegen__E.G."
"Learning analytics at the intersections of student trust, disclosure and benefit",2019,"Prinsloo__P."
"The impact of an online tutoring program for algebra readiness on mathematics achievements; results of a randomized experiment",2019,"Michailidis__G."
"Clustering analysis reveals authentic science inquiry trajectories among undergraduates",2019,"Quigley__D."
"Towards value-sensitive learning analytics design",2019,"Zhu__H."
"Towards enabling feedback on rhetorical structure with neural sequence models",2019,"Cotos__E."
"Increasing the impact of learning analytics",2019,"Joksimovic__S."
"An analysis of student representation, representative features and classification algorithms to predict degree dropout",2019,"Nunes__B.P."
"Reliable deep grade prediction with uncertainty estimation",2019,"Rangwala__H."
"Exploring students' sensemaking of learning analytics dashboards: Does frame of reference make a difference?",2019,"Joksimović__S."
"UPM: Discovering course enrollment sequences associated with success",2019,"Karypis__G."
"Comprehension factor analysis: Modeling student's reading behaviour",2019,"Carvalho__P."
"Knowledge Query Network for Knowledge Tracing: How Knowledge Interacts with Skills",2019,"Yeung__D.-Y."
"Player pairs valuation in ice hockey",2019,"Carlsson__N."
"Predicting pass receiver in football using distance based features",2019,"Gautrais__C."
"Real-time power performance prediction in tour de france",2019,"Gray__P."
"Football pass prediction using player locations",2019,"Liu__T."
"Evaluating NFL plays: Expected points adjusted for schedule",2019,"Winston__W."
"Ranking the teams in european football leagues with agony",2019,"Ritter__J."
"Predicting the receivers of football passes",2019,"Zhang__Z."
"Measuring football players’ on-the-ball contributions from passes during games",2019,"Van_Haaren__J."
"Distinguishing between roles of football players in play-by-play match event data",2019,"Van_Haaren__J."
