"Article","Year","Stem"
"Parent as a companion for solving challenging math problems: Insights from multi-modal observational data",2019,"multi-modal learning analyt"
"Design of an elective course recommendation system for university environment",2019,"data min"
"A data-driven approach for automated assessment of scientific explanations in science inquiry",2019,"regular express"
"Tutorbot corpus: Evidence of human-agent verbal alignment in second language learner dialogues",2019,"align"
"A novel use of educational data mining to inform effective management of academic programs",2019,"academic program manag"
"Predictors of student satisfaction: A large-scale study of human-human online tutorial dialogues",2019,"gradient tree boost"
"A better cold-start for early prediction of student at-risk status in new school districts",2019,"high school gradu"
"Deep hierarchical knowledge tracing",2019,"hierarchical structure model"
"Predicting student dropout in higher education based on previous exam results",2019,"time series dist"
"Content-based course recommender system for liberal arts education",2019,"grade predict"
"Identifying bias and underlying knowledge structures in Brazilian National exam of students performance",2019,"bias select"
"Affective state prediction in a mobile setting using wearable biometric sensors and stylus",2019,"biometric sensor"
"Utterance-level modeling of indicators of engaging classroom discourse",2019,"classroom discours"
"Hǎo Fāyīn: Developing automated audio assessment tools for a Chinese language course",2019,"automatic grad"
"Staying in the zone: Sequencing content in classrooms based on the zone of proximal development",2019,"e-learn"
"A human-machine hybrid peer grading framework for SPOCs",2019,"bayesian model"
"Collaborative problem-solving process in a science serious game: Exploring group action similarity trajectory",2019,"jaccard coeffici"
"Identifying critical pedagogical decisions through adversarial deep reinforcement learning",2019,"critical decis"
"Modeling student performance and disengagement using decomposition of response time data",2019,"regression model"
"Measuring students' thermal comfort and its impact on learning",2019,"thermal comfort"
"Measuring item teaching value in an online learning environment",2019,"content improv"
"Deep-IRT: Make deep learning based knowledge tracing explainable using item response theory",2019,"item response theori"
"Tutorial proposal: Designing and developing open, pedagogically-based predictive models using the moodle analytics API",2019,"educational data min"
"Sharing and reusing data and analytic methods with LearnSphere",2019,"data-informed effort"
"Implicit and explicit emotions in MOOCs",2019,"emot"
"Grading emails and generating feedback",2019,"educ"
"Incorporating prior practice difficulty into performance factors analysis to model Mandarin tone learning",2019,"difficulty level"
"A comparative analysis of emotional words for learning effectiveness in online education",2019,"online educ"
"Improving peer assessment accuracy by incorporating relative peer grades",2019,"peer grad"
"Characterising students' writing processes using temporal keystroke analysis",2019,"shap feature import"
"Investigating writing style development in high school",2019,"siamese neural network"
"Supporting minority student success by using machine learning to identify at-risk students",2019,"dropout predict"
"Visualizing learning performance data and model predictions as objects in a 3D space",2019,"dimensionality reduct"
"N-gram graphs for topic extraction in educational forums",2019,"natural language process"
"Exploring the link between motivations and gaming",2019,"intelligent tutoring system"
"Visualization and clustering of learner pathways in an interactive online learning environment",2019,"interactive learning environ"
"A generalizable performance evaluation model of driving games via risk-weighted trajectories",2019,"game-based learn"
"Collaboration analysis using object detection",2019,"collaborative learning analysi"
"Design and deployment of a better university course search: Inferring latent",2019,"course2vec"
"Kappa learning: A new item-similarity method for clustering educational items from response data",2019,"clustering educational item"
"Using a glicko-based algorithm to measure in-course learning",2019,"knowledge trac"
"Application of Hidden Markov models to quantify the impact of enrollment patterns on student performance",2019,"hidden markov model"
"Exploring neural network models for the classification of students in highly interactive environments",2019,"learning behavior"
"Modelling end-of-session actions in educational systems",2019,"educational session model"
"Anatomy of mobile learners: Using learning analytics to unveil learning in presence of mobile devices",2019,"mobile learn"
"Exploring stealth assessment via deep learning in an open-ended virtual environment",2019,"immersive virtual world"
"Detecting suggestions in peer assessments",2019,"peer assess"
"Towards discovering problem similarity through deep learning: Combining problem features and user behavior",2019,"deep learn"
"A self-attentive model for knowledge tracing",2019,"massive open online cours"
"Modeling person-specific development of math skills in continuous time: New evidence for mutualism",2019,"mixed-effects model"
"The guided team-partitioning problem: Definition, complexity, and algorithm",2019,"team form"
"Smart learning object recommendations based on time-dependent learning need models",2019,"knowledge-based filt"
"Investigating effects of considering mobile and desktop learning data on predictive power of learning management system (LMS) features on student success",2019,"learning analyt"
"Teacher vs. Algorithm: Double-blind experiment of content sequencing in mathematics",2019,"content sequenc"
"The influence of school demographics on the relationship between students' help-seeking behavior and performance and motivational measures",2019,"help-seek"
"Detecting wheel-spinning and productive persistence in educational games",2019,"educational gam"
"Student knowledge diagnosis on response data via the model of sparse factor learning",2019,"personalized educ"
"Categorizing students' questions using an ensemble hybrid approach",2019,"ensemble learn"
"Why deep knowledge tracing has less depth than anticipated",2019,"recurrent neural network"
"Using knowledge component modeling to increase domain understanding in a digital learning game",2019,"digital learning gam"
"Predicting early and often: Predictive student modeling for block-based programming environments",2019,"predictive student model"
"Hybrid deep neural networks to predict socio-moral reasoning skills",2019,"expert knowledg"
"DAS3H: Modeling student learning and forgetting for optimally scheduling distributed practice of skills",2019,"knowledge compon"
"Do learners know what's good for them? Crowdsourcing subjective ratings of OERs to predict learning gains",2019,"crowdsourc"
"Toward instrumenting makerspaces: Using motion sensors to capture students' affective states in open-ended learning environments",2019,"learning analyt"
"Filtering non-relevant short answers in peer learning applications",2019,"student response system"
"Grade prediction based on cumulative knowledge and co-taken courses",2019,"cumulative knowledg"
"Scholars walk: A Markov chain framework for course recommendation",2019,"higher educ"
"Time-series insights into the process of passing or failing online university courses using neural-induced interpretable student states",2019,"deep learn"
"Towards a general purpose anomaly detection method to identify cheaters in massive open online courses",2019,"cheat"
"Student performance prediction by discovering inter-activity relations",2018,"student model"
"Identifying profiles of collaborative problem solvers in an online electronics environment",2018,"collaborative problem solv"
"GritNet: Student performance prediction with deep learning",2018,"educational data min"
"LeCore: A Framework for Modeling Learner’s preference",2018,"person"
"Predictive student modeling for interventions in online classes",2018,"data visu"
"Re-designing the structure of online courses to empower educational data mining",2018,"data interpret"
"Studying affect dynamics and chronometry using sensor-free detectors",2018,"affect dynam"
"Predicting individualized learner models across tutor lessons",2018,"genet"
"Contextual derivation of stable BKT parameters for analyzing content efficacy",2018,"brute force bkt model"
"Predicting learning by analyzing eye-gaze data of reading behavior",2018,"computer-based learning environ"
"Forgetting curves and testing effect in an adaptive learning and assessment system",2018,"forgetting curv"
"Machine beats human at sequencing visuals for perceptual-fluency practice",2018,"desirable difficulti"
"What can we learn from college students’ network transactions? Constructing useful features for student success prediction",2018,"engag"
"Tracking behavioral patterns among students in an online educational system",2018,"non-negative matrix factor"
"Automated speech act categorization of chat utterances in virtual internships",2018,"machine learn"
"Is the doer effect robust across multiple data sets?",2018,"doer effect"
"Mining MOOC lecture transcripts to construct concept dependency graphs",2018,"concept dependency graph"
"A Comparison of Features for the Automatic Labeling of Student Answers to Open-ended Questions",2018,"entity ment"
"Quantyler: Apportioning credit for student forum participation",2018,"credit comput"
"Standard error considerations on AFM parameters",2018,"parameters standard error"
"Who they are and what they want: Understanding the reasons for MOOC enrollment",2018,"mooc"
"Predicting student enrollment based on student and college characteristics",2018,"college characterist"
"Exploring collaboration using motion sensors and multi-modal learning analytics",2018,"computational think"
"Job description mining to understand work-integrated learning",2018,"latent semantic analysis (lsa)"
"Predicting quitting in students playing a learning game",2018,"disengag"
"Modeling math identity and math success through sentiment analysis and linguistic features",2018,"math ident"
"Predicting student performance based on online study habits: A study of blended courses",2018,"log"
"Finding topics in enrollment data",2018,"educational data min"
"An open vocabulary approach for estimating teacher use of authentic questions in classroom discourse",2018,"classroom discours"
"Improving stealth assessment in game-based learning with LSTM-based analytics",2018,"lstm"
"Impact of corpus size and dimensionality of LSA spaces from Wikipedia articles on autotutor answer evaluation",2018,"corpus s"
"Understanding student procrastination via mixture models",2018,"online cours"
"Intelligent instructional hand offs",2018,"detector model"
"Filtered time series analyses of student problem-solving behaviors in game-based learning",2018,"game-based learn"
"A hybrid multi-criteria approach using a genetic algorithm for recommending courses to university students",2018,"educational recommender system"
"Accurate measurement of lexical sophistication with reference to ESL learner data",2018,"corpus linguist"
"Using student logs to build Bayesian models of student knowledge and skills",2018,"data structur"
"Using a common sense knowledge base to auto generate multi-dimensional vocabulary assessments",2018,"knowledge bas"
"ELBA: Exceptional learning behavior analysis",2018,"learning analyt"
"Clustering the learning patterns of adults with low literacy skills interacting with an intelligent tutoring system",2018,"autotutor"
"Feature extraction for classifying students based on their academic performance",2018,"classif"
"Mining user trajectories in electronic text books",2018,"sequential clust"
"Gender differences in undergraduate engineering applicants: A text mining approach",2018,"cluster"
"Understanding learners’ opinion about participation certificates in online courses using topic modeling",2018,"mooc certif"
"Constructing cognitive profiles for simulation-based hiring assessments",2018,"learning sci"
"Identifying user engagement patterns in an online video discussion platform",2018,"online discuss"
"Who are they looking at? Automatic eye gaze following for classroom observation video analysis",2018,"classroom observation video"
"Prediction of academic achievement based on digital campus",2018,"behavioural pattern"
"Analyzing the relative learning benefits of completing required activities and optional readings in online courses",2018,"online learn"
"Estimating the treatment effect of new device deployment on uruguayan students’ online learning activity",2018,"quasi-experimental design"
"How many friends can you make in a week?: Evolving social relationships in MOOCs over time",2018,"forum particip"
"Mining student misconceptions from pre- and post-test data",2018,"common student misconcept"
"Can textbook annotations serve as an early predictor of student learning?",2018,"neural network"
"Modeling the effects of students’ interactions with immersive simulations using Markov switching systems",2018,"exploratory learning environ"
"Does deep knowledge tracing model interactions among skills?",2018,"knowledge trac"
"Identifying student communities in blended courses",2017,"educational data min"
"Riple: Recommendation in peer-learning environments based on knowledge gaps and interests",2017,"peer-learning environ"
"Personalized feedback for open-response mathematical questions using long short-term memory networks",2017,"feedback gener"
"Online learning persistence and academic achievement",2017,"alek"
"On the prevalence of multiple-account cheating in massive open online learning",2017,"educational data min"
"An LDA topic model and social network analysis of a school blogging platform",2017,"nlp"
"Sequence modelling for analysing student interaction with educational systems",2017,"markov chain"
"Mining innovative augmented graph grammars for argument diagrams through novelty selection",2017,"augmented graph grammar"
"Zone out no more: Mitigating mind wandering during computerized reading",2017,"gaze track"
"A prediction and early alert model using learning management system data and grounded in learning science theory",2017,"learning management system"
"An analysis of students’ questions in MOOCs forums",2017,"moocs forum"
"Grade prediction with temporal course-wise influence",2017,"latent factor"
"The reading ability of college freshmen",2017,"higher educ"
"Identifying relationships between students’ questions type and their behavior",2017,"question taxonomi"
"Short-answer responses to STEM exercises: Measuring response validity and its impact on learning",2017,"cognitive psycholog"
"Development of a trajectory model for visualizing teacher ICT usage based on event segmentation data",2017,"ict"
"Untangling the program name versus the curriculum: An investigation of titles and curriculum content",2017,"cluster"
"Using a single model trained across multiple experiments to improve the detection of treatment effects",2017,"intervention effect"
"On the influence on learning of student compliance with prompts fostering self-regulated learning",2017,"eye track"
"Student use of inquiry simulations in middle school science",2017,"interactive simul"
"Text analysis with LIWC and coh-metrix: Portraying MOOCs instructors",2017,"lecture styl"
"Behavior-based latent variable model for learner engagement",2017,"engag"
"Understanding student’s reviewing and reflection behaviors using web-based programming grading assistant",2017,"paper-based assess"
"A latent factor model for instructor content preference analysis",2017,"educational data min"
"Developing Chinese automated essay scoring model to assess college students’ essay quality",2017,"chinese linguistic ind"
"Intelligent composition of test papers based on MOOC learning data",2017,"genetic algorithm"
"Data-mining textual responses to uncover misconception patterns",2017,"markov chain monte carlo"
"An offline evaluation method for individual treatment rules and how to find heterogeneous treatment effect",2017,"heterogeneous treatment effect"
"Causal forest vs. naïve causal forest in detecting personalization: An empirical study in ASSISTments",2017,"heterogeneous treatment effect"
"Predicting performance in a small private online course",2017,"educational data min"
"Tracking online reading of college students",2017,"measur"
"Modeling network dynamics of MOOC discussion interactions at scale",2017,"network dynam"
"Teaching informal logical fallacy identification with a cognitive tutor",2017,"cognitive tutor"
"Student use of scaffolded inquiry simulations in middle school science",2017,"interactive simul"
"Making the grade: How learner engagement changes after passing a course",2017,"learning analyt"
"Automatic scoring method for descriptive test using recurrent neural network",2017,"language model"
"Modeling dormitory occupancy using Markov chains",2017,"dormitory occup"
"Intelligent argument grading system for student-produced argument diagrams",2017,"automated grading system"
"Towards automatic classification of learning objects: Reducing the number of used features",2017,"learning object"
"Discovering skill prerequisite structure through Bayesian estimation and nested model comparison",2017,"mcmc estim"
"Learning to represent student knowledge on programming exercises using deep learning",2017,"knowledge trac"
"Modeling classifiers for virtual internships without participant data",2017,"lsa"
"Emerging patterns in student’s learning attributes through text mining",2017,"engag"
"Predicting short- and long-term vocabulary learning via semantic features of partial word knowledge",2017,"prediction model"
"Mycos intelligent teaching assistant",2017,"sudent engag"
"A neural network approach to estimate student skill mastery in cognitive diagnostic assessments",2017,"neural network"
"Student learning strategies and behaviors to predict success in an online adaptive mathematics tutoring system",2017,"error"
"Metacognitive prompt overdose: Positive and negative effects of prompts in iSTART",2017,"intelligent tutoring system"
"Few hundred parameters outperform few hundred thousand?",2017,"bayesian knowledge trac"
"Using an additive factor model and performance factor analysis to assess learning gains in a tutoring system to help adults with reading difficulties",2017,"csal autotutor"
"An effective framework for automatically generating and ranking topics in MOOC videos",2017,"massive open online courses (moocs)"
"Estimating individual treatment effect from educational studies with residual counterfactual networks",2017,"deep residual learn"
"Learner affect through the looking glass: Characterization and detection of confusion in online courses",2017,"discussion forum analysi"
"Assessing computer literacy of adults with low literacy skills",2017,"computer literaci"
"Combining machine learning and natural language processing to assess literary text comprehension",2017,"interpret"
"Adaptive Sequential Recommendation for Discussion Forums on MOOCs using Context Trees",2017,"model adapt"
"Can typical behaviors identified in MOOCs be discovered in other courses?",2017,"typical behavior"
"Addressing student behavior and affect with empathy and growth mindset",2017,"empathy messag"
"Automated assessment for scientific explanations in on-line science inquiry",2017,"claim"
"Predicting student retention from behavior in an online orientation course",2017,"prediction model"
"Using temporal association rule mining to predict dyadic rapport in peer tutoring",2017,"peer tutor"
"Assessing the dialogic properties of classroom discourse: Proportion models for imbalanced classes",2017,"dialogic instruct"
"Inferring frequently asked questions from student question answering forums",2017,"community question answ"
"Toward the automatic labeling of course questions for ensuring their alignment with learning outcomes",2017,"latent dirichlet alloc"
"Exploring the relationship between student pre-knowledge and engagement in MOOCs using polytomous IRT",2017,"mooc"
"Characterizing collaboration in the pair program tracing and debugging eye-tracking experiment: A preliminary analysis",2017,"cross-recurrence quantif"
"The misidentified identifiability problem of Bayesian knowledge tracing",2017,"identifi"
"Towards reliable and valid measurement of individualized student parameters",2017,"additive factors model"
"Task and timing: Separating procedural and tactical knowledge in student models",2017,"bktsr"
"Gaze-based detection of mind wandering during lecture viewing",2017,"eye-gaz"
"Convolutional neural network for automatic detection of sociomoral reasoning level",2017,"data vectors represent"
"When and who at risk? Call back at these critical points",2017,"mooc"
"Linking language to math success in an on-line course",2017,"nlp"
"Adaptive assessment experiment in a harvardx MOOC",2017,"adaptive learn"
"Analysis of problem-solving behavior in open-ended scientific-discovery game challenges",2017,"scientific-discovery gam"
"Studying MOOC completion at scale using the MOOC replication framework",2017,"mooc"
"Efficient feature embeddings for student classification with variational auto-encoders",2017,"dimensionality reduct"
"Predicting prospective peer helpers to provide just-in-time help to users in question and answer forums",2017,"peer help"
"Clustering student sequential trajectories using dynamic time warping",2017,"distance matrix"
"Automatic peer tutor matching: Data-driven methods to enable new opportunities for help",2017,"introductory program"
"Epistemic network analysis and topic modeling for chat data from collaborative learning environment",2017,"collaborative learn"
"Dropout Prediction in MOOCs using Learners’ Study Habits Features",2017,"mooc"
"Clustering students in assistments: Exploring system- and school-level traits to advance personalization",2017,"k-means clust"
"The antecedents of and associations with elective replay in an educational game: Is replay worth it?",2017,"replay"
"Modeling the zone of proximal development with a computational approach",2017,"natural-language tutoring system"
"Identifying relevant user behavior, predicting learning, and persistence in an ITS-based afterschool program",2016,"alek"
"Investigating gender differences on homework in middle school mathematics",2016,"homework"
"Modeling interactions across skills: A method to construct and compare models predicting the existence of skill relationships",2016,"model comparison"
"A platform for integrating and analyzing data to evaluate the impacts of educational technologies",2016,"education outcom"
"Designing interactive and personalized concept mapping learning environments",2016,"concept map"
"An automated test of motor skills for job selection and feedback",2016,"blue collar job"
"Studying assignment size and student performance using propensity score matching",2016,"classical item analysi"
"Automated feedback on group processes: An experience report",2016,"collaborative learn"
"Estimation of prerequisite skills model from large scale assessment data using semantic data mining",2016,"knowledge structur"
"Meta-learning for predicting the best vote aggregation method: Case study in collaborative searching of LOs",2016,"los collaborative search"
"Predicting performance on MOOC assessments using multi-regression models",2016,"performance predict"
"Exploring the impact of data-driven tutoring methods on students’ demonstrative knowledge in logic problem solving",2016,"proficiency profil"
"Validating game-based measures of implicit science learning",2016,"hierarchical linear model"
"Time series analysis of VLE activity data",2016,"learning analyt"
"Mining sequences of gameplay for embedded assessment in collaborative learning",2016,"embedded assess"
"Discovering ‘tough love’ interventions despite dropout",2016,"experi"
"Predicting off-task behaviors in an adaptive vocabulary learning system",2016,"engag"
"Automatic gaze-based detection of mind wandering during narrative film comprehension",2016,"film comprehens"
"Guiding students towards frequent high-utility paths in an ill-defined domain",2016,"high-utility pattern"
"Perfect scores indicate good students !? The case of one hundred percenters in a math learning system",2016,"gamif"
"A comparative analysis of techniques for predicting student performance",2016,"collaborative filt"
"Validating automated triggers and notifications @ scale in blackboard learn",2016,"learning analyt"
"Predicting dialogue acts for intelligent virtual agents with multimodal student interaction data",2016,"game-based learn"
"Pattern mining uncovers social prompts of conceptual learning with physical and virtual representations",2016,"conceptual and social learning process"
"Towards modeling chunks in a knowledge tracing framework for students’ deep learning",2016,"chunk"
"Examining the necessity of problem diagrams using MOOC AB experiments",2016,"mooc"
"Semantic features of math problems: Relationships to student learning and engagement",2016,"engag"
"A scalable learning analytics platform for automated writing feedback",2016,"automated essay feedback"
"Toward automated support for teacher-facilitated formative feedback on student writing",2016,"formative feedback"
"Quantifying how students use an online learning system: A focus on transitions and performance",2016,"online technolog"
"Learning curves for problems with multiple knowledge components",2016,"learning curv"
"Time Series Cross Section method for monitoring students’ page views of course materials and improving classroom teaching",2016,"educational data min"
"Analysing and refining pilot training",2016,"aviation pilot"
"Document segmentation for labeling with academic learning objectives",2016,"document label"
"Learning curves versus problem difficulty: An analysis of the knowledge component picture for a given context",2016,"learning curv"
"Applicability of educational data mining in Afghanistan: Opportunities and challenges",2016,"educational data min"
"Patterns of usage from educational technology products across America",2016,"educational technolog"
"A nonlinear state space model for identifying at-risk students in open online courses",2016,"dropout predict"
"Enabling people to harness and control EDM for lifelong, life-wide learning",2016,"educational data min"
"An ensemble method to predict student performance in an online math learning environment",2016,"ensemble method"
"Assessing student-generated design justifications in engineering virtual internships",2016,"epistemic frame theori"
"How to model implicit knowledge? Similarity learning methods to assess perceptions of visual representations",2016,"implicit learn"
"Preliminary results on dialogue act classification in chat-based online tutorial dialogues",2016,"instructional strategi"
"Effect of student ability and question difficulty on duration",2016,"durat"
"Individualizing Bayesian knowledge tracing. Are skill parameters more important than student parameters?",2016,"hierarchical bayesian model"
"Towards integrating human and automated tutoring systems",2016,"human tutor"
"How quickly can wheel spinning be detected?",2016,"intelligent tutoring system"
"Browsing-pattern mining from e-book logs with non-negative matrix factorization",2016,"non-negative matrix factor"
"Seeking programming-related information from large scaled discussion forums, help or harm?",2016,"hidden markov model"
"Extracting measures of active learning and student self-regulated learning strategies from MOOC data",2016,"mooc"
"Modeling visitor behavior in a game-based engineering museum exhibit with hidden Markov models",2016,"learning analyt"
"MATHia X: The next generation cognitive tutor",2016,"intelligent tutoring system"
"Study on automatic scoring of descriptive type tests using text similarity calculations",2016,"bleu"
"Execution traces as a powerful data representation for intelligent tutoring systems for programming",2016,"data-driven tutoring system"
"Classifying behavior to elucidate elegant problem solving in an educational game",2016,"educational gam"
"LIVELINET: A multimodal deep recurrent neural network to predict liveliness in educational videos",2016,"educational video"
"Measuring gameplay affordances of user-generated content in an educational game",2016,"educational gam"
"A data-driven framework of modeling skill combinations for deeper knowledge tracing",2016,"complex skil"
"Semi-automatic detection of teacher questions from human-transcripts of audio in live classrooms",2016,"classroom environ"
"Exploring learning management system interaction data: Combining Data-driven and Theory-driven Approaches",2016,"interactions in online learn"
"Redefining “what” in analyses of who does what in MOOCs",2016,"learning analyt"
"A coupled user clustering algorithm for web-based learning systems",2016,"user behavior analysi"
"Understanding engagement in MOOCs",2016,"cognitive engag"
"Can word probabilities from LDA be simply added up to represent documents?",2016,"document clust"
"Toward revision-sensitive feedback in automated writing evaluation",2016,"feedback"
"Predicting STEM achievement with learning management system data: Prediction modeling and a test of an early warning system",2016,"learning management system"
"Back to the basics: Bayesian extensions of IRT outperform neural networks for proficiency estimation",2016,"deep knowledge trac"
"Adding eye-tracking AOI data to models of representation skills does not improve prediction accuracy",2016,"eye-track"
"Investigating swarm intelligence for performance prediction∗",2016,"mooc"
"Student Emotion, Co-occurrence, and Dropout in a MOOC Context",2016,"course complet"
"Riding an emotional roller-coaster: A multimodal study of young child’s math problem solving activities ∗",2016,"interaction dynam"
"Mining behaviours of students in autograding submission system logs",2016,"autograding system"
"Acting the same differently: A cross-course comparison of user behavior in MOOCs",2016,"mooc"
"Modeling the influence of format and depth during effortful retrieval practice",2016,"depth of process"
"Tensor factorization for student modeling and performance prediction in unstructured domain",2016,"predicting students perform"
"Predicting student progress from peer-assessment data",2016,"peer-assess"
"Student usage predicts treatment effect heterogeneity in the cognitive tutor algebra I program",2016,"causal mechan"
"How to judge learning on online learning minimum learning judgment system",2016,"educational data min"
"Semi-Markov model for simulating MOOC students",2016,"expectation-maxim"
"Does a peer recommender foster students’ engagement in MOOCs?",2016,"persist"
"On generalizability of MOOC models",2016,"generaliz"
"Going deeper with deep knowledge tracing",2016,"deep learn"
"Calibrated self-assessment",2016,"item response theory (irt)"
"Closing the loop with quantitative cognitive task analysis",2016,"cognitive model"
"Unnatural feature engineering: Evolving augmented graph grammars for argument diagrams",2016,"augmented graph grammar"
"Course enrollment recommender system",2016,"prerequisit"
"The affective impact of tutor questions: Predicting frustration and engagement",2016,"engag"
"Robust predictive models on MOOCs: Transferring knowledge across courses",2016,"ensembling method"
"Joint discovery of skill prerequisite graphs and student models",2016,"prerequisite discoveri"
"Collaborative Problem Solving Skills versus Collaboration Outcomes: Findings from statistical analysis and data mining",2016,"random forest"
"{ENTER}ing the time series {SPACE}: Uncovering the writing process through keystroke analyses",2016,"intelligent tutoring system"
"Hierarchical cluster analysis heatmaps and pattern analysis: An approach for visualizing learning management system interaction data",2016,"hierarchical cluster analysi"
"Stimulating collaborative activity in online social learning environments with Markov decision processes",2016,"mdp"
"Automatic assessment of constructed response data in a chemistry tutor",2016,"natural language process"
"How good is popularity? Summary grading in crowdsourcing",2016,"crowdsourc"
"Beyond log files: Using multi-modal data streams towards data-driven KC model improvement",2016,"log data"
"Investigating difficult topics in a data structures course using item response theory and logged data analysis",2016,"algorithm"
"The eyes have it: Gaze-based Detection of Mind Wandering during Learning with an Intelligent Tutoring System",2016,"eye-gaz"
"Gauging MOOC learners’ adherence to the designed learning path",2016,"mooc"
"Hint availability slows completion times in summer work",2016,"completion tim"
"Topic-wise classification of MOOC discussions: A visual analytics approach",2016,"learning analyt"
"Modelling the way: Using action sequence archetypes to differentiate learning pathways from learning outcomes",2016,"cognitive model"
"Choosing versus Receiving Feedback: The impact of feedback valence on learning in an assessment game",2016,"choic"
"Temporally coherent clustering of student data",2016,"evolutionary clust"
"Predicting post-test performance from online student behavior: A high school MOOC case study",2016,"online educ"
"Analysing engineering expertise of high school students using eye tracking and multimodal learning analytics",2013,"eye track"
"Unsupervised classification of student dialogue acts with query-likelihood clustering",2013,"tutorial dialogu"
"Using students’ programming behavior to predict success in an introductory mathematics course",2013,"first-year challeng"
"Investigating the effects of off-task personalization on in-system performance and attitudes within a game-based environment",2013,"game-based featur"
"A tool for speech act classification using interactive machine learning",2013,"speech act"
"Affective state detection in educational systems through mining multimodal data sources",2013,"affective comput"
"Are you committed? Investigating interactions among reading commitment, natural language input, and students' learning outcomes",2013,"learn"
"Investigating the efficacy of algorithmic student modelling in predicting students at risk of failing in tertiary education.",2013,"educational data min"
"Semilar: A semantic similarity toolkit for assessing students’ natural language inputs",2013,"conversational tutor"
"Using multi-level models to assess data from an intelligent tutoring system",2013,"multi-level model"
"Tag-aware ordinal sparse factor analysis for learning and content analytics",2013,"factor analysi"
"Discovering student models with a clustering algorithm using problem content",2013,"machine learn"
"A comparison of model selection metrics in datashop",2013,"bic"
"Degeneracy in student modeling with dynamic Bayesian networks in intelligent edu-games",2013,"educational gam"
"Project CASSI: A social-graph based tool for classroom behavior analysis and optimization",2013,"classroom behavior optim"
"A Moodle block for selecting, visualizing and mining students' usage data",2013,"data visu"
"Using item response theory to refine knowledge tracing",2013,"item response theori"
"Investigating the solution space of an open-ended educational game using conceptual feature extraction",2013,"context-free grammar"
"Component model in discourse analysis",2013,"component model"
"A prediction model uses the sequence of attempts and hints to better predict knowledge: Better to attempt the problem first, rather than ask for a hint",2013,"knowledge trac"
"Gathering emotional data from multiple sources",2013,"data min"
"Meta-reasoning algorithm for improving analysis of student interactions with learning objects using supervised learning",2013,"learning object analysi"
"Detecting player goals from game log files",2013,"educational data min"
"Analyzing the Mental Health of Engineering Students using Classification and Regression",2013,"mental health data min"
"Measuring the moment of learning with an information-theoretic approach",2013,"information theori"
"Do students really learn an equal amount independent of whether they get an item correct or wrong?",2013,"knowledge trac"
"The complex dynamics of aggregate learning curves",2013,"attrition bia"
"Hints: You can’t have just one",2013,"individual differ"
"FlexCCT: Software for continuous CCT",2013,"essay r"
"Determining problem selection for a logic proof tutor",2013,"knowledge trac"
"Incorporating scaffolding and tutor context into Bayesian knowledge tracing to predict inquiry skill acquisition",2013,"bayesian knowledge trac"
"Modeling and optimizing forgetting and spacing effects during musical interval training",2013,"forget"
"Evaluating topic-word review analysis for understanding student peer review performance",2013,"text analysi"
"Modeling affect in student-driven learning scenarios",2013,"educational data min"
"Estimating student knowledge from paired interaction data",2013,"embedded assess"
"Modeling student retention in an environment with delayed testing",2013,"feature select"
"Exploring the relationship between course structure and etext usage in blended and open online courses",2013,"etext"
"Using ITS generated data to predict standardized test scores",2013,"decision tre"
"Discovering the relationship between student effort and ability for predicting the performance of technology-assisted learning in a mathematics after-school program",2013,"alek"
"Students’ walk through tutoring: Using a random walk analysis to profile students",2013,"intelligent tutoring system"
"Paragraph specific n-gram approaches to automatically assessing essay quality",2013,"computational linguist"
"Predicting future learning better using quantitative analysis of moment-by-moment learning",2013,"preparation for future learn"
"Predicting college enrollment from student interaction with an intelligent tutoring system in middle school",2013,"college enrol"
"Optimal and worst-case performance of mastery learning assessment with Bayesian knowledge tracing",2013,"intelligent tutoring system"
"BOTS: Harnessing player data and player effort to create and evaluate levels in a serious game",2013,"moder"
"Automatically recognizing facial expression: Predicting engagement and frustration",2013,"computer-mediated tutor"
"Predicting standardized test scores from cognitive tutor interactions",2013,"cognitive tutor"
"Students activity visualization tool",2013,"e-learn"
"Toward predicting test score gains with online behavior data of teachers",2013,"learner gain predict"
"What and when do students learn? Fully data-driven joint estimation of cognitive and student models",2013,"knowledge component discoveri"
"Predicting player moves in an educational game: A hybrid approach",2013,"user model"
"Demonstration of a Moodle student monitoring web application",2013,"machine learn"
"A dynamic group composition method to refine collaborative learning group formation",2013,"dynamic group composit"
"Limits to accuracy: How well can we do at student modeling?",2013,"knowledge trac"
"An investigation of psychometric measures for modelling academic performance in tertiary education",2013,"academic perform"
"Automatic gaze-based detection of mind wandering during reading",2013,"affective comput"
"Helping students manage personalized learning scenarios",2013,"reinforcement learn"
"Test-size reduction for concept estimation",2013,"learning analyt"
"Mining social deliberation in online communication: If you were me and I were you",2013,"collaborative knowledge-build"
"Bringing student backgrounds online: MOOC user demographics, site usage, and online learning",2013,"online learn"
"Exploring exploration: Inquiries into exploration behavior in complex problem solving assessment",2013,"exploration behavior"
"Reading into the text: Investigating the influence of text complexity on cognitive engagement",2013,"engag"
"Data preprocessing using a priori knowledge",2013,"data preprocess"
"Data mining in the classroom: Discovering groups’ strategies at a multi-tabletop environment",2013,"collaborative learn"
"Analysis of students clustering results based on Moodle log data",2013,"cluster"
"Sequences of frustration and confusion, and learning",2013,"affect detect"
"Adapting Bayesian knowledge tracing to a massive open online course in edX",2013,"edx"
