"Article","Year"
"""Why Did You Enroll in This Course?"": Developing a Standardized Survey Question for Reasons to Enroll",2014
"Improving Problem Solving Performance in Computer-Based Learning Environments through Subgoal Labels",2014
"Initial Experiences with Small Group Discussions in MOOCs",2014
"Open System for Video Learning Analytics",2014
"Forming Beneficial Teams of Students in Massive Online Classes",2014
"Uncovering Hidden Engagement Patterns for Predicting Learner Performance in MOOCs",2014
"A Multiplayer Online Game for Teaching Software Engineering Practices",2014
"Talkabout: Small-Group Discussions in Massive Global Classes",2014
"Community TAs Scale High-Touch Learning, Provide Student-Staff Brokering, and Build Esprit de Corps",2014
"Adaptive and Social Mechanisms for Automated Improvement of ELearning Materials",2014
"Distance Learning, OER, and MOOCs: Some UK Experiences",2014
"Tracking Progress: Predictors of Students' Weekly Achievement during a Circuits and Electronics MOOC",2014
"Feature Engineering for Clustering Student Solutions",2014
"Improving Online Class Forums by Seeding Discussions and Managing Section Size",2014
"Student Explorer: A Tool for Supporting Academic Advising at Scale",2014
"Educational Programming Systems for Learning at Scale",2014
"Online Learning versus Blended Learning: An Exploratory Study",2014
"Modeling Programming Knowledge for Mentoring at Scale",2014
"Facilitating MOOCs Learning through Weekly Meet-up: A Case Study in Taiwan",2014
"Java Tutor: Bootstrapping with Python to Learn Java",2014
"Corporate Learning at Scale: Lessons from a Large Online Course at Google",2014
"Teacher Usage Behaviors within an Online Open Educational Resource Repository",2014
"ACCE: Automatic Coding Composition Evaluator",2014
"Due Dates in MOOCs: Does Stricter Mean Better?",2014
"Visual Analytics of MOOCs at Maryland",2014
"Social Factors That Contribute to Attrition in MOOCs",2014
"Assigning Videos to Textbooks at Appropriate Granularity",2014
"A Behavioral Biometrics Based Authentication Method for MOOC's That is Robust against Imitation Attempts",2014
"What Does Enrollment in a MOOC Mean?",2014
"Promoting Active Learning &amp; Leveraging Dashboards for Curriculum Assessment in an OpenEdX Introductory CS Course for Middle School",2014
"Evaluating Educational Interventions at Scale",2014
"DeepTutor: Towards Macro- and Micro-Adaptive Conversational Intelligent Tutoring at Scale",2014
"The Challenges of Using a MOOC to Introduce ""Absolute Beginners"" to Programming on Specialized Hardware",2014
"Runestone Interactive: Tools for Creating Interactive Course Materials",2014
"Work-in-Progress: Program Grading and Feedback Generation with Web-CAT",2014
"L@S 2014 Demo: Best Practices for MOOC Video",2014
"A System for Sending the Right Hint at the Right Time",2014
"Code Hunt: Gamifying Teaching and Learning of Computer Science at Scale",2014
