ENTRYTYPE,ID,abstract,affiliation,author,author_keywords,document_type,doi,journal,note,page_count,pages,source,title,url,year
conference,Alexandron2019480,"We propose a general-purpose method for detecting cheating in Massive Open Online Courses (MOOCs) using an Anomaly Detection technique. Using features that are based on measures of aberrant behavior, we show that a classifier that is trained on data of one type of cheating (Copying Using Multiple Accounts) can detect users who perform another type of cheating (unauthorized collaboration). The study exploits the fact that we have dedicated algorithms for detecting these two methods of cheating, which are used as reference models. The contribution of this paper is twofold. First, we demonstrate that a detection method that is based on anomaly detection, which is trained on a known set of cheaters, can generalize to detect cheaters who use other methods. Second, we propose a new time-based person-fit aberrant behavior statistic. © EDM 2019 - Proceedings of the 12th International Conference on Educational Data Mining. All rights reserved.","Weizmann Institute of Science, Herzl St 234, Rehovot, Israel; Massachusetts Institute of Technology, 77 Massachusetts Ave, Cambridge, MA  02139, United States","Alexandron, G. and Ruipérez-Valiente, J.A. and Pritchard, D.E.",Anomaly detection;  Cheating;  Learning analytics;  MOOCs,Conference Paper,,EDM 2019 - Proceedings of the 12th International Conference on Educational Data Mining,cited By 3,,480-483,Scopus,Towards a general purpose anomaly detection method to identify cheaters in massive open online courses,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068849574&partnerID=40&md5=9d8327f4d234036074fec7d4c5919c76,2019
conference,Sahebi2018,"Performance prediction has emerged as one of the most popular approaches to leverage large volume of online learning data. In the majority of current works, performance prediction is based on students’ past activities in graded learning resources (such as problems and quizzes), while their activities in non-graded resources (such as reading material) are ignored. In this paper, we introduce an approach that can take advantage of students’ work with non-graded learning resources, as auxiliary data, in order to predict students’ performance in graded resources. This approach can discover the hidden inter-relationships between learning resources of different types, only using student activity data. Based on our experiments, the proposed approach can significantly reduce the error of student performance prediction, compared to baseline algorithms, while discovering meaningful and surprising relationships among learning resources. © 2018 International Educational Data Mining Society. All rights reserved.","Department of Computer Science, University at Albany – SUNY, Albany, NY, United States; School of Information Sciences, University of Pittsburgh, Pittsburgh, PA, United States","Sahebi, S. and Brusilovsky, P.",Learning material correlation discovery;  Student modeling,Conference Paper,,"Proceedings of the 11th International Conference on Educational Data Mining, EDM 2018",cited By 3,,,Scopus,Student performance prediction by discovering inter-activity relations,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084017873&partnerID=40&md5=9c68744575f544d0fa9351da39d51190,2018
conference,Andrews-Todd2018,"In this paper, we describe a theoretically-grounded data mining approach to identify types of collaborative problem solvers based on students’ interactions with an online simulation-based task about electronics concepts. In our approach, we developed an ontology to identify the theoretically-grounded features of collaborative problem solving (CPS). After interaction with the task, students’ log files were tagged for the presence of 11 CPS skills from the ontology. The frequencies of the skills were clustered to identify four unique profiles of collaborative problem solvers – Chatty Doers, Social Loafers, Group Organizers, and Active Collaborators. Relationships among cluster membership, task performance, and external ratings of collaboration provide initial validity evidence that these are meaningful profiles of collaborative problem solvers. © 2018 International Educational Data Mining Society. All rights reserved.","Educational Testing Service, 660 Rosedale Rd, Princeton, NJ  08540, United States; Educational Testing Service, 90 New Montgomery, Ste. 1500, San Francisco, CA  94105, United States","Andrews-Todd, J. and Forsyth, C. and Steinberg, J. and Rupp, A.",Assessment;  Collaborative problem solving;  Discourse;  Ontology;  Simulation-based assessment,Conference Paper,,"Proceedings of the 11th International Conference on Educational Data Mining, EDM 2018",cited By 5,,,Scopus,Identifying profiles of collaborative problem solvers in an online electronics environment,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084017849&partnerID=40&md5=3ceacf44b974fd9941fe373ab1563c89,2018
conference,Kim2018,"Student performance prediction - where a machine forecasts the future performance of students as they interact with online coursework - is a challenging problem. Reliable early-stage predictions of a student’s future performance could be critical to facilitate timely educational interventions during a course. However, very few prior studies have explored this problem from a deep learning perspective. In this paper, we recast the student performance prediction problem as a sequential event prediction problem and propose a new deep learning based algorithm, termed GritNet, which builds upon the bidirectional long short term memory (BLSTM). Our results, from real Udacity students’ graduation predictions, show that the GritNet not only consistently outperforms the standard logistic-regression based method, but that improvements are substantially pronounced in the first few weeks when accurate predictions are most challenging. © 2018 International Educational Data Mining Society. All rights reserved.","Udacity, 2465 Latham Street, Mountain View, CA  94040, United States","Kim, B.-H. and Vizitei, E. and Ganapathi, V.",Deep learning for education;  Educational data mining;  Learning analytics;  Student performance prediction,Conference Paper,,"Proceedings of the 11th International Conference on Educational Data Mining, EDM 2018",cited By 9,,,Scopus,GritNet: Student performance prediction with deep learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084017698&partnerID=40&md5=3e2fbf4a9d0fea17295dcb1c9313f895,2018
conference,Abhinav2018,"Learning & development (L&D) is an important strategic factor for sustainable business growth of any organization. L&D has become an integral part of an organization, considering the fast-paced growth of industries. Success of learning and development program depends on how well it identifies the critical skill gaps in its workforce and bridges those gaps by considering individual learner’s strengths and aspirations while recommending learning opportunities. Such recommendation requires a rich information about learners and learning opportunities. In this paper, we propose a framework that recommends learning opportunities to learners based on their preferences. We also propose a way to connect users of similar interests on the platform to improve course engagement. We developed a conversational AI agent that assist the learner in their journey. We evaluated our approach on the dataset consisting of 5,000 learners, and 49,202 courses. Our approach performed significantly better than the baseline approach. © 2018 International Educational Data Mining Society. All rights reserved.","Accenture Labs, Bangalore, India","Abhinav, K. and Subramanian, V. and Dubey, A. and Bhat, P. and Venkat, A.D.",Learning & Development;  Personalization;  Recommendation,Conference Paper,,"Proceedings of the 11th International Conference on Educational Data Mining, EDM 2018",cited By 1,,,Scopus,LeCore: A Framework for Modeling Learner’s preference,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084017549&partnerID=40&md5=cbea3b378f0753ab770f9857af69d1c9,2018
conference,Gitinabard2018,"The high level of attrition and low rate of certification in Massive Open Online Courses (MOOCs) has prompted a great deal of research. Prior researchers have focused on predicting dropout based upon behavioral features such as student confusion, click-stream patterns, and social interactions. However, few studies have focused on combining student logs with forum data. In this work, we use data from two different offerings of the same MOOC. We conduct a survival analysis to identify likely dropouts. We then examine two classes of features, social and behavioral, and apply a combination of modeling and feature-selection methods to identify the most relevant features to predict both dropout and certification. We examine the utility of three different model types and we consider the impact of different definitions of dropout on the predictors. Finally we assess the reliability of the models over time by evaluating whether or not models from week 1 can predict dropout in week 2, and so on. The outcomes of this study will help instructors identify students likely to fail or dropout as soon as the first two weeks and provide them with more support. © 2018 International Educational Data Mining Society. All rights reserved.","North Carolina State University, Raleigh, NC, United States; Columbia University, New York City, NY, United States","Gitinabard, N. and Khoshnevisan, F. and Lynch, C.F. and Wang, E.Y.",,Conference Paper,,"Proceedings of the 11th International Conference on Educational Data Mining, EDM 2018",cited By 7,,,Scopus,Your actions or your associates? Predicting certification and dropout in MOOCs with behavioral and social features,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084017425&partnerID=40&md5=c50923b50b4fe0ada87c35a3973171c5,2018
conference,Eagle2018,"As large-scale online classes become more prevalent there is great interest in finding ways to model students at scale in these classes in order to predict outcomes. Student models, if successful, would help determine strong predictors of student success, which would highlight potential causal factors for such success, allowing schools to focus on refinements and interventions that positively impact their student outcomes. In this research, TutorGen has partnered with Western Governors University (WGU), a large online university, and gathered data at scale in order to build exploratory models to predict student outcomes. This paper presents our results so far in successfully identifying students who will pass (or even take) the final exam. We have examined the order in which students take courses, as well as the timing of starting and completing work; our initial analysis reveals that these are strong predictors of course outcomes. © 2018 International Educational Data Mining Society. All rights reserved.","TutorGen, Inc., 1037 S. Fort Thomas Ave, Fort Thomas, KY  41075, United States; Western Governors University, 4001 South 700 East, ste. 700, Salt Lake City, UT  84107, United States; Carnegie Mellon University, 5000 Forbes Ave, Pittsburgh, PA  15213, United States","Eagle, M. and Carmichael, T. and Stokes, J. and Blink, M.J. and Stamper, J. and Levin, J.",Cognitive models;  Data visualization;  Feature selection;  Logistic regression;  Mixed effects modeling;  Online courseware;  Online education;  Predictive modeling;  Student interventions;  Student models,Conference Paper,,"Proceedings of the 11th International Conference on Educational Data Mining, EDM 2018",cited By 1,,,Scopus,Predictive student modeling for interventions in online classes,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084017180&partnerID=40&md5=bafab7670312cea14c9aeed23ebcdc7f,2018
conference,Chen2018,"Adaptive online courses are designed to automatically customize material for different users, typically based on data captured during the course. Assessing the quality of these adaptive courses, however, can be difficult. Traditional assessment methods for (machine) learning algorithms, such as comparison against a ground truth, are often unavailable due to education’s unique goal of affecting both internal user knowledge, which cannot be directly measured, as well as external, measurable performance. Traditional metrics for education like quiz scores, on the other hand, do not necessarily capture the adaptive course’s ability to present the right material to different users. In this work, we present a mathematical framework for developing scalable, efficiently computable metrics for these courses that can be used by instructors to gauge the efficacy of the adaptation and their course content. Our metric framework takes as input a set of quantities describing user activities in the course, and balances definitions of user consistency and overall efficacy as inferred by the quantity distributions. We support the metric definitions by comparing the results of a comprehensive statistical analysis with a sample metric evaluation on a dataset of roughly 5,000 users from an online chess platform. In doing so, we find that our metrics yield important insights about the course that are embedded in the larger statistical analysis, as well as additional insights into student drop-off rates. © 2018 International Educational Data Mining Society. All rights reserved.","Zoomi Inc., United States; Carnegie Mellon University, United States; Princeton University, United States","Chen, W. and Joe-Wong, C. and Brinton, C.G. and Zheng, L. and Cao, D.",,Conference Paper,,"Proceedings of the 11th International Conference on Educational Data Mining, EDM 2018",cited By 0,,,Scopus,Principles for assessing adaptive online courses,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016957&partnerID=40&md5=09a2452bf4690fba73546998c97fcd4b,2018
conference,Chen2018,"The amount of information contained in any educational data set is fundamentally constrained by the instructional conditions under which the data are collected. In this study, we show that by redesigning the structure of traditional online courses, we can improve the ability of educational data mining to provide useful information for instructors. This new design, referred to as Online Learning Modules, blends frequent learning assessment as seen in intelligent tutoring systems into the structure of conventional online courses, allowing learning behavior data and learning outcome data to be collected from the same learning module. By applying relatively straightforward clustering analysis to data collected from a sequence of four modules, we are able to gain insight on whether students are spending enough time studying and on the effectiveness of the instructional materials, two questions most instructors ask each day. © 2018 International Educational Data Mining Society. All rights reserved.","University of Central Florida, 4111 Libra Drive PSB 153, United States; University of Houston, 3695 Cullen Boulevard Heyne building 231D, United States","Chen, Z. and Lee, S. and Garrido, G.",Clustering analysis;  Data interpretability;  Online instructional design;  Supporting teachers,Conference Paper,,"Proceedings of the 11th International Conference on Educational Data Mining, EDM 2018",cited By 2,,,Scopus,Re-designing the structure of online courses to empower educational data mining,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016934&partnerID=40&md5=c7204d7fb8137449e45177b9600cb748,2018
conference,Botelho2018,"Student affect has been found to correlate with short- and long-term learning outcomes, including college attendance as well as interest and involvement in Science, Technology, Engineering, and Mathematics (STEM) careers. However, there still remain significant questions about the processes by which affect shifts and develops during the learning process. Much of this research can be split into affect dynamics, the study of the temporal transitions between affective states, and affective chronometry, the study of how an affect state emerges and dissipates over time. Thus far, these affective processes have been primarily studied using field observations, sensors, or student self-report measures; however, these approaches can be coarse, and obtaining finer-grained data produces challenges to data fidelity. Recent developments in sensor-free detectors of student affect, utilizing only the data from student interactions with a computer-based learning platform, open an opportunity to study affect dynamics and chronometry at moment-to-moment levels of granularity. This work presents a novel approach, applying sensor-free detectors to study these two prominent problems in affective research. © 2018 International Educational Data Mining Society. All rights reserved.","Worcester Polytechnic Institute, 100 Institute Rd, Worcester, MA, United States; University of Pennsylvania, 3700 Walnut St, Philadelphia, PA, United States","Botelho, A.F. and Baker, R.S. and Ocumpaugh, J. and Heffernan, N.T.",Affect chronometry;  Affect dynamics;  Deep learning;  Sensor-free detectors;  Student affect,Conference Paper,,"Proceedings of the 11th International Conference on Educational Data Mining, EDM 2018",cited By 7,,,Scopus,Studying affect dynamics and chronometry using sensor-free detectors,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016874&partnerID=40&md5=7ad8ed2d7d82bc4d2b678e7a7307914f,2018
conference,Eagle2018,"In this work we use prior to tutor-session data to generate an individualized student knowledge model. Intelligent learning environments use student models to individualize curriculum sequencing and help messages. Researchers decompose the learning tasks into sets of Knowledge Components (KCs) that represent individual units of knowledge; the student model estimates a parameters for each KC, but not for each student. Using existing performance data to adjust parameters for each individual student improves model fit, and leads to different practice recommendations. However, in order to be implemented in a live system we need to have a method to estimate the student parameters using only the student‘s prior activities. In this work, we use data collected from student reading, prior tutor lessons, to predict individualized difference weights for parameters of a Bayesian Knowledge Tracing (BKT) variant. We find that best-fitting student parameters trained on previous lessons do not directly transfer to new lessons; however, we can effectively predict the student parameters for the new lesson by using features derived from prior lessons, and prior to tutor text-reading transaction data. © 2018 International Educational Data Mining Society. All rights reserved.","Human-Computer Interaction Institute, Carnegie Mellon University, United States","Eagle, M. and Corbett, A. and Stamper, J. and Mclaren, B.",BKT;  Genetics;  Individualization;  Student modeling,Conference Paper,,"Proceedings of the 11th International Conference on Educational Data Mining, EDM 2018",cited By 0,,,Scopus,Predicting individualized learner models across tutor lessons,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016827&partnerID=40&md5=82a09f50dd0e8ecacd0376f283217408,2018
conference,Agarwal2018,"One of the key benefits that Bayesian Knowledge Tracing (BKT) offers compared to many competing student modelling paradigms is that its parameters are meaningful and interpretable. These parameters have been used to answer basic research questions and identify content in need of iterative improvement (due to, for instance, low learning or high slip rates). However, a core challenge to the interpretation of BKT parameters is that several combinations of BKT parameters can often fit the same data comparably well. Even if, as some have argued, BKT is not truly non-identifiable, in practice highly different parameters with comparable goodness are often found using modern BKT fitting packages. These parameter sets can have highly divergent values for guess and slip. Several approaches have been proposed but none of those have yet led to fully stable and trustworthy parameter estimates. In this work, we propose a new iterative method based on contextual guess and slip estimation that converges to stable estimates for skill-level guess and slip parameters. This method alternates between calculating contextual estimates of guess and slip and estimating skill-level parameters, iterating until convergence. Thus, it produces a more stable set of parameters that can be more confidently used in analyzing content efficacy. © 2018 International Educational Data Mining Society. All rights reserved.","Educational Initiatives, Ahmedabad, IN, United States; 3700 Walnut St., Philadelphia, PA, United States","Agarwal, D. and Babel, N. and Baker, R.S.",Bayesian Knowledge Tracing;  Brute Force BKT Model;  Content efficacy;  Contextual guess slip;  EDM,Conference Paper,,"Proceedings of the 11th International Conference on Educational Data Mining, EDM 2018",cited By 0,,,Scopus,Contextual derivation of stable BKT parameters for analyzing content efficacy,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016789&partnerID=40&md5=012ae89970577a6f149f12e3ca93c723,2018
conference,Rajendran2018,"Researchers have highlighted how tracking learners’ eye-gaze can reveal their reading behaviors and strategies, and this provides a framework for developing personalized feedback to improve learning and problem solving skills. In this paper, we describe analyses of eye-gaze data collected from 16 middle school students who worked with Betty’s Brain, an open-ended learning environment, where students learn science by building causal models to teach a virtual agent. Our goal was to test whether newly available consumer-level eye trackers could provide the data that would allow us to probe further into the relations between students’ reading of hypertext resources and building of graphical causal maps. We collected substantial amounts of gaze data and then constructed classifier models to predict whether students would be successful in constructing correct causal links. These models predicted correct map-building actions with an accuracy of 80% (F1 = 0.82; Cohen’s kappa κ = 0.62). The proportions of correct link additions are in turn directly related to learners’ performance in Betty's Brain. Therefore, students’ gaze patterns when reading the resources may be good indicators of their overall performance. These findings can be used to support the development of a real-time eye gaze analysis system, which can detect students reading patterns, and when necessary provide support to help them become better readers. © 2018 International Educational Data Mining Society. All rights reserved.","Vanderbilt University, Nashville, TN, United States; Peabody College, Vanderbilt University, Nashville, TN, United States","Rajendran, R. and Kumar, A. and Carter, K.E. and Levin, D.T. and Biswas, G.",Classification;  Computer-based learning environment;  Eye-gaze data analysis;  Reading behavior,Conference Paper,,"Proceedings of the 11th International Conference on Educational Data Mining, EDM 2018",cited By 8,,,Scopus,Predicting learning by analyzing eye-gaze data of reading behavior,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016717&partnerID=40&md5=05f951814fc25ba4f01111260ef8b1bc,2018
conference,Matayoshi2018,"In the context of an adaptive learning and assessment system, ALEKS, we examine aspects of forgetting and aspects of a ‘testing effect’ (in which the act of simply being presented a problem in an assessment seems to assist in the learning process). Using a dataset consisting of over six million ALEKS assessments, we first look at the trend of student responses over the course of the assessment, finding little evidence for such a testing effect. We then refine our approach by looking at cases in which a question is repeated in an assessment; repeats are possible because some question is always chosen at random in an assessment for data-collection purposes. We find evidence of a testing effect for higher-performing students; for lower-performing students, we find a decreased willingness to attempt an answer the second time a problem is presented. Then, turning to forgetting, we find that the content representing the “high points” of a student’s learning sees a more precipitous drop in the student’s memory than does other content (perhaps because the “high point” skills and concepts may not have been practiced or developed much since the original learning event). Consequences and possible improvements for the ALEKS system, and also a brief comparison to recent work in the modeling of forgetting, are mentioned. © 2018 International Educational Data Mining Society. All rights reserved.","McGraw-Hill Education, ALEKS Corporation, Irvine, CA, United States; University of Padova, Padova, Italy","Matayoshi, J. and Granziol, U. and Doble, C. and Uzun, H. and Cosyn, E.",Adaptive learning;  Forgetting curves;  Knowledge space theory;  Testing effect,Conference Paper,,"Proceedings of the 11th International Conference on Educational Data Mining, EDM 2018",cited By 5,,,Scopus,Forgetting curves and testing effect in an adaptive learning and assessment system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016553&partnerID=40&md5=0ea5e89ee4fbd715596f91447a3d24cb,2018
conference,Sen2018,"In STEM domains, students are expected to acquire domain knowledge from visual representations that they may not yet be able to interpret. Such learning requires perceptual fluency: the ability to intuitively and rapidly see which concepts visuals show and to translate among multiple visuals. Instructional problems that engage students in nonverbal, implicit learning processes enhance perceptual fluency. Such processes are highly influenced by sequence effects. Thus far, we lack a principled approach for identifying a sequence of perceptual-fluency problems that promote robust learning. Here, we describe a novel educational data mining approach that uses machine learning to generate an optimal sequence of visuals for perceptual-fluency problems. In a human experiment, we show that a machine-generated sequence outperforms both a random sequence and a sequence generated by a human domain expert. Interestingly, the machine-generated sequence resulted in significantly lower accuracy during training, but higher posttest accuracy. This suggests that the machine-generated sequence induced desirable difficulties. To our knowledge, our study is the first to show that an educational data mining approach can induce desirable difficulties for perceptual learning. © 2018 International Educational Data Mining Society. All rights reserved.","Department of Computer Sciences, University of Wisconsin-Madison, United States; Department of Educational Psychology, University of Wisconsin-Madison, United States; Department of Electrical and Computer Engineering, University of Wisconsin-Madison, United States; Department of Psychology, University of Wisconsin-Madison, United States","Sen, A. and Patel, P. and Rau, M.A. and Mason, B. and Nowak, R. and Rogers, T.T. and Zhu, X.",Chemistry;  Desirable difficulties;  Implicit learning;  Machine learning;  Machine teaching;  Optimal training;  Perceptual fluency;  Sequence effects;  Visuals,Conference Paper,,"Proceedings of the 11th International Conference on Educational Data Mining, EDM 2018",cited By 2,,,Scopus,Machine beats human at sequencing visuals for perceptual-fluency practice,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016522&partnerID=40&md5=4be78ec48284200c70b64de75c6e8ac2,2018
conference,Pytlarz2018,"Identifying at-risk students at an early stage is a challenging task for colleges and universities. In this paper, we use students’ on-campus network traffic volume to construct several useful features in predicting their first semester GPA. In particular, we build proxies for their attendance, class engagement, and out-of-class study hours based on their network traffic volume. We then test how much these network-based features can increase the performance of a model with only conventional features (e.g., demographics, high school GPA, standardized test scores, etc.). We labeled students as “above median” and “below median” students based on their first term GPA. Several machine learning models were then applied, ranging from logistic regression, SVM, and random forests, to AdaBoost. The result shows that the model with network-based features consistently outperforms the ones without, in terms of accuracy, f1 score, and AUC. Given that network activity data is readily available data in most colleges and universities, this study provides practical insights on how to build more powerful models to predict student success. © 2018 International Educational Data Mining Society. All rights reserved.","Purdue University, West Lafayette, IN, United States","Pytlarz, I. and Pu, S. and Patel, M. and Prabhu, R.",Attendance;  Engagement;  Network activity;  Student success prediction;  Study time,Conference Paper,,"Proceedings of the 11th International Conference on Educational Data Mining, EDM 2018",cited By 1,,,Scopus,What can we learn from college students’ network transactions? Constructing useful features for student success prediction,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016477&partnerID=40&md5=8c363e7e63fa15354820d8ac71498180,2018
conference,Lorenzen2018,"Analysis of log data generated by online educational systems is an essential task to better the educational systems and increase our understanding of how students learn. In this study we investigate previously unseen data from Clio Online, the largest provider of digital learning content for primary schools in Denmark. We consider data for 14,810 students with 3 million sessions in the period 2015-2017. We analyze student activity in periods of one week. By using non-negative matrix factorization techniques, we obtain soft clusterings, revealing dependencies among time of day, subject, activity type, activity complexity (measured by Bloom’s taxonomy), and performance. Furthermore, our method allows for tracking behavioral changes of individual students over time, as well as general behavioral changes in the educational system. Based on the results, we give suggestions for behavioral changes, in order to optimize the learning experience and improve performance. © 2018 International Educational Data Mining Society. All rights reserved.","University of Copenhagen, Denmark","Lorenzen, S. and Hjuler, N. and Alstrup, S.",Educational systems;  Non-negative matrix factorization;  Student clustering,Conference Paper,,"Proceedings of the 11th International Conference on Educational Data Mining, EDM 2018",cited By 3,,,Scopus,Tracking behavioral patterns among students in an online educational system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016406&partnerID=40&md5=90d3fe80273346d61dd13a496599bda2,2018
conference,Gautam2018,"This work is a step towards full automation of auto-mentoring processes in multi-player online environments such as virtual internships. We focus on automatically identifying speaker’s intentions, i.e. the speech acts of chat utterances, in such virtual internships. Particularly, we explore several machine learning methods to categorize speech acts, with promising results. A novel approach based on pre-training a neural network on a large set of (and noisy) labeled data and then on expert-labeled data led to best results. The proposed methods can help understand patterns of conversations among players in virtual internships which in turn could inform refinements of the design of such learning environments and ultimately the development of virtual mentors that would be able to monitor and scaffold students’ learning, i.e., the acquisition of specific professional skills in this case. © 2018 International Educational Data Mining Society. All rights reserved.","University of Memphis, Memphis, TN  38152, United States","Gautam, D. and Maharjan, N. and Graesser, A.C. and Rus, V.",Classification;  Machine learning;  Neural networks;  Online tutoring;  Speech act;  Virtual internships,Conference Paper,,"Proceedings of the 11th International Conference on Educational Data Mining, EDM 2018",cited By 0,,,Scopus,Automated speech act categorization of chat utterances in virtual internships,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016331&partnerID=40&md5=ebab70d8bd8aee1f967d3147df58a5d2,2018
conference,Koedinger2018,"The “doer effect” is the assertion that the amount of interactive practice activity a student engages in is much more predictive of learning than the amount of passive reading or watching video the same student engages in. Although the evidence for a doer effect is now substantial [6, 7, 12], the evidence for a causal doer effect is not as well developed. To address this, we mined data for evidence of a causal doer effect across multiple domains. We examined data from two online courses in Psychology, one in Biology, one in Statistics, and two in Information Science, applying causal discovery algorithms [14] in Tetrad to each. Assuming that factors driving a student’s choices regarding how to spend their time in an online course are temporally prior to their performance on quizzes and exams, we found evidence of a causal relationship in every domain we studied. We did not find evidence that a unique causal model held in every domain we studied, but when we estimated the size of the causal relationships in the models we found in each domain, we did find evidence in every case that doing has a much stronger quantitative effect on learning than either reading or watching video. This work may be the first EDM effort to explore the generalizability of a causal claim about learning across multiple datasets from a variety of courses and contexts of use. It makes vivid the role of causal data mining algorithms in educational research. The evidence presented furthers the case for doer effect causality, but also recommends a need for richer data with more student background and learning process variables to better isolate causal directionality without assumptions about temporal order and unmeasured confounds. © 2018 International Educational Data Mining Society. All rights reserved.","Human-Computer Interaction Institute, Carnegie Mellon University, United States; Department of Philosophy, Carnegie Mellon University, United States","Koedinger, K.R. and Scheines, R. and Schaldenbrand, P.",Causal discovery;  Doer effect;  Learning by doing,Conference Paper,,"Proceedings of the 11th International Conference on Educational Data Mining, EDM 2018",cited By 2,,,Scopus,Is the doer effect robust across multiple data sets?,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016236&partnerID=40&md5=47683f01ecbfe319a230ffbfb8bd6139,2018
conference,ALSaad2018,"This paper addresses the question of identifying a concept dependency graph for a MOOC through unsupervised analysis of lecture transcripts. The problem is important: extracting a concept graph is the first step in helping students with varying preparation to understand course material. The problem is challenging: instructors are unaware of the student preparation diversity and may be unable to identify the right resolution of the concepts, necessitating costly updates; inferring concepts from groups suffers from polysemy; the temporal order of concepts depends on the concepts in question. We propose innovative unsupervised methods to discover a directed concept dependency within and between lectures. Our main technical innovation lies in exploiting the temporal ordering amongst concepts to discover the graph. We propose two measures—the Bridge Ensemble Measure and the Global Direction Measure—to infer the existence and the direction of the dependency relations between concepts. The bridge ensemble measure identifies concept overlap between lectures, determines concept co-occurrence within short windows, and the lecture where concepts occur first. The global direction measure incorporates time directly by analyzing the concept time ordering both globally and within lectures. Experiments over real-world MOOC data show that our method outperforms the baseline in both AUC and precision/recall curves. © 2018 International Educational Data Mining Society. All rights reserved.","University of Illinois at Urbana-Champaign, Urbana-Champaign, United States","ALSaad, F. and Boughoula, A. and Geigle, C. and Sundaram, H. and Zhai, C.",Bridge ensemble measure;  Concept dependency graph;  Edge direction;  Edge existence;  Global direction measure;  Temporal order,Conference Paper,,"Proceedings of the 11th International Conference on Educational Data Mining, EDM 2018",cited By 3,,,Scopus,Mining MOOC lecture transcripts to construct concept dependency graphs,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016145&partnerID=40&md5=5b3cf77de4eccb5ca90784cfbfab8006,2018
conference,Mantecon2018,"The automatic evaluation of text-based assessment items, such as short answers or essays, is an open and important research challenge. In this paper, we compare several features for the classification of short open-ended responses to questions related to a large first-year health sciences course. These features include a) traditional n-gram models; b) entity URIs (Uniform Resource Identifier) and c) entity mentions extracted using a semantic annotation API; d) entity mention embeddings based on GloVe, and e) entity URI embeddings extracted from Wikipedia. These features are used in combination with classification algorithms to discriminate correct answers from incorrect ones. Our results show that, on average, n-gram features performed the best in terms of precision and entity mentions in terms of f1-score. Similarly, in terms of accuracy, entity mentions and n-gram features performed the best. Finally, features based on dense vector representations such as entity embeddings and mention embeddings obtained the best f1-score for predicting correct answers. © 2018 International Educational Data Mining Society. All rights reserved.","University of Ottawa, 800 King Edward Avenue, Ottawa, Canada; University of Belgrade, Jove Ilica 154, Belgrade, 11000, Serbia; University of Auckland, Private Bag 92019, Auckland, New Zealand","Mantecon, J.G.A. and Ghavidel, H.A. and Zouaq, A. and Jovanovic, J. and McDonald, J.",Entity embeddings;  Entity Mentions;  Entity URIs;  Mention embeddings;  N-gram models;  Short open-ended responses,Conference Paper,,"Proceedings of the 11th International Conference on Educational Data Mining, EDM 2018",cited By 4,,,Scopus,A Comparison of Features for the Automatic Labeling of Student Answers to Open-ended Questions,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084016119&partnerID=40&md5=7f3049d81a5843001fb03cd03f7dc66b,2018
conference,Bihani2018,"We develop a random forest classifier that helps assign academic credit for a student’s class forum participation. The classification target are the four classes created by student rank quartiles. Course content experts provided ground truth by ranking a limited number of post pairs. We expand this labeled set via data augmentation. We compute the relative importance of the predictors, and compare performance in matching the human expert rankings. We reach an accuracy of 0.96 for this task. To test generality and scalability, we trained the classifier on the archive of the Economics Stack Exchange reputation data. We used this classifier to predict the quartile assignments by human judges of forum posts from a university Artificial Intelligence course. Our first attempt at transfer learning reaches an average AUC of 0.66 on the augmented test set. © 2018 International Educational Data Mining Society. All rights reserved.","Stanford University, Stanford, United States","Bihani, A. and Paepcke, A.",Collaborative learning;  Credit computation;  Crowdsourcing;  Forum assessment;  Grading;  Instructor support;  MOOCs;  Online discussion forum;  Online learning;  Random forest;  Residential courses;  Transfer learning,Conference Paper,,"Proceedings of the 11th International Conference on Educational Data Mining, EDM 2018",cited By 1,,,Scopus,Quantyler: Apportioning credit for student forum participation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084015941&partnerID=40&md5=72df02a714b9b383f0349d94cd75e0b6,2018
