"Stem","Freq_13_20","Freq_13_14","Freq_15_16","Freq_17_18","Freq_19_20"
"inter-rater reli",1,0,0,0,1
"interact",1,0,0,0,1
"interaction diagram",1,0,0,0,1
"interaction granularity hypothesi",1,1,0,0,0
"interaction hypothesi",1,1,0,0,0
"interaction network",1,0,1,0,0
"interaction pattern",1,0,0,1,0
"interactive ev",1,1,0,0,0
"interactive learn",1,0,0,0,1
"interactive learn environ",1,0,1,0,0
"interactive narr",1,0,0,1,0
"interactive problem solv",1,1,0,0,0
"interactive simul",1,0,1,0,0
"interactive tutoring system",1,0,0,1,0
"interactive user experi",1,0,0,0,1
"interest-based negoti",2,0,2,0,0
"interleav",1,0,1,0,0
"international deploy",1,0,1,0,0
"interpersonal commun",1,1,0,0,0
"interpersonal help-seek",1,0,0,1,0
"interpersonal process",1,0,1,0,0
"interpersonal skil",1,0,0,0,1
"interpret",2,0,0,0,2
"interpretable analysi",1,0,0,0,1
"interpretable similar",1,0,0,0,1
"intervent",1,0,0,0,1
"interview",1,0,0,0,1
"intrinsic motiv",1,0,1,0,0
"intrinsic motivation inventori",1,0,0,1,0
"introductory program",2,0,0,0,2
"invent",1,0,0,1,0
"invention act",1,0,0,0,1
"investigative learn",1,1,0,0,0
"io",1,0,0,1,0
"ipad",1,1,0,0,0
"irt",1,1,0,0,0
"isomorphic exampl",1,0,1,0,0
"it",7,2,2,2,1
"it skill train",1,0,0,1,0
"item exposure control",1,0,1,0,0
"item model",2,0,0,1,1
"item response theori",16,4,4,2,6
"iterative logistic regress",1,0,0,1,0
"its authoring tool",1,0,0,1,0
"itss",2,2,0,0,0
"japanese honorif",1,0,0,1,0
"java program",1,0,1,0,0
"job interview",1,0,1,0,0
"joint problem-solv",1,0,0,0,1
"just-in-time help",1,1,0,0,0
"k-12 computer science educ",1,0,0,0,1
"k-12 educ",2,0,0,0,2
"kahoot!",1,0,0,1,0
"keystrok",1,1,0,0,0
"keyword extract",1,0,0,0,1
"kit-build",2,0,0,0,2
"kit-build concept map",4,0,0,3,1
"knowledge compon",2,0,0,0,2
"knowledge component model",1,0,0,0,1
"knowledge diagnosi",1,0,0,1,0
"knowledge diagnost",1,1,0,0,0
"knowledge discoveri",1,0,0,0,1
"knowledge graph",3,0,0,0,3
"knowledge model",1,0,1,0,0
"knowledge ne",1,0,0,1,0
"knowledge represent",3,3,0,0,0
"knowledge representation and reason",2,0,0,1,1
"knowledge retent",1,1,0,0,0
"knowledge space theori",2,0,0,0,2
"knowledge structur",1,0,0,0,1
"knowledge trac",12,5,1,1,5
"l-statist",1,0,0,0,1
"l statist",1,0,0,0,1
"l2 read",1,0,0,1,0
"language compet",1,1,0,0,0
"language learn",6,1,0,1,4
"large-scal",1,0,0,1,0
"large el",1,1,0,0,0
"lasad",1,1,0,0,0
"latent dirichlet alloc",3,1,1,0,1
"latent semantic analysi",2,1,0,0,1
"latent skil",1,1,0,0,0
"leadership behavior",1,0,1,0,0
"learn",18,8,4,3,3
"learn analyt",1,1,0,0,0
"learn computer program",1,0,1,0,0
"learn object",1,0,1,0,0
"learn progress",1,0,1,0,0
"learner-centered emot",1,0,0,1,0
"learner affect",1,0,0,0,1
"learner behavior",3,0,2,1,0
"learner differ",1,0,1,0,0
"learner error",1,1,0,0,0
"learner knowledge assess",1,1,0,0,0
"learner model",9,4,1,2,2
"learner outcom",1,0,1,0,0
"learnersourc",1,0,0,0,1
"learning-by-teach",2,0,1,1,0
"learning-engin",1,0,0,0,1
"learning act",1,0,0,0,1
"learning activity select",1,0,0,1,0
"learning analyt",19,0,1,7,11
"learning analytics dashboard",1,0,0,0,1
"learning behavior",2,1,0,0,1
"learning behavior analysi",1,1,0,0,0
"learning behaviour",1,1,0,0,0
"learning by design",1,1,0,0,0
"learning by model",3,0,0,2,1
"learning by problem-pos",1,1,0,0,0
"learning by teach",2,1,0,1,0
"learning companion",5,0,1,3,1
"learning companion (lc)",1,0,0,1,0
"learning compet",1,0,1,0,0
"learning content recommend",1,0,0,1,0
"learning context",1,1,0,0,0
"learning curv",3,1,0,1,1
"learning dashboard",2,0,1,1,0
"learning design",2,0,0,1,1
"learning effect",1,0,0,0,1
"learning environ",1,1,0,0,0
"learning environment design",1,0,1,0,0
"learning gain",1,0,1,0,0
"learning gain predict",1,0,0,1,0
"learning gam",1,0,0,1,0
"learning in gam",1,1,0,0,0
"learning map",1,0,1,0,0
"learning materi",1,0,0,1,0
"learning material difficulti",1,1,0,0,0
"learning model",1,0,0,1,0
"learning motiv",1,0,1,0,0
"learning ne",1,0,0,1,0
"learning object",1,0,1,0,0
"learning outcom",7,0,1,1,5
"learning outcome(s)",1,0,0,0,1
"learning path",1,1,0,0,0
"learning process",3,1,1,1,0
"learning program",1,0,0,1,0
"learning resource recommend",1,0,0,0,1
"learning scenario",1,1,0,0,0
"learning sci",2,1,1,0,0
"learning spac",1,0,0,0,1
"learning strategi",2,1,0,1,0
"learning system",1,1,0,0,0
"learning technolog",1,1,0,0,0
"learnsmart",1,0,0,1,0
"learnspher",1,0,0,1,0
"lectur",2,0,0,0,2
"lecture enhanc",1,0,0,0,1
"lego mindstorm",1,0,0,1,0
"lexical conceptual structur",1,0,0,1,0
"lexical overlap link",1,0,0,0,1
"life-long learn",1,0,0,1,0
"lifelong learn",5,1,0,3,1
"linguistic featur",1,1,0,0,0
"linguistic inquiry and word count (liwc)",1,0,0,0,1
"linkage process",1,0,0,1,0
"linked open data",1,0,1,0,0
"listening skil",1,0,0,0,1
"literacy technolog",1,0,0,1,0
"local",1,1,0,0,0
"localis",1,0,0,1,0
"localization pattern algorithm",1,1,0,0,0
"log analysi",1,0,0,0,1
"log data",1,0,0,1,0
"log fil",1,0,0,1,0
"log trac",1,0,0,0,1
"logical fallaci",1,0,0,0,1
"logistic regress",1,1,0,0,0
"long-term hri",1,0,0,0,1
"long short-term memori",1,0,0,1,0
"longer-term learning environ",1,0,0,1,0
"longer-term mentor",1,0,0,0,1
"longitudin",1,0,0,1,0
"loud",1,0,0,0,1
"lower-achieving stud",1,0,0,0,1
"lsa",1,1,0,0,0
"lstm",3,0,0,3,0
"machine learn",28,7,4,4,13
"machine learning challeng",1,0,0,1,0
"machine learning techniqu",1,0,1,0,0
"makerspac",2,0,0,0,2
"male stud",1,1,0,0,0
"mall",1,0,0,0,1
"mammographi",1,1,0,0,0
"markov decision process",2,1,1,0,0
"massive open online cours",5,0,2,3,0
"massive open online courses (mooc)",1,0,0,1,0
"massive open online courses (moocs)",1,0,0,0,1
"masteri",1,0,0,0,1
"mastery-based learn",1,0,0,1,0
"mastery learn",5,1,0,2,2
"mastery orient",1,0,1,0,0
"math",1,0,0,1,0
"math comprehens",1,0,0,1,0
"math educ",1,0,0,0,1
"math problem solv",1,0,0,1,0
"math success",1,0,0,1,0
"mathemat",3,1,0,1,1
"mathematics assess",1,0,0,1,0
"mathematics educ",4,1,2,0,1
"mathematics learn",2,0,0,1,1
"matrix factor",1,0,0,0,1
"maximum clique algorithm",1,0,0,0,1
"maximum clique problem",2,1,0,1,0
"maximum entropi",1,0,1,0,0
"mdp",1,0,0,1,0
"meaning-mak",1,0,0,1,0
"mechan",1,0,0,1,0
"medical grad",1,0,1,0,0
"memori",1,0,0,0,1
"mental model",1,0,1,0,0
"meta-cognit",1,1,0,0,0
"meta-tutor",1,1,0,0,0
"metacognit",19,3,7,3,6
"metacognitive experi",2,0,0,1,1
"metacognitive judg",1,0,0,0,1
"metacognitive skil",1,0,0,1,0
"micro-averaged scor",1,0,0,1,0
"micro learn",1,0,0,0,1
"microsoft speech",1,0,1,0,0
"middle school stud",1,0,1,0,0
"mif misconcept",1,0,0,1,0
"mind",1,0,0,1,0
"mind-wand",2,0,0,0,2
"mind wand",7,2,2,3,0
"misconcept",1,0,1,0,0
"mixed effect model",1,0,0,0,1
"mixed r",2,1,0,0,1
"mobile assisted language learning (mall)",1,1,0,0,0
"mobile devic",2,1,1,0,0
"mobile learn",4,1,0,3,0
"mobile python tutor",2,0,0,2,0
"model",1,1,0,0,0
"model-based tutor",1,0,1,0,0
"model-trac",1,1,0,0,0
"model adapt",1,0,0,0,1
"model building learning environ",1,0,0,1,0
"model fit",1,1,0,0,0
"model of teach",1,0,0,1,0
"model scenario interact",1,0,0,1,0
"model select",1,1,0,0,0
"model trac",1,1,0,0,0
"models of learn",1,1,0,0,0
"modular reinforcement learn",1,0,1,0,0
"moment-by-moment learn",1,0,1,0,0
"monolog",1,0,0,0,1
"mooc",12,0,3,6,3
"moral educ",1,0,0,0,1
"motion estim",1,0,0,1,0
"motion sensor",2,0,0,1,1
"motiv",11,3,4,0,4
"motivational belief",1,0,1,0,0
"motivational construct",1,0,0,0,1
"movement",1,0,0,1,0
"multi-document comprehension and integr",1,0,0,0,1
"multi-document comprehension model",1,0,0,0,1
"multi-label learn",1,0,0,0,1
"multi-mod",1,0,1,0,0
"multi-objective reinforcement learn",1,0,0,1,0
"multi-task learn",1,0,0,0,1
"multiclass classif",1,0,0,0,1
"multimedia learning environ",1,0,0,0,1
"multimod",2,0,0,1,1
"multimodal approach",1,0,1,0,0
"multimodal assess",1,0,1,0,0
"multimodal data",2,0,0,1,1
"multimodal data fus",1,0,0,0,1
"multimodal data min",1,0,0,0,1
"multimodal interact",1,0,0,1,0
"multimodal learn",2,0,0,0,2
"multimodal learning analyt",2,0,0,0,2
"multiplayer game creation platform",1,0,0,1,0
"multiple choice quest",1,0,1,0,0
"multiple data sourc",1,1,0,0,0
"multiple graphical represent",2,2,0,0,0
"multiple modeling task",1,0,1,0,0
"multiple represent",2,0,1,0,1
"multiple sessions interact",1,0,0,0,1
"multiple visu",1,0,0,0,1
"multitask learn",1,0,1,0,0
"museum-based learn",1,0,0,0,1
"museum exhibit",1,1,0,0,0
"museum visit",1,1,0,0,0
"n-ccr",1,0,0,0,1
"narrative-centered learning environ",2,1,1,0,0
"narrative centered learn",1,0,0,1,0
"natural-language dialogu",1,1,0,0,0
"natural-language tutoring system",1,0,1,0,0
"natural deduct",1,1,0,0,0
"natural languag",1,0,0,0,1
"natural language dialogu",1,0,0,1,0
"natural language gener",1,0,0,0,1
"natural language infer",1,0,1,0,0
"natural language process",36,6,4,7,19
"natural language tutor",1,0,1,0,0
"natural language understand",1,0,0,0,1
"naturalistic experiment",1,1,0,0,0
"near-win",1,0,0,1,0
"need defici",1,0,0,0,1
"neet",1,0,1,0,0
"negative feedback",1,1,0,0,0
"negative/positive emot",1,0,0,1,0
"negoti",3,0,2,1,0
"negotiation train",1,0,0,0,1
"network analysi",1,0,0,0,1
"network coverag",1,0,1,0,0
"neural ai",1,0,0,1,0
"neural network",10,0,0,3,7
"neural tensor network",1,0,0,0,1
"neurosci",1,0,1,0,0
"new data augmentation method",1,0,0,0,1
"ngss",1,0,0,0,1
"nlp",5,0,2,1,2
"nobel laur",1,1,0,0,0
"node classif",1,0,0,0,1
"non-routine mathemat",1,0,0,0,1
"non-technical skil",1,0,0,1,0
"non-verbal behavior",1,0,0,0,1
"nonverbal behavior",1,0,1,0,0
"normit",1,1,0,0,0
"north american chapt",1,1,0,0,0
"not in education, employment or training (neets)",1,0,0,1,0
"note-tak",1,1,0,0,0
"novelti",1,1,0,0,0
"novice programm",3,0,1,1,1
"off-path step",1,1,0,0,0
"off-task behavior",3,1,1,0,1
"official polici",1,1,0,0,0
"olm",1,0,1,0,0
"on-line learning environ",1,0,0,0,1
"one-on-one class",1,0,0,0,1
"online class",1,0,0,0,1
"online classroom",1,0,0,0,1
"online cours",3,0,0,1,2
"online discuss",2,1,0,1,0
"online discussion forum",1,0,0,0,1
"online educ",1,0,0,0,1
"online group",1,0,0,0,1
"online help",1,0,0,1,0
"online job sit",1,0,0,1,0
"online learn",3,0,0,2,1
"online learning platform",1,0,1,0,0
"online mentorship",1,1,0,0,0
"online mob program",1,0,0,0,1
"online tutor",2,0,0,1,1
"online tutoring system",1,0,0,1,0
"ontolog",6,1,1,2,2
"open-end",1,0,0,1,0
"open-ended learning environ",7,2,2,2,1
"open-ended task",1,0,1,0,0
"open educational resourc",1,0,1,0,0
"open ended short answer assess",1,0,0,0,1
"open learner model",12,5,4,2,1
"open learner models (olm)",1,0,0,1,0
"open social student model",1,0,1,0,0
"opennlp",1,0,0,1,0
"opensmil",1,0,0,0,1
"opportunity gap",1,0,0,0,1
"optimizing score predict",1,0,0,1,0
"orchestr",3,0,0,2,1
"osaka prefectur",1,1,0,0,0
"out-of-school learn",1,0,0,0,1
"outer loop",1,0,1,0,0
"pair discuss",2,0,0,1,1
"pair program",2,0,1,1,0
"pairwise clust",1,1,0,0,0
"paraphras",1,0,0,0,1
"pars",1,1,0,0,0
"parsons problem",2,0,0,2,0
"parsons puzzl",1,0,0,1,0
"partial credit",1,1,0,0,0
"participants clust",1,0,0,1,0
"participatory design",1,0,0,0,1
"patient manikin",1,0,0,1,0
"pattern match",1,0,1,0,0
"pattern min",1,0,0,1,0
"paus",1,0,0,1,0
"pca",1,1,0,0,0
"pedagogical ag",12,5,1,3,3
"pedagogical decision-mak",1,0,0,0,1
"pedagogical model",1,0,1,0,0
"pedagogical polici",2,0,0,0,2
"pedagogical strategi",1,1,0,0,0
"pedagogical tool",1,1,0,0,0
"peer-help",1,0,0,1,0
"peer assess",3,0,1,2,0
"peer learn",2,0,0,2,0
"peer model",1,1,0,0,0
"peer recommender system",2,0,0,2,0
"peer reli",1,1,0,0,0
"peer review",3,3,0,0,0
"peer support",1,0,0,1,0
"penalti",1,1,0,0,0
"perceived choic",1,0,0,0,1
"perceived compet",1,0,0,0,1
"perceived intellig",1,0,0,1,0
"perceptual-gestural knowledg",1,0,1,0,0
"perceptual flu",2,0,0,0,2
"percutaneous radiolog",1,0,0,1,0
"perform",2,0,0,1,1
"performance assess",2,1,0,1,0
"performance differ",1,0,1,0,0
"performance predict",3,0,1,0,2
"periodic self-assess",1,1,0,0,0
"permutation feature import",1,0,0,0,1
"persever",2,0,0,2,0
"persist",2,0,0,0,2
"person",12,2,0,5,5
"personal learning environ",1,0,1,0,0
"personalised learn",1,0,0,1,0
"personality trait",2,0,1,1,0
"personalized guid",1,0,1,0,0
"personalized intervent",1,0,0,0,1
"personalized learn",3,0,1,0,2
"personalized learning and feedback",1,0,0,0,1
"personalized learning servic",1,0,0,1,0
"personalized learning system",2,0,1,1,0
"personalized nudg",1,0,0,0,1
"pervasive gam",1,1,0,0,0
"phonics instruct",1,0,0,0,1
"php",1,1,0,0,0
"physical computing kit",1,0,0,1,0
"physical/virtual mod",1,0,0,0,1
"physics educ",1,0,1,0,0
"physics playground",1,0,0,1,0
"physiological sign",1,0,0,1,0
"physiological synchroni",1,0,0,1,0
"pinterest",1,0,0,0,1
"pitch",2,0,0,1,1
"planning paramet",1,0,1,0,0
"plate tecton",1,1,0,0,0
"player model",1,0,1,0,0
"polici",1,0,0,0,1
"politeness strategi",1,0,0,0,1
"pomdp",1,0,0,1,0
"pos",1,0,0,0,1
"positive word",1,1,0,0,0
"postur",3,1,0,0,2
"power electron",1,0,0,0,1
"powerpoint slid",1,1,0,0,0
"practical ultra portable tutoring systems(pupits)",1,1,0,0,0
"practical us",1,0,0,1,0
"practice environ",1,1,0,0,0
"predict",4,1,2,0,1
"predict-observe-explain",1,0,0,0,1
"prediction model",1,0,1,0,0
"prediction of learner skil",1,0,0,1,0
"prediction problem",1,0,1,0,0
"predictive model",2,0,1,1,0
"prerequisite based ontolog",1,0,0,0,1
"preschool",3,1,1,1,0
"pressur",1,0,0,0,1
"previous research work",1,0,1,0,0
"primary educ",1,0,0,0,1
"principle component analysi",1,0,0,0,1
"prior knowledg",3,1,1,0,1
"problem-solv",2,0,1,0,1
"problem-solving behavior",1,0,0,1,0
"problem-solving flex",1,0,0,0,1
"problem behavior",1,0,0,0,1
"problem difficulti",1,1,0,0,0
"problem domain model",1,0,0,1,0
"problem gener",1,0,0,0,1
"problem pos",1,1,0,0,0
"problem select",1,0,1,0,0
"problem sequenc",1,1,0,0,0
"problem solv",13,7,4,1,1
"problem solving & worked exampl",1,0,0,0,1
"problem solving environ",1,1,0,0,0
"procedural content gener",1,0,0,0,1
"procedural knowledge estim",1,1,0,0,0
"procedural learn",1,0,0,1,0
"procedural misconcept",1,0,0,0,1
"procedural skil",1,1,0,0,0
"process min",1,0,0,0,1
"process mining in educ",1,0,0,0,1
"production of educational materi",1,0,1,0,0
"production rul",1,1,0,0,0
"production system",2,1,1,0,0
"productive failur",2,0,0,1,1
"professional cap",2,0,0,2,0
"program",7,1,0,5,1
"program analysi",1,1,0,0,0
"program comprehens",1,0,0,0,1
"program correct",1,0,0,1,0
"program repair",1,0,0,0,1
"programming action log",1,0,0,0,1
"programming defect",1,1,0,0,0
"programming online judg",1,0,0,0,1
"programming task",1,0,1,0,0
"programming tutor",2,0,1,1,0
"project-based learn",1,0,0,0,1
"project manager's job",1,0,0,1,0
"proportional learning gain",1,0,0,0,1
"prote�ge� effect",1,0,0,1,0
"psychometr",1,0,0,0,1
"psychomotor skills train",1,0,0,1,0
"q&a-gener",1,0,0,0,1
"qualitative phys",1,1,0,0,0
"quality assur",1,0,0,0,1
"quantitative field observ",1,1,0,0,0
"question ask",1,0,0,1,0
"question classif",2,0,0,2,0
"question dataset and taxonomi",1,0,0,1,0
"question detect",1,0,0,0,1
"question difficulti",1,0,0,1,0
"question gener",7,2,3,2,0
"question pos",1,0,0,0,1
"question product",1,0,0,0,1
"question taxonomi",1,0,0,1,0
"questioning techniqu",1,0,0,1,0
"random forest model",1,0,0,1,0
"randomized controlled tri",2,0,2,0,0
"rapport",3,0,0,1,2
"rater bia",1,0,0,0,1
"rater characterist",1,0,1,0,0
"rater select",1,0,0,1,0
"rating dispar",1,1,0,0,0
"rating scal",1,0,0,1,0
"read",2,1,1,0,0
"readabl",1,1,0,0,0
"readerbench",1,0,0,1,0
"readerbench framework",1,0,0,1,0
"reading assess",1,0,0,1,0
"reading comprehens",10,1,1,7,1
"reading recommender system",1,0,0,0,1
"reading strategi",2,1,1,0,0
"ready-to-learn",1,0,0,0,1
"real-time analyt",1,0,0,1,0
"real classroom",1,0,0,1,0
"reason",1,1,0,0,0
"reasoning skil",1,0,1,0,0
"reciprocal recommend",1,0,0,1,0
"recommend",2,0,1,0,1
"recommender system",7,3,1,1,2
"recsystel",1,0,0,1,0
"recurrent neural network",3,0,0,2,1
"recurrent neural networks (rnn)",1,0,0,1,0
"reflect",2,1,0,0,1
"reflection prompt",1,0,0,0,1
"reflective writ",1,0,0,0,1
"regress",1,0,0,1,0
"regression method",1,0,0,0,1
"reinforcement learn",4,1,0,1,2
"relation extract",1,0,0,0,1
"relaxed graph match",1,1,0,0,0
"relev",1,0,1,0,0
"reliabl",3,0,1,2,0
"remediation strategi",1,0,0,1,0
"representation learn",1,0,0,1,0
"reputation system",1,0,1,0,0
"requirements elicit",1,0,0,1,0
"resampl",1,0,0,0,1
"research prototyp",1,0,1,0,0
"respons",1,0,0,1,0
"restat",1,0,1,0,0
"retrain",1,0,0,0,1
"retrospective summari",1,0,0,1,0
"revis",3,0,0,0,3
"revised bloom’s taxonomi",1,0,0,1,0
"revision analysi",1,0,0,1,0
"revision graph",1,0,0,1,0
"revision process",1,0,0,1,0
"risk predict",1,0,0,0,1
"rnn",1,0,0,1,0
"robot",1,0,0,0,1
"robot lectur",1,0,0,0,1
"robust learn",2,2,0,0,0
"role play",1,0,0,0,1
"rule learn",1,0,0,0,1
"sample repres",1,0,0,0,1
"satisfact",1,0,0,0,1
"sax",1,0,1,0,0
"scaffold",9,4,2,1,2
"scalable learning analyt",1,0,0,0,1
"scale",1,0,0,1,0
"scanpath analysi",1,0,0,0,1
"science and engin",1,0,0,0,1
"science educ",2,1,0,0,1
"science inquiri",3,1,0,0,2
"science learn",2,1,0,0,1
"science, technology, engineering and mathematics (stem)",1,0,0,1,0
"scientific explan",1,0,0,1,0
"score predict",1,0,0,0,1
"score report",1,0,0,1,0
"scripted collabor",1,0,0,0,1
"selecting text inform",1,0,1,0,0
"self-assess",5,2,3,0,0
"self-attent",2,0,0,0,2
"self-confid",1,0,0,1,0
"self-determination theori",1,0,0,1,0
"self-determination theory (sdt)",1,0,0,1,0
"self-directed learn",2,0,1,1,0
"self-efficaci",3,1,2,0,0
"self-explan",7,2,2,3,0
"self-improving online coursewar",1,0,0,0,1
"self-regul",1,1,0,0,0
"self-regulated learn",12,3,4,1,4
"self-regulation strategi",1,0,1,0,0
"self-theory of intellig",1,0,0,0,1
"self-transit",1,0,0,0,1
"self attent",1,0,0,0,1
"semantic augmentation and analysi",1,1,0,0,0
"semantic interpret",1,1,0,0,0
"semantic link",1,0,0,0,1
"semantic open learning spac",1,0,1,0,0
"semantic role label",1,0,1,0,0
"semantic similar",1,0,0,0,1
"semantic techniqu",1,0,0,1,0
"semantic textual similar",1,0,0,0,1
"semantic web",1,0,0,1,0
"semi-automatic generation of exercis",1,1,0,0,0
"sense-making skil",1,0,0,0,1
"sense of ag",1,0,0,0,1
"sensemaking in learning analyt",1,0,0,0,1
"sensor-fre",2,0,0,2,0
"sensor data",1,0,1,0,0
"sentence embed",1,0,0,1,0
"sentence integr",1,1,0,0,0
"sentence select",1,0,0,0,1
"sentiment analysi",4,1,1,1,1
"seq2seq",1,0,0,1,0
"sequenc",1,0,0,0,1
"sequence-to-sequence model",1,0,0,0,1
"sequence min",1,0,0,1,0
"sequential pattern min",1,0,0,0,1
"serious gam",9,5,2,2,0
"shallow learn",1,1,0,0,0
"shared-activity environ",1,0,0,1,0
"shared understand",2,0,0,1,1
"short-answ",1,0,0,1,0
"short answ",1,0,0,1,0
"short answer grad",4,0,0,1,3
"sigmoid output lay",1,0,0,1,0
"similar",2,0,0,0,2
"similarity graph",1,0,1,0,0
"simul",3,0,0,2,1
"simulated environments for learn",1,1,0,0,0
"simulated learn",5,1,1,1,2
"simulated learning environ",2,1,1,0,0
"simulated stud",1,1,0,0,0
"simulation-based assess",1,0,0,1,0
"simulation-based surgical educ",1,0,0,1,0
"simulation gam",1,0,1,0,0
"situated learn",1,1,0,0,0
"situational interest",1,1,0,0,0
"skill diari",1,1,0,0,0
"skill graph",1,0,1,0,0
"skills assess",1,1,0,0,0
"skin conductance response (scr)",1,0,0,0,1
"slip paramet",1,0,0,1,0
"small group work",1,0,0,1,0
"social",1,0,0,1,0
"social and emotional learn",1,0,0,0,1
"social coach",1,0,1,0,0
"social commun",2,2,0,0,0
"social cont",1,1,0,0,0
"social influ",2,0,1,1,0
"social interact",1,0,0,0,1
"social learn",1,1,0,0,0
"social network",2,1,1,0,0
"social network analysi",1,0,0,1,0
"social problem-solving skil",1,0,1,0,0
"social robot",1,0,0,1,0
"socio-cognitive conflict",1,0,0,0,1
"sociogram",1,0,0,1,0
"socratic method",1,0,0,0,1
"soft skill learn",2,0,0,1,1
"soft skills learn",1,0,0,1,0
"soft skills train",1,0,0,0,1
"software ag",1,0,0,1,0
"spaced practic",1,0,0,1,0
"spaced repetit",1,0,0,0,1
"spacing effect",1,0,1,0,0
"spanish",1,0,0,1,0
"spatial model",1,0,0,0,1
"spatial perspective tak",1,0,0,0,1
"speak dialogue system",1,1,0,0,0
"speaking anxieti",1,0,0,0,1
"speech",2,0,0,1,1
"speech act",1,1,0,0,0
"spelling and grammar check",1,0,0,0,1
"sphinx 4",1,0,1,0,0
"spoken dialogu",1,0,1,0,0
"sql-tutor",1,0,0,1,0
"st math",1,0,0,0,1
"state sequ",1,1,0,0,0
"static case bas",1,1,0,0,0
"statistics educ",1,0,0,0,1
"stealth",1,0,0,1,0
"stealth assess",4,1,1,1,1
"stem",4,0,0,2,2
"stem educ",1,0,0,1,0
"stem+ct",1,0,0,0,1
"story el",1,1,0,0,0
"stpa",1,0,0,0,1
"strategi",2,0,0,0,2
"strategy-based learn",1,0,0,1,0
"strategy based learn",1,0,0,1,0
"string kernel",1,0,0,1,0
"structure interfac",1,0,1,0,0
"structured predict",1,0,0,0,1
"student",1,0,0,0,1
"student-skill model",1,1,0,0,0
"student-specific model paramet",1,1,0,0,0
"student ",1,0,0,1,0
"student affect",1,0,0,0,1
"student affect detect",1,0,0,1,0
"student ag",2,0,0,2,0
"student answer assess",2,0,0,1,1
"student answer scor",1,0,0,0,1
"student approach",1,0,1,0,0
"student behavior",2,1,1,0,0
"student behaviour",1,0,0,0,1
"student data",1,0,0,0,1
"student emot",1,0,0,1,0
"student engag",1,0,0,1,0
"student evaluation of teach",1,0,0,1,0
"student expect",1,1,0,0,0
"student knowledge represent",1,0,0,0,1
"student model",26,9,5,9,3
"student motiv",1,0,1,0,0
"student perform",2,0,1,0,1
"student performance predict",1,0,1,0,0
"student popul",1,0,0,1,0
"student program",1,0,0,1,0
"student respons",2,1,0,1,0
"student response analysi",1,0,0,1,0
"student sequence analysi",1,0,0,0,1
"student sketch analysi",1,0,1,0,0
"student skill model",1,1,0,0,0
"student strategi",1,1,0,0,0
"student track",1,1,0,0,0
"student writing analysi",1,0,1,0,0
"students’ particip",1,0,0,1,0
"study choic",1,1,0,0,0
"study plan",1,0,0,1,0
"study strategi",1,0,0,0,1
"studywis",1,0,0,1,0
"sub-skil",1,0,0,1,0
"subject",1,1,0,0,0
"subject matter expert",1,0,1,0,0
"substep-based tutor",1,0,1,0,0
"summar",2,0,1,0,1
"summaries assess",1,0,1,0,0
"summary scor",1,0,0,0,1
"summary writ",2,0,0,1,1
"summative test",1,0,1,0,0
"supervised learn",1,0,0,1,0
"supervised topic model",1,0,0,0,1
"support",1,0,0,1,0
"support to the its design",1,1,0,0,0
"support vector machin",3,1,1,1,0
"survival analysi",1,0,1,0,0
"svm",2,0,0,1,1
"sword",1,1,0,0,0
"symbolic execut",1,0,0,1,0
"symbolic fract",1,1,0,0,0
"synchroni",1,0,0,0,1
"synergistic learn",1,0,0,0,1
"syntactic featur",1,0,0,1,0
"system-general model",1,0,0,1,0
"system adapt",2,1,0,1,0
"system appl",1,1,0,0,0
"system dynam",1,0,0,1,0
"system error",1,1,0,0,0
"system safeti",1,0,0,0,1
"systematic mapping studi",1,1,0,0,0
"systematic review",1,0,0,0,1
"ta",1,0,1,0,0
"table format",1,1,0,0,0
"tabletop",1,1,0,0,0
"tailored gamif",1,0,0,0,1
"tangibl",1,0,0,1,0
"tangible interfac",1,1,0,0,0
"tangible learning environ",1,1,0,0,0
"target item",1,0,1,0,0
"target prob",1,0,1,0,0
"task-oriented read",1,0,1,0,0
"task-unrelated thought",1,0,0,0,1
"task complex",1,0,0,0,1
"task design",1,0,0,1,0
"task difficulti",1,0,0,0,1
"task model",1,1,0,0,0
"tasks and problem-solving process",1,1,0,0,0
"tb-moop",1,0,0,1,0
"teachable ag",15,3,4,6,2
"teachable robot",1,0,0,1,0
"teacher",2,0,1,0,1
"teacher-in-the-loop",1,0,0,1,0
"teacher educ",1,0,0,1,0
"teacher languag",1,0,0,1,0
"teacher perspect",1,0,0,0,1
"teachers in social media",1,0,0,0,1
"teachers’ use of data",1,0,0,1,0
"teaching program",1,0,0,0,1
"teaching strategi",1,1,0,0,0
"team-based massive open online project cours",1,0,0,1,0
"team based learn",1,0,1,0,0
"teamwork",3,0,0,2,1
"technolog",1,0,0,0,1
"technology-enhanced learn",1,0,0,0,1
"technology-enhanced train",1,0,1,0,0
"technology rich learning environ",1,0,1,0,0
"technology transit",1,1,0,0,0
"temporal analysi",1,0,1,0,0
"temporal bone surgeri",2,0,0,0,2
"temporal generaliz",1,0,1,0,0
"temporal reason",1,0,0,0,1
"tension",1,0,0,0,1
"test assembl",1,1,0,0,0
"test perform",1,0,1,0,0
"test prepar",1,0,0,0,1
"test theori",1,1,0,0,0
"testing effect",2,0,1,1,0
"text analysi",1,0,0,0,1
"text characterist",1,1,0,0,0
"text classif",2,0,0,1,1
"text cohes",1,1,0,0,0
